SlNo,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,elevation_m,slope_deg,aspect_deg,lulc_class,clay_surface_pct,nearest_road_type,nearest_road_name,nearest_road_ref,road_distance_m,nearest_settlement_type,nearest_settlement_population,nearest_settlement_name,settlement_distance_m,event_date,rainfall_mm
22314,MZ/CHA/84E01/2017/3,Mizoram,Champhai,,3.2 km S of Ngopa,23.860361099243164,93.20380401611328,Rock,Slide,2017,955,23,232,10,30.0,trunk,,NH102B,6.6501288310058495,hamlet,0,,563.0256234183576,,
21886,MZ/CHA/84E02/2017/0014,Mizoram,Champhai,,Nw of Khwazawl,23.548173,93.131588,Rock,Slide,2017,835,40,49,10,30.0,trunk,,NH6,12.783447413061468,village,0,,1773.3490706666971,,
21919,MZ/CHA/84E02/2017/0124,Mizoram,Champhai,,kawlkulh,23.602395,93.084222,Rock,Slide,2017,1163,37,132,30,35.0,trunk,,NH6,4.451688276169314,village,0,,1162.293389534525,,
22337,MZ/CHA/84E05/2017/11,Mizoram,Champhai,,NgopaTeikhang section,23.877805709838867,93.267609,Rock,Fall,2017,1668,54,278,10,31.0,primary,,,59.652876115735786,village,0,Kawlbem,4077.973317726087,,
22363,MZ/CHA/84E05/2017/13,Mizoram,Champhai,,NgopaTeikhang section,23.89069366455078,93.2750244140625,Rock,Slide,2017,1698,17,3,10,31.0,primary,,,6.204699018700358,village,0,Kawlbem,3909.1504772815065,,
21879,MZ/CHA/84E06/2017/32,Mizoram,Champhai,,Jhum road east of ngur,23.542940139770508,93.384772,Rock,Slide,2017,1482,43,83,10,33.0,unclassified,,,11.989565495649174,village,0,Ngur,1233.5956701863397,,
21553,MZ/CHA/84E07/2017/18,Mizoram,Champhai,,Khuangleng village,23.303639,93.311361,Rock,Slide,2017,1490,16,121,50,35.0,primary,,,8.074926675329113,village,0,Bulfekzawl,5704.559399229955,,
21552,MZ/CHA/84E07/2017/24,Mizoram,Champhai,Khuangleng slide,Khuangleng village,23.303412,93.31066131591795,Rock,Slide,2017,1491,18,174,10,35.0,primary,,,7.921569836495111,village,0,,5657.443432276726,,
21566,MZ/CHA/84E07/2017/84,Mizoram,Champhai,,0.8km north of Khuangleng,23.31016731262207,93.311889,Rock,Slide,2017,1505,31,279,10,28.0,primary,,,4.729312286849679,village,0,Bulfekzawl,5501.731343051005,,
20959,MZ/LAW/84B10/2020/10,Mizoram,Lawngtlai,Chawngte P to Hmunlai road slide 5,Chawngte P to Hmunlai road,22.600000381469727,92.66999816894533,Rock,Slide,2017,391,19,264,10,31.0,primary,,,6.226168456978296,village,0,Hmunlai,1403.514315357021,,
20947,MZ/LAW/84B10/2020/27,Mizoram,Lawngtlai,Mualbu L slide 2,Mualbu L,22.559999465942383,92.66999816894533,Rock,Slide,2017,492,32,0,10,31.0,primary,,,341.04707734680494,village,0,Hmunlai,3050.8956727913724,,
21203,MZ/LUN/84B05/2020/33,Mizoram,Lunglei,Bawnveng Village slide 2,Near Bawnveng Village,22.899999618530273,92.47000122070312,Rock,Slide,2017,73,10,125,10,25.0,unclassified,,,22.36975922481633,village,0,Tiabung,836.5756494548233,,
21157,MZ/LUN/84B05/2020/35,Mizoram,Lunglei,Silkur village slide 2,Silkur village,22.8799991607666,92.45999908447266,Rock,Fall,2017,42,4,238,10,26.0,unclassified,,,5.20615169021944,hamlet,0,Bulungsury,2709.6866805417303,,
20850,MZ/SAI/84F03/2020/23,Mizoram,Saiha,Bawnveng Village slide 1,Near Bawnveng Village,22.440000534057617,93.0999984741211,Rock,Slide,2017,1502,13,198,30,31.0,residential,,,8.302539839057168,village,0,Chhaolo,22.669987368459456,,
20819,MZ/SAI/84F03/2020/25,Mizoram,Saiha,Silkur village slide 1,Silkur village,22.3799991607666,93.12000274658205,Rock,Fall,2017,1478,26,28,10,32.0,secondary,,,15.080187862624374,village,0,Iana,4252.242389250191,,
20832,MZ/SAI/84F03/2020/31,Mizoram,Saiha,Lana slide 1,6km away from lana,22.399999618530273,93.12000274658205,Rock,Slide,2017,1443,23,118,10,30.0,secondary,,,131.90053118828015,village,0,Iana,4880.795065628284,,
20833,MZ/SAI/84F03/2020/32,Mizoram,Saiha,Lana slide 2,6km away from lana,22.399999618530273,93.12999725341795,Rock,Slide,2017,1359,20,110,10,31.0,secondary,,,13.660018297271067,village,0,Iana,4017.526671531032,,
45,AS/CHR/83D09/2020/8,Assam,Cachar,Borkola Cyan Nagar slide,Borkola Cyan Nagar Natun Basti,24.950000762939453,92.7300033569336,Debris,Slide,2018,63,2,180,10,32.0,residential,,,159.06203076261914,hamlet,0,Kasipur,2353.8803295087673,,
230,AS/DIH/83G08/2020/27,Assam,Dima Hasao,,"Namna river, Laisong Bazar",25.209999084472656,93.30999755859376,Debris,Slide,2018,870,22,15,10,30.0,secondary,,,214.61414287059563,village,0,Laisong,1263.911996868016,,
156,AS/DIH/83G08/2020/30,Assam,Dima Hasao,,Hangrum village,25.13999938964844,93.3000030517578,Debris,Slide,2018,1188,25,218,10,31.0,residential,,,29.320104408542463,village,0,Hāngrum,261.8485581400281,,
245,AS/DIH/83G08/2020/45,Assam,Dima Hasao,,"Along Jenam river, Laisong area",25.229999542236328,93.29000091552734,Debris,Slide,2018,949,23,263,10,29.0,track,,,162.20089188727317,hamlet,0,Hegokulwa,1608.2771589752824,,
366,AS/KAM/78O5/2020/3,Assam,Kamrup (Rural),Ukiam slide,Ukiam,25.84000015258789,91.3499984741211,Debris,Slide,2018,79,17,183,10,28.0,unclassified,,,552.8926094175093,village,0,Loharghat,18535.96989311167,,
18167,MN/CDL/83L04/2020/63,Manipur,Chandel,,Near Tuimuam village,24.190000534057617,94.19000244140624,Debris,Slide,2018,915,24,194,30,31.0,unclassified,,,1450.3926754076847,village,0,Laiching,2263.2190894934824,,
18422,MN/CHU/83H10/2018/89,Manipur,Churachandpur,,Agri linked road Nalon village,24.549943923950195,93.668361,Debris,Slide,2018,1106,40,302,10,29.0,residential,,,1770.302192059476,village,442,Nahlon,1891.5405509143677,,
19564,MN/NON/83H/ 9/2018/0002,Manipur,Noney,,NH37,24.79833333,93.65505556,Debris,Slide,2018,430,14,242,10,34.0,trunk,,NH37,341.9757606793212,village,816,Charoipandongba Kabui,1358.317055112473,,
18647,MN/NON/83H09/2018/3,Manipur,Noney,,NH37,24.794721603393555,93.655778,Debris,Slide,2018,415,1,48,40,32.0,trunk,,NH37,175.71884438029116,village,816,Charoipandongba Kabui,1134.4260485141965,,
18645,MN/NON/83H09/2018/6,Manipur,Noney,,NH37,24.791389,93.735417,Debris,Slide,2018,1107,21,287,50,29.0,trunk,,NH37,1.253144521118336,village,154,Boungjang,566.4705661747796,,
20961,MZ/LAW/84B10/2020/5,Mizoram,Lawngtlai,Chawngte P slide 2,Outside Chawngte P,22.61000061035156,92.66000366210938,Debris,Slide,2018,162,14,250,10,28.0,primary,,,271.37511072989645,village,0,Chawngte,1934.636958988863,,
20962,MZ/LAW/84B10/2020/6,Mizoram,Lawngtlai,Chawngte P to Hmunlai road slide 1,Chawngte P to Hmunlai road,22.61000061035156,92.66000366210938,Debris,Slide,2018,162,14,250,10,28.0,primary,,,271.37511072989645,village,0,Chawngte,1934.636958988863,,
20963,MZ/LAW/84B10/2020/7,Mizoram,Lawngtlai,Chawngte P to Hmunlai road slide 2,Chawngte P to Hmunlai road,22.61000061035156,92.66999816894533,Debris,Slide,2018,464,21,295,10,30.0,primary,,,407.4504275452424,village,0,Hmunlai,2502.4714491612317,,
20721,MZ/LAW/84B12/2020/6,Mizoram,Lawngtlai,Chhippui road slide,Chhippui road,22.219999313354492,92.62000274658205,Debris,Slide,2018,199,14,233,10,32.0,tertiary,,,286.46458160579937,hamlet,0,,2028.7310693475167,,
20664,MZ/LAW/84B16/2020/17,Mizoram,Saiha,Lombasu bymari slide 5,Lombasu bymari road,22.100000381469727,92.86000061035156,Debris,Slide,2018,335,24,53,10,30.0,unclassified,,,458.30438909369747,village,5000,Lomasu,1299.2024298412043,,
21398,MZ/LUN/84A12/2018/4,Mizoram,Lunglei,,1 km North of Sekhum Village,23.150718688964844,92.74826049804688,Debris,Slide,2018,900,30,44,10,31.0,unclassified,,,11.759380901366704,village,0,Lungchem,6817.036047052792,,
21399,MZ/LUN/84A12/2018/5,Mizoram,Lunglei,,2 km North of Sekhum Village,23.150718688964844,92.74826049804688,Debris,Slide,2018,900,30,44,10,31.0,unclassified,,,11.759380901366704,village,0,Lungchem,6817.036047052792,,
21380,MZ/LUN/84A16/2018/13,Mizoram,Lunglei,,North of Sekhum Village,23.142356872558594,92.750961,Debris,Slide,2018,867,18,256,10,30.0,unclassified,,,9.620358169280802,village,0,Lungchem,6771.7840725493215,,
21220,MZ/LUN/84B05/2020/17,Mizoram,Lunglei,"Chanmari Veng, Tlabung slide 2","Chanmari veng,Tlabung",22.90999984741211,92.47000122070312,Debris,Slide,2018,186,11,206,10,25.0,trunk,,NH302,104.7066259620037,village,0,Tiabung,300.2741731809004,,
20986,MZ/LUN/84B10/2020/56,Mizoram,Lunglei,Chawngte P to Ruallalung road slide 4,Chawngte P to Ruallalung road,22.649999618530273,92.66999816894533,Debris,Slide,2018,371,20,212,10,30.0,primary,,,111.70636365353572,village,0,,3466.3233368842825,,
20993,MZ/LUN/84B10/2020/57,Mizoram,Lunglei,Chawngte P to Ruallalung road slide 5,Chawngte P to Ruallalung road,22.65999984741211,92.66999816894533,Debris,Slide,2018,477,14,214,10,32.0,primary,,,124.39279986812032,village,0,,2625.562010852938,,
21038,MZ/LUN/84B10/2020/72,Mizoram,Lunglei,S Lungrang to Lalnutui road slide 3,S Lungrang to Lalnutui road,22.739999771118164,92.62999725341795,Debris,Flow,2018,446,20,238,10,31.0,primary,,,63.29677853950817,village,0,,7146.723670004158,,
21222,MZ/LUN/84B13/2018/102,Mizoram,Lunglei,,Hnathial- Tuipui D,22.911649703979492,92.929871,Debris,Slide,2018,391,19,171,10,27.0,primary,,,30.066993505246323,village,5000,Leite,622.8273876285186,,
21255,MZ/LUN/84B13/2018/120,Mizoram,Lunglei,,about 8km N of Pukpui,22.97999382019043,92.726112,Debris,Slide,2018,486,30,238,30,32.0,primary,,,3.384345873151165,village,0,Saza,330.9935207141648,,
21088,MZ/LUN/84B13/2018/39,Mizoram,Lunglei,,Near TNT Home Lunglei,22.83873176574707,92.79195404052734,Debris,Slide,2018,1152,22,193,50,32.0,trunk,,NH2,15.292384082061956,hamlet,0,,1256.1962694419817,,
21090,MZ/LUN/84B13/2018/41,Mizoram,Lunglei,,TNT HOMe,22.83887481689453,92.792801,Debris,Slide,2018,1152,29,187,50,32.0,trunk,,NH2,2.568140317192244,hamlet,0,,1184.1476458702034,,
21215,MZ/LUN/84B13/2018/99,Mizoram,Lunglei,,Tuipui D,22.906251907348633,92.9317398071289,Debris,Slide,2018,257,13,245,10,32.0,primary,,,3.012243881459583,village,5000,Leite,57.93949837047991,,
24713,NA/DIM/83G13/2020/11,Nagaland,Dimapur,,NH-29,25.75,93.97000122070312,Debris,Slide,2018,998,21,352,10,31.0,trunk,,NH29,150.56778171678462,village,0,Piphema,1068.2210453276095,,
24758,NA/DIM/83G13/2020/13,Nagaland,Dimapur,,NH-29,25.770000457763672,93.91000366210938,Debris,Slide,2018,557,9,200,10,30.0,trunk,,NH29,300.8039150495215,town,0,Medziphema,2900.988336763854,,
24759,NA/DIM/83G13/2020/14,Nagaland,Dimapur,,NH-29,25.770000457763672,93.91000366210938,Debris,Slide,2018,557,9,200,10,30.0,trunk,,NH29,300.8039150495215,town,0,Medziphema,2900.988336763854,,
24761,NA/DIM/83G13/2020/16,Nagaland,Dimapur,,NH29/Dimapur-Kohima Rd,25.770000457763672,93.9000015258789,Debris,Slide,2018,565,18,210,10,30.0,trunk,,NH29,9.400395183382074,town,0,Medziphema,2003.3906104871007,,
24763,NA/DIM/83G13/2020/22,Nagaland,Dimapur,,NH-29,25.770000457763672,93.93000030517578,Debris,Slide,2018,729,18,310,10,29.0,residential,,,105.68757109833892,village,0,Piphema,3625.533049875771,,
24764,NA/DIM/83G13/2020/24,Nagaland,Dimapur,,NH-29,25.770000457763672,93.93000030517578,Debris,Slide,2018,729,18,310,10,29.0,residential,,,105.68757109833892,village,0,Piphema,3625.533049875771,,
24739,NA/DIM/83G13/2020/25,Nagaland,Dimapur,,NH29/Dimapur-Kohima Rd,25.760000228881836,93.94000244140624,Debris,Slide,2018,752,36,53,10,31.0,trunk,,NH29,454.28045690667045,village,0,Piphema,2188.4979497136683,,
24784,NA/DIM/83G13/2020/28,Nagaland,Dimapur,,NH-29,25.780000686645508,93.93000030517578,Debris,Slide,2018,775,12,248,10,30.0,residential,,,24.93081289968093,village,0,,3651.0784732535953,,
24765,NA/DIM/83G13/2020/29,Nagaland,Dimapur,,NH-29,25.770000457763672,93.91000366210938,Debris,Slide,2018,557,9,200,10,30.0,trunk,,NH29,300.8039150495215,town,0,Medziphema,2900.988336763854,,
24766,NA/DIM/83G13/2020/32,Nagaland,Dimapur,,NH-29,25.770000457763672,93.9000015258789,Debris,Slide,2018,565,18,210,10,30.0,trunk,,NH29,9.400395183382074,town,0,Medziphema,2003.3906104871007,,
24767,NA/DIM/83G13/2020/33,Nagaland,Dimapur,,NH-29,25.770000457763672,93.91000366210938,Debris,Slide,2018,557,9,200,10,30.0,trunk,,NH29,300.8039150495215,town,0,Medziphema,2900.988336763854,,
24786,NA/DIM/83G13/2020/35,Nagaland,Dimapur,,NH-29,25.780000686645508,93.91999816894533,Debris,Slide,2018,632,18,308,10,31.0,residential,,,137.86744634522566,town,0,Medziphema,4292.252187258163,,
24770,NA/DIM/83G13/2020/39,Nagaland,Dimapur,,NH29/Dimapur-Kohima Rd,25.770000457763672,93.80999755859376,Debris,Slide,2018,269,18,161,10,28.0,trunk,,NH29,30.901500298144786,village,0,Khuokhi Dolong,275.76464438727993,,
24772,NA/DIM/83G13/2020/41,Nagaland,Dimapur,,NH-29,25.770000457763672,93.9000015258789,Debris,Slide,2018,565,18,210,10,30.0,trunk,,NH29,9.400395183382074,town,0,Medziphema,2003.3906104871007,,
24816,NA/DIM/83G13/2020/46,Nagaland,Dimapur,,NIT Nagaland Campus,25.790000915527344,93.77999877929688,Debris,Slide,2018,242,20,305,10,28.0,residential,,,119.6762648791432,village,0,Nichuguard,1789.6257562191847,,
24754,NA/DIM/83G13/2020/6,Nagaland,Dimapur,,NH-29,25.770000457763672,93.80999755859376,Debris,Slide,2018,269,18,161,10,28.0,trunk,,NH29,30.901500298144786,village,0,Khuokhi Dolong,275.76464438727993,,
24755,NA/DIM/83G13/2020/7,Nagaland,Dimapur,,NH-29,25.770000457763672,93.94000244140624,Debris,Slide,2018,805,30,182,60,31.0,trunk,,NH29,16.336513316555557,village,0,Piphema,2869.603416417522,,
24756,NA/DIM/83G13/2020/8,Nagaland,Dimapur,,NH-29,25.770000457763672,93.94000244140624,Debris,Slide,2018,805,30,182,60,31.0,trunk,,NH29,16.336513316555557,village,0,Piphema,2869.603416417522,,
24736,NA/DIM/83G13/2020/9,Nagaland,Dimapur,,NH-29,25.760000228881836,93.9499969482422,Debris,Slide,2018,976,30,154,10,29.0,trunk,,NH29,225.2533971781709,village,0,Piphema,1375.9893790562046,,
25630,NA/MOK/83J06/2020/26,Nagaland,Mokokchung,,Mariani-Mankholemba Rd,26.6200008392334,94.5,Debris,Slide,2018,483,33,240,10,27.0,unclassified,,,286.0718737471447,village,0,Longchem,551.9365091623172,,
25629,NA/MOK/83J06/2020/27,Nagaland,Mokokchung,,Nokpu village,26.61000061035156,94.5,Debris,Slide,2018,508,26,152,10,31.0,unclassified,,,408.0423055883991,village,0,Longchem,561.1489473752365,,
25573,NA/MOK/83J07/2020/1,Nagaland,Mokokchung,,Longtho,26.489999771118164,94.37000274658205,Debris,Slide,2018,261,20,340,10,30.0,trunk,Mokokchung-Mariani Road,NH702D,207.1638483629635,village,0,Longtho,1031.9844748031055,,
25539,NA/MOK/83J07/2020/5,Nagaland,Mokokchung,,NH702D,26.420000076293945,94.37999725341795,Debris,Slide,2018,646,27,292,10,29.0,trunk,Mokokchung-Mariani Road,NH702D,118.75214949552296,village,0,Changki,914.6564604230708,,
24170,NA/PER/83G10/2020/1,Nagaland,Peren,,Peren-Tening Road,25.510000228881836,93.6999969482422,Debris,Slide,2018,1208,38,314,10,28.0,primary,,,201.89568690235217,town,0,Peren,4869.839054301078,,
584,AS/JOR/83J06/2020/12,Assam,Jorhat,,Mariani-Chanki Rd,26.600000381469727,94.3499984741211,Earth,Slide,2018,185,10,64,10,27.0,trunk,Mokokchung-Mariani Road,NH702D,32.802548498528175,town,5000,Mariani,6841.955651005717,,
18041,MN/CDL/83H16/2020/13,Manipur,Chandel,,Tengnoupal,24.09000015258789,93.9000015258789,Earth,Slide,2018,1009,13,106,10,31.0,unclassified,,,1089.2924206703894,village,0,Lonpi,4879.517737954151,,
24757,NA/DIM/83G13/2020/12,Nagaland,Dimapur,,Kuki Dolong,25.770000457763672,93.81999969482422,Earth,Slide,2018,267,23,51,10,28.0,trunk,,NH29,126.12909540671848,village,0,Khuokhi Dolong,1250.1494917786845,,
25579,NA/MOK/83J06/2020/21,Nagaland,Mokokchung,,Mankholemba,26.5,94.43000030517578,Earth,Slide,2018,443,5,270,10,30.0,secondary,Mangkolemba ROad,,42.73650439148235,town,0,Mangkolemba,1083.143783820141,,
25588,NA/MOK/83J06/2020/22,Nagaland,Mokokchung,,Lakhuni-Mankholemba Rd,26.540000915527344,94.44000244140624,Earth,Subsidence,2018,495,25,109,10,29.0,tertiary,Japu Road,,3760.112630716276,village,0,,1754.3801277286775,,
25595,NA/MOK/83J06/2020/24,Nagaland,Mokokchung,,1km W of Anonghaki,26.549999237060547,94.44000244140624,Earth,Slide,2018,532,28,16,10,30.0,tertiary,Japu Road,,4794.475977051761,village,0,,694.246022224936,,
25574,NA/MOK/83J07/2020/2,Nagaland,Mokokchung,,,26.489999771118164,94.36000061035156,Earth,Slide,2018,204,12,315,10,28.0,trunk,Mokokchung-Mariani Road,NH702D,450.70563965653633,village,0,Longtho,1258.350363195891,,
24199,NA/PER/83G10/2020/17,Nagaland,Peren,,"GMS Keletzai Colony, Ward-2",25.540000915527344,93.73999786376952,Earth,Subsidence,2018,1273,11,121,30,30.0,trunk,,NH129A,45.894744052133206,town,0,Peren,497.2241367729148,,
18208,MN/CCP/83H16/2020/1,Manipur,Churachandpur,,Shellon section,24.239999771118164,93.8499984741211,Rock,Slide,2018,777,6,170,40,33.0,unclassified,,,30.835895915974685,village,131,Songgual,56.12019671603558,,
18202,MN/CDL/83H16/2020/16,Manipur,Chandel,,Tengnoupal,24.229999542236328,93.94000244140624,Rock,Slide,2018,998,20,163,10,34.0,unclassified,,,251.88321748923235,village,0,,1895.6420806650808,,
18039,MN/CDL/83H16/2020/17,Manipur,Chandel,,Tengnoupal,24.079999923706055,93.88999938964844,Rock,Slide,2018,1116,27,160,10,30.0,unclassified,,,2180.7281793563093,village,0,Lonpi,6278.6401940624055,,
18140,MN/CDL/83H16/2020/24,Manipur,Chandel,,Along Chakpi-Thorcham road,24.15999984741211,93.9499969482422,Rock,Slide,2018,1519,21,191,10,30.0,unclassified,,,156.3950987913859,village,0,Khebungphe,3427.7393828958543,,
18141,MN/CDL/83H16/2020/25,Manipur,Chandel,,Tengnoupal,24.15999984741211,93.9499969482422,Rock,Slide,2018,1519,21,191,10,30.0,unclassified,,,156.3950987913859,village,0,Khebungphe,3427.7393828958543,,
18026,MN/CDL/83H16/2020/5,Manipur,Chandel,,Yangdung section,24.030000686645508,93.80999755859376,Rock,Slide,2018,1268,11,180,10,32.0,track,,,6082.617954569779,village,0,G. Gamphazawl,7542.89193478496,,
18038,MN/CDL/83L04/2020/13,Manipur,Chandel,,Khenjoy section,24.06999969482422,94.02999877929688,Rock,Slide,2018,1017,31,41,10,30.0,secondary,,,411.8753266214288,village,0,,1369.9231035713717,,
18040,MN/CDL/83L04/2020/14,Manipur,Chandel,,Khenjoy section,24.079999923706055,94.02999877929688,Rock,Slide,2018,1006,22,111,10,30.0,secondary,,,654.8159968263136,village,0,,2453.12899562751,,
18029,MN/CDL/83L04/2020/4,Manipur,Chandel,,Khenjoy section,24.049999237060547,94.06999969482422,Rock,Slide,2018,1141,36,252,10,30.0,secondary,,,97.3744818033558,village,0,,4537.039892546239,,
18051,MN/CDL/83L04/2020/50,Manipur,Chandel,,Khenjoy section,24.09000015258789,94.02999877929688,Rock,Slide,2018,1249,32,195,10,30.0,secondary,,,187.62160741884736,village,0,Khangbarol,2012.4594857754005,,
18027,MN/CDL/83L04/2020/7,Manipur,Chandel,,Khenjoy section,24.040000915527344,94.08000183105467,Rock,Slide,2018,973,26,246,10,34.0,secondary,,,452.41776165660013,village,0,,5820.870056253078,,
18091,MN/CDL/83L04/2020/70,Manipur,Chandel,,Tengnoupal,24.1200008392334,94.06999969482422,Rock,Slide,2018,1329,34,232,10,31.0,secondary,,,871.8580702382386,village,0,,937.8443026532022,,
17996,MN/CDL/84I01/2020/4,Manipur,Chandel,,Tuitong section,23.989999771118164,94.04000091552734,Rock,Slide,2018,1233,24,34,30,29.0,secondary,,,7003.702531398071,village,0,,4957.928999880554,,
17988,MN/CDL/84I01/2020/5,Manipur,Chandel,,Near Shellon Village,23.979999542236328,94.02999877929688,Rock,Slide,2018,1469,13,102,10,31.0,secondary,,,8481.546535010175,village,0,,4757.091063769466,,
17989,MN/CDL/84I01/2020/6,Manipur,Chandel,,Near Shellon Village,23.979999542236328,94.02999877929688,Rock,Slide,2018,1469,13,102,10,31.0,secondary,,,8481.546535010175,village,0,,4757.091063769466,,
17990,MN/CDL/84I01/2020/7,Manipur,Chandel,,Near Shellon Village,23.979999542236328,94.02999877929688,Rock,Slide,2018,1469,13,102,10,31.0,secondary,,,8481.546535010175,village,0,,4757.091063769466,,
17991,MN/CDL/84I01/2020/8,Manipur,Chandel,,Tengnoupal,23.979999542236328,94.02999877929688,Rock,Slide,2018,1469,13,102,10,31.0,secondary,,,8481.546535010175,village,0,,4757.091063769466,,
19568,MN/NON/83H/ 9/2018/0007,Manipur,Noney,,NH37,24.795499801635746,93.73605556,Rock,Fall,2018,1137,59,249,10,29.0,trunk,,NH37,10.756398446331664,village,154,Boungjang,869.6257065484543,,
21303,MZ/LUN/84A12/2018/12,Mizoram,Lunglei,,South of S. Lungdai Village,23.053747177124023,92.704163,Rock,Slide,2018,906,8,242,10,30.0,unclassified,,,17.38384286220305,village,0,Lungsen,340.4607455247031,,
21304,MZ/LUN/84A12/2018/13,Mizoram,Lunglei,,South of S. Lungdai Village,23.05380630493164,92.704918,Rock,Slide,2018,903,22,7,10,30.0,residential,,,15.77139333142042,village,0,Lungsen,401.6208299443168,,
21341,MZ/LUN/84A12/2018/37,Mizoram,Lunglei,,Serte-Sertlangpui Section,23.097000122070312,92.696358,Rock,Slide,2018,927,22,148,10,31.0,unclassified,,,4.4009204766299845,village,0,Lungchem,3374.8983911639752,,
21443,MZ/LUN/84A12/2018/64,Mizoram,Lunglei,,Tleu-Thenhlum Section,23.204981,92.57456970214844,Rock,Slide,2018,791,43,57,10,31.0,unclassified,,,18.31413638528031,village,0,Thanlum,1284.1505187502007,,
21263,MZ/LUN/84A16/2018/58,Mizoram,Lunglei,,Tarpho-Tuichang river Section,23.00442123413086,92.988426,Rock,Slide,2018,982,13,254,10,28.0,tertiary,,,20.328595620832473,town,0,Hnahthial,7432.045059841131,,
21228,MZ/LUN/84B13/2018/107,Mizoram,Lunglei,,Hnathial- Tuipui D,22.91594696044922,92.928337,Rock,Slide,2018,422,18,180,10,30.0,primary,,,0.9202522393829176,village,5000,Leite,1122.8962468648954,,
21062,MZ/LUN/84B13/2018/19,Mizoram,Lunglei,,Thaizawl village,22.81258773803711,92.807343,Rock,Slide,2018,940,34,192,50,32.0,trunk,,NH2,6.64266955877235,village,0,,224.96163293805083,,
21136,MZ/LUN/84B13/2018/69,Mizoram,Lunglei,,4km S of Dawn,22.870559692382812,92.82210540771484,Rock,Slide,2018,952,17,204,10,30.0,trunk,,NH2,11.094894624268417,village,0,,965.8509875787182,,
24753,NA/DIM/83G13/2020/1,Nagaland,Dimapur,,Medziphema,25.770000457763672,93.9000015258789,Rock,Slide,2018,565,18,210,10,30.0,trunk,,NH29,9.400395183382074,town,0,Medziphema,2003.3906104871007,,
24814,NA/DIM/83G13/2020/23,Nagaland,Dimapur,,NH29,25.790000915527344,93.8000030517578,Rock,Slide,2018,224,9,123,60,27.0,trunk,,NH29,42.21532510477879,village,0,Nichuguard,2295.930606547193,,
24815,NA/DIM/83G13/2020/30,Nagaland,Dimapur,,NH-29,25.790000915527344,93.8000030517578,Rock,Slide,2018,224,9,123,60,27.0,trunk,,NH29,42.21532510477879,village,0,Nichuguard,2295.930606547193,,
24785,NA/DIM/83G13/2020/31,Nagaland,Dimapur,,NH29/Dimapur-Kohima Rd,25.780000686645508,93.8000030517578,Rock,Slide,2018,252,32,89,10,27.0,trunk,,NH29,66.85475156504073,village,0,Khuokhi Dolong,1459.051104023349,,
24823,NA/DIM/83G13/2020/36,Nagaland,Dimapur,,NH29/Dimapur-Kohima Rd,25.799999237060547,93.80999755859376,Rock,Slide,2018,340,19,248,10,27.0,trunk,,NH29,664.9528841187582,town,25885,Chumukedima,2410.8202767710636,,
24787,NA/DIM/83G13/2020/37,Nagaland,Dimapur,,NH29/Dimapur-Kohima Rd,25.780000686645508,93.8000030517578,Rock,Slide,2018,252,32,89,10,27.0,trunk,,NH29,66.85475156504073,village,0,Khuokhi Dolong,1459.051104023349,,
24769,NA/DIM/83G13/2020/38,Nagaland,Dimapur,,NH29/Dimapur-Kohima Rd,25.770000457763672,93.80999755859376,Rock,Slide,2018,269,18,161,10,28.0,trunk,,NH29,30.901500298144786,village,0,Khuokhi Dolong,275.76464438727993,,
24825,NA/DIM/83G13/2020/44,Nagaland,Dimapur,,NH29/Dimapur-Kohima Rd,25.799999237060547,93.8000030517578,Rock,Slide,2018,226,7,228,10,25.0,residential,,,36.51744031729901,town,25885,Chumukedima,1555.667803348174,,
24813,NA/DIM/83G13/2020/5,Nagaland,Dimapur,,NH-29,25.790000915527344,93.8000030517578,Rock,Slide,2018,224,9,123,60,27.0,trunk,,NH29,42.21532510477879,village,0,Nichuguard,2295.930606547193,,
25448,NA/WOK/83J03/2020/2,Nagaland,Wokha,,Bhandari,26.290000915527344,94.11000061035156,Rock,Slide,2018,317,18,167,10,27.0,unclassified,,,6.170800032672464,village,0,Bandhari,1202.864823153192,,
20294,MG/WKH/78K14/2018/6,Meghalaya,West Khasi Hills,North of Ginulgithim,,25.625142,90.791675,Soil,Slide,2018,441,8,264,30,30.0,track,,,94.28097753602542,village,0,Dambo Rongjeng,2957.687777607677,,
21072,MZ/LUN/84B13/2018/27,Mizoram,Lunglei,,about 3.5Km from Thaizawl,22.827083587646484,92.80175018310548,Soil,Slide,2018,1054,30,205,50,28.0,trunk,,NH2,1.6717623671874196,hamlet,0,,324.39953969495224,,
22875,MIZ/AZL/2022/6,Mizoram,Aizawl,"Beraw Tlang, Zemabawk, Aizawl",,23.73041667,92.75552778,Compacted Debris,Debris flow,2019,929,23,33,10,29.0,residential,,,50.88140341637678,city,291822,Aizawl,3836.776708945869,,
79,AS/CHR/83C12/2020/1,Assam,Cachar,Bhamai slide-1,Karbi houses(Bhamai river side),25.020000457763672,92.5199966430664,Debris,Slide,2019,83,2,209,10,32.0,residential,,,416.28914731930377,hamlet,0,Craigpark,2591.567461004398,,
