SlNo,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,elevation_m,slope_deg,aspect_deg,lulc_class,clay_surface_pct,nearest_road_type,nearest_road_name,nearest_road_ref,road_distance_m,nearest_settlement_type,nearest_settlement_population,nearest_settlement_name,settlement_distance_m,event_date,rainfall_mm
20142,MEGH/EKH/83C02/2009/D-31,Meghalaya,East Khasi Hills,Puriang slide,NH-44 (Shillong - Silchar),25.54261016845703,92.10867309570312,Debris,Slide,1 July 2009,1137,15,100,10,32.0,trunk,,NH6,263.84222118114917,village,0,Mawryngkneng,3616.598263235146,2009-07-01,104.9504973301664
20143,MEGH/EKH/83C02/2009/D-35,Meghalaya,Jaintia Hills,Kongong-2 slide,NH-44 (Shillong-Silchar road),25.54261016845703,92.09841918945312,Debris,Slide,1 July 2009,1311,11,15,30,30.0,unclassified,,,50.30065566559817,village,0,Mawryngkneng,2632.5509671643,2009-07-01,108.33699790760876
20055,MEGH/JH/78O15/2009/D-36,Meghalaya,Jaintia Hills,Laitlongkot slide,NH-40 (Shillong-Pynursla),25.435609817504883,91.862056,Debris,Slide,17 July 2009,1626,26,94,10,25.0,trunk,,NH206,221.9245156014096,village,0,Laitlyngkot,2552.9473721164077,2009-07-17,15.72499977517873
19842,MEGH/SGH/78K12/2007/D-21,Meghalaya,South Garo hills,Baghmara slide,,25.23908042907715,90.63944244384766,Debris,Slide,2nd week of August 2007,82,15,58,10,28.0,trunk,,NH217,223.19407472222144,town,5000,Baghmara,5174.083194084586,,
19854,MEGH/WGH/78K03/2007/D-20,Meghalaya,West Garo Hills,Khoronggiri slide,Road (NH - 62),25.25419044494629,90.21485900878906,Debris,Slide,2nd week of August 2007,45,7,342,40,26.0,tertiary,,,39.63452407128465,town,0,Dalu,2837.470022626105,,
20376,MEGH/WKH/78O02/2007/D-1,Meghalaya,West Khasi Hills,Nongjri (Porthangjah) slide,,25.686250686645508,91.118358,Debris,Fall,15 September 2007,1057,21,332,10,30.0,unclassified,,,394.5428569997873,town,0,Mawshynrut,6314.350467566953,2007-09-15,6.834999889135361
20390,MEGH/WKH/78O02/2007/D-2,Meghalaya,West Khasi Hills,Tynrong Mawsaw slide,,25.6948299407959,91.1183624267578,Debris,Slide,15 September 2007,1094,11,270,10,30.0,unclassified,,,1065.236772535142,town,0,Mawshynrut,6782.191408302059,2007-09-15,6.834999889135361
19737,MEGH/WKH/78O04/2008/D-26,Meghalaya,West Khasi Hills,Rajai slide,,25.201000213623047,91.23400115966795,Debris,Fall,12 August 2008,18,1,132,30,27.0,unclassified,,,14.183670051193204,village,0,Nolikata,2344.542213131378,2008-08-12,25.26999934855849
19739,MEGH/WKH/78O04/2008/D-27,Meghalaya,West Khasi Hills,Shipur slide,,25.20282936096191,91.2090835571289,Debris,Fall,10 August 2008,50,15,291,10,28.0,unclassified,,,6.257019952078197,village,0,Eiman Pur Para,2446.329594584758,2008-08-10,22.624999333173037
20112,MEGH/WKH/78O06/2007/D-7,Meghalaya,West Khasi Hills,Mawkawah slide,PWD road (SH),25.519729614257812,91.28443145751952,Debris,Fall,25 July 2007,1449,1,132,40,32.0,tertiary,,,1.3087195545201886,town,0,Nongstoin,1677.168776121325,2007-07-25,176.3099947432056
20099,MEGH/WKH/78O06/2007/D-9,Meghalaya,West Khasi Hills,Nongjyllieh-2 slide,,25.506669998168945,91.2831802368164,Debris,Slide,19 July 2007,1407,28,312,10,31.0,secondary,,,2.1139993472235865,town,0,Nongstoin,2095.1730976910517,2007-07-19,20.49999962747097
19916,MEGH/WKH/78O07/2007/D-11,Meghalaya,West Khasi Hills,Rangjadong slide,,25.31488037109375,91.33367156982422,Debris,Slide,19 July 2007,1141,44,222,10,26.0,unclassified,,,16.098966432037148,village,0,Nongnah,5314.450996782749,2007-07-19,40.25499910116196
19923,MEGH/WKH/78O07/2007/D-12,Meghalaya,West Khasi Hills,Tynnai East slide,,25.318479537963867,91.45262145996094,Debris,Fall,19 July 2007,1384,29,92,30,26.0,unclassified,,,143.24350678663754,village,0,Mawten,5056.739736402492,2007-07-19,48.494999170303345
20064,MEGH/WKH/78O07/2007/D-13,Meghalaya,West Khasi Hills,Mawpon slide,,25.444650650024418,91.34622192382812,Debris,Slide,17 July 2007,1482,18,261,30,30.0,secondary,,,0.6165223873773787,town,0,Nongstoin,11436.445938270272,2007-07-17,134.89999695122242
20014,MEGH/WKH/78O07/2007/D-15,Meghalaya,West Khasi Hills,Jashiar East slide,,25.388029098510746,91.4697723388672,Debris,Slide,16 June 2007,1529,6,209,30,29.0,secondary,,,330.43016470750416,town,0,Mawkyrwat,2456.8138396838767,2007-06-16,86.75999812781811
20047,MEGH/WKH/78O07/2007/D-3,Meghalaya,West Khasi Hills,Laitlawsnai slide,,25.424999237060547,91.40499877929688,Debris,Slide,18 August 2007,1563,20,85,10,25.0,secondary,,,233.6722151982684,village,0,Pyndem Mawthawiong,6683.0517268870935,2007-08-18,5.8399998396635056
20035,MEGH/WKH/78O07/2007/D-4,Meghalaya,West Khasi Hills,Mawthawiang slide,,25.40130043029785,91.45854949951172,Debris,Slide,18 August 2007,1555,22,111,50,30.0,secondary,,,7.330651098638798,village,0,Pyndem Mawthawiong,3616.258586240064,2007-08-18,5.8399998396635056
20033,MEGH/WKH/78O11/2007/D-14,Meghalaya,West Khasi Hills,Jakrem East slide,,25.400230407714844,91.51589965820312,Debris,Slide,16 June 2007,1588,10,90,30,25.0,secondary,,,449.8877423842015,village,0,Mawsdei Village,2808.5486709022707,2007-06-16,104.06999789178371
20036,MG/SGH/78K11/2018/7,Meghalaya,South Garo hills,Nengkhra-Nongalbibra road slide,NH-62,25.403061,90.724166,Debris,Slide,18 August 2007,360,19,348,10,32.0,trunk,,NH217,8.82936611508868,village,0,Tolegre,12308.83987240145,2007-08-18,8.18999982625246
23953,MIZ/AIZ/83D15/2025/241,Mizoram,Aizawl,,Zohmun,24.285871,92.94599151611328,Debris,Slide,14 June 2025,904,24,220,10,30.0,trunk,,NH306A,6.538592203029558,hamlet,0,Darlawn,181.9989396720578,2025-06-14,28.109999030828476
23955,MIZ/AIZ/83D15/2025/243,Mizoram,Aizawl,,Mauchar,24.354658126831055,92.925511,Debris,Slide,29 May 2025,689,14,130,50,31.0,service,,,2.2132632632028657,hamlet,0,Mauchar,490.7713885501882,2025-05-29,31.029999263584617
23950,MIZ/AIZ/84A14/2025/238,Mizoram,Aizawl,,NH 6,23.700835,92.877449,Debris,Slide,15 June 2025,527,24,137,10,31.0,trunk,,NH6,82.30401270474,village,0,Thingsulthliah,2080.8376745378214,2025-06-15,72.48999758530408
23957,MIZ/AIZ/84A14/2025/245,Mizoram,Aizawl,,Sesawng,23.74751853942871,92.853155,Debris,Slide,15 June 2025,808,32,256,10,28.0,trunk,,NH2,21.02727234712264,village,0,Sesawng,300.10178665614586,2025-06-15,72.48999758530408
22968,MIZ/AZL/2023/100,Mizoram,Aizawl,Sakawrdai to New Vervek road,,24.18252778,92.94991667,Debris,Slide,"2016, 2022 August, 2023 July",449,23,115,10,29.0,trunk,,NH2,6.519690679865165,hamlet,0,New Vervek,546.5272346179001,,
22969,MIZ/AZL/2023/101,Mizoram,Aizawl,New Vervek Tuiṭha Veng,,24.18372222,92.94961111,Debris,Slide,"June 1987, 2022 August",465,32,61,10,29.0,trunk,,NH2,4.895586778688393,hamlet,0,New Vervek,453.8524423718258,,
22970,MIZ/AZL/2023/102,Mizoram,Aizawl,,,24.18561111,92.94536111,Debris,Slide,15 August 2013,458,15,318,10,30.0,trunk,,NH2,1.6370022365793018,hamlet,0,New Vervek,30.618058451590347,2013-08-15,43.00499858148396
22971,MIZ/AZL/2023/103,Mizoram,Aizawl,,,24.15402778,92.94444444,Debris,Slide,1st week of September2023,506,27,293,10,29.0,trunk,,NH2,12.85534655014562,village,0,,214.4746813006484,,
22972,MIZ/AZL/2023/104,Mizoram,Aizawl,,,24.23847222,92.95591667,Debris,Slide,"""October 2021, August 2022,",669,24,78,10,29.0,residential,,,52.24731586600189,village,0,Thingsat,1012.9535559121026,,
22973,MIZ/AZL/2023/105,Mizoram,Aizawl,,,24.23777778,92.95583333,Debris,Slide,Second week of August 2023,664,22,134,10,29.0,residential,,,27.369112998978498,village,0,Thingsat,935.6506030262744,,
22974,MIZ/AZL/2023/106,Mizoram,Aizawl,,,24.23738889,92.95508333,Debris,Slide,August 2023,660,11,175,10,30.0,residential,,,8.545359663240825,village,0,Thingsat,890.1345984889298,,
22975,MIZ/AZL/2023/107,Mizoram,Aizawl,,,24.237749099731445,92.95447222,Debris,Slide,August 2023,636,17,285,10,30.0,residential,,,3.768803547746925,village,0,Thingsat,932.6059375039194,,
22976,MIZ/AZL/2023/108,Mizoram,Aizawl,,,24.22166667,93.00305556,Debris,Fall,July 2023,377,19,110,10,29.0,unclassified,,,892.8831438684264,village,0,,1481.5588948027778,,
22977,MIZ/AZL/2023/109,Mizoram,Aizawl,,,24.20083333,92.98500061035156,Debris,Slide,July 2023,244,26,295,10,26.0,trunk,,NH2,14.148033758900365,village,0,Vaitin,2749.270335343955,,
22979,MIZ/AZL/2023/111,Mizoram,Aizawl,,,24.19533333,92.99544444,Debris,Slide,August 2023,167,34,165,10,28.0,trunk,,NH2,17.168724029168263,village,0,Vaitin,3742.4187407976,,
22981,MIZ/AZL/2023/113,Mizoram,Aizawl,,,24.02555556,92.91944444,Debris,Flow,September 2023,1018,29,9,10,29.0,trunk,,NH2,34.417189290639655,village,0,Darlawn,1308.8629848971684,,
22982,MIZ/AZL/2023/114,Mizoram,Aizawl,,,23.90527778,92.92083333,Debris,Slide,October 2022,1045,30,338,10,30.0,trunk,,NH24,18.401712682011297,village,0,Phaileng,947.876345531298,,
22983,MIZ/AZL/2023/115,Mizoram,Aizawl,,,23.90222222,92.91888889,Debris,Slide,October 2022,1070,6,306,30,30.0,trunk,,NH24,15.768013809953496,village,0,Phaileng,1337.4960432033554,,
22984,MIZ/AZL/2023/116,Mizoram,Aizawl,,,23.897499084472656,92.91999816894533,Debris,Slide,October 2022,1090,34,241,30,29.0,trunk,,NH24,10.548661303802406,village,0,Phaileng,1792.7014958472976,,
22985,MIZ/AZL/2023/117,Mizoram,Aizawl,,,23.89027778,92.91944444,Debris,Slide,October 2022,996,21,298,10,27.0,trunk,,NH24,112.05002494038445,village,0,Phaileng,2584.6236699757465,,
22986,MIZ/AZL/2023/118,Mizoram,Aizawl,,,23.89083333,92.92055556,Debris,Slide,September 2022,1045,20,218,10,29.0,trunk,,NH24,35.844479257449606,village,0,Phaileng,2503.930008709764,,
22987,MIZ/AZL/2023/119,Mizoram,Aizawl,,,23.88833333,93.08638889,Debris,Slide,"September 2022, October 2023",577,26,298,10,29.0,tertiary,,,396.46795113806104,village,0,,3376.4477999577143,,
22989,MIZ/AZL/2023/121,Mizoram,Aizawl,,,23.86694444,92.91444444,Debris,Slide,August 2022,1026,40,293,10,29.0,trunk,,NH24,2.5782938039142445,village,0,,1507.127961562786,,
22990,MIZ/AZL/2023/122,Mizoram,Aizawl,,,23.85527778,92.90472222,Debris,Slide,October 2022,1093,21,172,10,32.0,tertiary,,,7.930176132759755,village,0,,120.8929396604895,,
22991,MIZ/AZL/2023/123,Mizoram,Aizawl,,,23.85972222,92.89694444,Debris,Slide,"2019, October 2022, September 2023",1052,20,288,10,29.0,tertiary,,,89.94261598683939,village,0,,963.6195523262476,,
22992,MIZ/AZL/2023/124,Mizoram,Aizawl,,,23.86277778,92.88249969482422,Debris,Slide,October 2022,992,35,51,10,31.0,residential,,,41.99457627033904,village,0,,550.4084923331259,,
22994,MIZ/AZL/2023/126,Mizoram,Aizawl,,,23.86638889,92.88138889,Debris,Slide,"2 October 2022, September 2023",939,31,50,60,28.0,trunk,,NH2,9.166779669019547,village,0,,634.1953044187363,2022-10-02,35.904999170452356
22995,MIZ/AZL/2023/127,Mizoram,Aizawl,,,23.87694444,92.87694444,Debris,Slide,Septemebr 2023,898,30,157,30,29.0,trunk,,NH2,6.258029462371486,village,0,,834.5773470094382,,
22996,MIZ/AZL/2023/128,Mizoram,Aizawl,,,23.88194444,92.88166667,Debris,Slide,2nd week of September 2023,874,27,136,10,30.0,trunk,,NH2,22.487289704950317,village,0,,1494.6828736161517,,
22999,MIZ/AZL/2023/131,Mizoram,Aizawl,,,23.37533333,92.75472222,Debris,Slide,2nd week of August 2023,1253,36,247,10,31.0,primary,,,1.6704113356866912,hamlet,0,,7194.804379473902,,
23000,MIZ/AZL/2023/132,Mizoram,Aizawl,,,23.35655556,92.76958333,Debris,Slide,August 2023,959,49,268,10,30.0,primary,,,7.334453760805506,hamlet,0,,4632.219324919988,,
23001,MIZ/AZL/2023/133,Mizoram,Aizawl,,,23.35516667,92.76991667,Debris,Slide,August 2023,968,27,277,10,29.0,primary,,,2.075442361027074,hamlet,0,,4481.652582038633,,
23002,MIZ/AZL/2023/134,Mizoram,Aizawl,,,23.33022222,92.78886111,Debris,Flow,2nd week August 2023,661,18,302,10,29.0,primary,,,1.9350407668798528,hamlet,0,,1163.7636748469677,,
23003,MIZ/AZL/2023/135,Mizoram,Aizawl,,,23.39813889,92.74849700927734,Debris,Slide,"August 2022, July 2023",1293,15,238,30,31.0,residential,,,2.7269082881005104,hamlet,0,,7858.677430903141,,
23004,MIZ/AZL/2023/136,Mizoram,Aizawl,,,23.41277778,92.73077778,Debris,Slide,8August 2023,1167,15,12,50,29.0,residential,,,4.047669685397735,hamlet,0,,9867.494473890109,,
23005,MIZ/AZL/2023/137,Mizoram,Aizawl,,,23.38519444,92.7519989013672,Debris,Slide,September 2023,1337,27,116,10,32.0,primary,,,7.03379141850629,hamlet,0,,7562.076912554466,,
23006,MIZ/AZL/2023/138,Mizoram,Aizawl,,,23.656749725341797,92.70352778,Debris,Slide,1st week of August 2023,891,20,316,10,29.0,tertiary,,,0.8473685871920535,village,0,Muallungthu,5042.794648991772,,
23007,MIZ/AZL/2023/139,Mizoram,Aizawl,,,23.65416667,92.70222222,Debris,Slide,1st week of August 2023,919,13,94,50,31.0,residential,,,12.697289683615468,village,0,Muallungthu,4815.9034232250015,,
23008,MIZ/AZL/2023/140,Mizoram,Aizawl,,,23.65955556,92.67111111,Debris,Slide,"August 2022, August 2023",1018,9,334,10,31.0,tertiary,,,40.75727458493971,village,0,Lallen,6605.823443221618,,
23010,MIZ/AZL/2023/142,Mizoram,Aizawl,,,23.57166667,92.71083333,Debris,Slide,9 June 2023,871,32,347,10,30.0,primary,,,9.29741237922562,village,0,Aibawk,2446.8445177598883,2023-06-09,119.34499780740587
23014,MIZ/AZL/2023/146,Mizoram,Aizawl,,,23.54380556,92.70136111,Debris,Slide,06 August 2023,777,26,313,10,28.0,primary,,,125.31026077287444,village,0,Aibawk,986.5640558279885,2023-08-06,133.08499786257744
23016,MIZ/AZL/2023/148,Mizoram,Aizawl,,,23.53986111,92.70063889,Debris,Slide,06 August 2023,854,25,248,10,34.0,primary,,,7.267307952573038,village,0,Aibawk,1403.324505783678,2023-08-06,133.08499786257744
23019,MIZ/AZL/2023/151,Mizoram,Aizawl,,,23.52972222,92.69611111,Debris,Slide,3 August 2023,803,32,268,10,33.0,primary,,,11.940036227132472,village,0,Aibawk,2532.9234955358897,2023-08-03,9.719999764114618
23020,MIZ/AZL/2023/152,Mizoram,Aizawl,,,23.49991667,92.70136111,Debris,Slide,2 June 2023,901,26,264,10,28.0,primary,,,1.3933897211812367,village,0,Aibawk,5820.467212460296,2023-06-02,0.1499999985098838
23021,MIZ/AZL/2023/153,Mizoram,Aizawl,,,23.5,92.70111111,Debris,Slide,09 August 2023,885,26,255,10,28.0,primary,,,18.857821261726464,village,0,Aibawk,5810.24591497515,2023-08-09,5.559999857097864
23022,MIZ/AZL/2023/154,Mizoram,Aizawl,,,23.47405556,92.71008333,Debris,Slide,September 2023,1035,27,285,10,30.0,primary,,,10.578697181417308,village,0,Aibawk,8751.98212510994,,
23074,MIZ/AZL/2023/206,Mizoram,Aizawl,,,23.63472222,92.8550033569336,Debris,Slide,9th to 11th July 2023,1036,23,321,10,31.0,trunk,,NH2,6.422442880114707,village,0,,5339.238489501254,,
22945,MIZ/AZL/2023/77,Mizoram,Aizawl,Zemabawk near UPC NEI church,,23.67058333,92.72530556,Debris,Slide,July2023,862,36,50,10,30.0,primary,World Bank Road,,4.6020163735132735,village,0,Muallungthu,6370.097180618758,,
22948,MIZ/AZL/2023/80,Mizoram,Aizawl,Melriat,,23.59944444,92.72019444,Debris,Slide,"9 June 2023, 2020, 2021, 2022",762,23,134,10,31.0,service,,,4.325045527139632,village,0,Muallungthu,1550.5570810847896,2023-06-09,119.34499780740587
22949,MIZ/AZL/2023/81,Mizoram,Aizawl,Aizawl-Thenzawl-Lunglei Highway,,23.51980556,92.70066667,Debris,Slide,13 August 2023,769,29,314,10,30.0,primary,,,33.06786740936669,village,0,Aibawk,3617.6162351771354,2023-08-13,0.8249999731779099
22950,MIZ/AZL/2023/82,Mizoram,Aizawl,Aizawl-Thenzawl-Lunglei Highway,,24.02027778,92.92861111,Debris,Slide,"June 2018, July 2019",1073,20,116,10,29.0,residential,,,6.660316291391224,village,0,Darlawn,325.0869300476672,,
22951,MIZ/AZL/2023/83,Mizoram,Aizawl,Darlawn Vengthar,,24.02833333,92.89138889,Debris,Slide,July 2022,1181,24,86,10,29.0,unclassified,,,84.38548209337776,hamlet,0,,231.407685715919,,
22952,MIZ/AZL/2023/84,Mizoram,Aizawl,N. Serzawl,,24.26311111,92.96041667,Debris,Slide,Last week of september 2023,789,14,326,10,30.0,trunk,,NH306A,7.589830156496746,hamlet,0,Darlawn,2733.083726631023,,
22953,MIZ/AZL/2023/85,Mizoram,Aizawl,Sakawrdai to Zohmun road,,24.27138889,92.95999908447266,Debris,Slide,24 July 2023,776,22,286,10,29.0,trunk,,NH306A,28.89837100849232,hamlet,0,Darlawn,1962.1796581102535,2023-07-24,36.59499894827604
22955,MIZ/AZL/2023/87,Mizoram,Aizawl,NH 306A Zohmun to Mauchar road,,24.36527778,92.93000030517578,Debris,Slide,September 2023,581,36,267,10,29.0,trunk,,NH306A,25.202951669021367,hamlet,0,Mauchar,1579.0118050846963,,
22956,MIZ/AZL/2023/88,Mizoram,Aizawl,NH 306A Zohmun to Mauchar road,,24.36555556,92.93000030517578,Debris,Slide,October 2023,592,30,214,10,29.0,trunk,,NH306A,35.16256907558794,hamlet,0,Mauchar,1603.8740030161796,,
22957,MIZ/AZL/2023/89,Mizoram,Aizawl,NH 306A Zohmun to Mauchar road,,24.28361111,92.9124984741211,Debris,Slide,July 2023,768,5,70,10,31.0,residential,,,4.66457123219226,hamlet,0,Palsang,229.0116885194358,,
22958,MIZ/AZL/2023/90,Mizoram,Aizawl,Palsang Lawibual,,24.22416667,92.97638889,Debris,Subsidence,"""2014, 2016, 2019, June and July 2022,",672,8,148,10,29.0,unclassified,,,4.813635235198583,village,0,Vaitin,58.72741387531107,,
22959,MIZ/AZL/2023/91,Mizoram,Aizawl,Vaitin,,24.22472222,92.97750091552734,Debris,Slide,August 2014,663,12,132,50,29.0,unclassified,,,28.55752961288024,village,0,Vaitin,71.96026791110606,,
22960,MIZ/AZL/2023/92,Mizoram,Aizawl,Vaitin Vengthar,,24.22527778,92.97777778,Debris,Slide,August 2021,668,10,132,30,30.0,unclassified,,,14.945937680708084,village,0,Vaitin,128.42451517419204,,
22962,MIZ/AZL/2023/94,Mizoram,Aizawl,"Near Salvation Church, Khawpuar",,24.319250106811523,92.99080556,Debris,Slide,August 2020,775,9,71,10,31.0,residential,,,2.8958474752635124,hamlet,0,Tinghmun,354.3836510531381,,
22963,MIZ/AZL/2023/95,Mizoram,Aizawl,Ṭinghmun Vengthar Tuiruang road,,24.31991667,92.99033333,Debris,Slide,July 2022,762,20,44,10,33.0,residential,,,3.997153796370316,hamlet,0,Tinghmun,409.6583835097588,,
22964,MIZ/AZL/2023/96,Mizoram,Aizawl,Ṭinghmun,,24.20050048828125,92.94105556,Debris,Slide,1st week of september 2023,703,6,180,10,30.0,unclassified,,,8.50939271736987,hamlet,0,Thingsat,310.48037411183645,,
22967,MIZ/AZL/2023/99,Mizoram,Aizawl,Sakawrdai to New Vervek road,,24.19116667,92.94330556,Debris,Slide,September 2023,533,34,101,10,32.0,trunk,,NH306A,0.7029261651070365,hamlet,0,New Vervek,679.3295434115656,,
23089,MIZ/AZL/2024/221,Mizoram,Aizawl,,,23.6200008392334,92.85055556,Debris,Slide,July 2024,1092,32,138,10,32.0,trunk,,NH2,38.13600660320839,village,0,,4131.233433390619,,
23090,MIZ/AZL/2024/222,Mizoram,Aizawl,,,23.62055556,92.85083333,Debris,Slide,July 2024,1090,32,63,10,32.0,trunk,,NH2,57.1826675901602,village,0,,4181.0082007446845,,
23092,MIZ/AZL/2024/224,Mizoram,Aizawl,,,23.64222222,92.8550033569336,Debris,Slide,June 2024,1013,13,157,30,33.0,trunk,,NH2,11.874765469813196,village,0,Thingsulthliah,5380.35521977005,,
23093,MIZ/AZL/2024/225,Mizoram,Aizawl,,,23.65583333,92.86111111,Debris,Slide,May 2024,975,27,22,10,30.0,trunk,,NH2,25.226976501752763,village,0,Thingsulthliah,3846.560707205144,,
23095,MIZ/AZL/2024/227,Mizoram,Aizawl,,,23.73305556,92.75,Debris,Slide,22 July 2024,951,40,235,10,31.0,residential,,,39.662076909986546,city,291822,Aizawl,3314.2735979291247,2024-07-22,9.439999759197237
23099,MIZ/AZL/2024/231,Mizoram,Aizawl,,,23.74916667,92.7375030517578,Debris,Slide,30 June 2024,1017,36,152,30,33.0,residential,,,29.05629599902141,city,291822,Aizawl,3093.236042540756,2024-06-30,84.88999870419502
23100,MIZ/AZL/2024/232,Mizoram,Aizawl,,,23.74972222,92.73888889,Debris,Slide,28 Aug ust 2024,1020,35,167,30,34.0,residential,,,7.59714452244841,city,291822,Aizawl,3231.863714407376,,
23102,MIZ/AZL/2024/234,Mizoram,Aizawl,,,23.75972222,92.74083333,Debris,Slide,2 July2024,1038,40,193,10,34.0,unclassified,,,13.626213861544542,village,0,Durtlang,2774.587569147796,,
23106,MIZ/AZL/2024/238,Mizoram,Aizawl,,,23.76055556,92.73194444,Debris,Slide,"""2 July 2024",1133,44,308,10,30.0,trunk,,NH6,23.172268705644655,village,0,Durtlang,2374.194292060469,,
23107,MIZ/AZL/2024/239,Mizoram,Aizawl,,,23.71583333,92.72000122070312,Debris,Fall,"28th May, 2024",1081,24,29,10,29.0,residential,,,2.1935802228024857,city,291822,Aizawl,1336.4990333207618,,
23108,MIZ/AZL/2024/240,Mizoram,Aizawl,,,23.7413587,92.7075844,Debris,Subsidence,2022,901,37,45,10,28.0,residential,,,6.06062030872178,city,291822,Aizawl,1841.558353920444,,
23109,MIZ/AZL/2024/241,Mizoram,Aizawl,,,23.73888889,92.71472222,Debris,Slide,21 August 2024,1107,25,290,10,28.0,residential,,,99.77133973450704,city,291822,Aizawl,1276.1081751306576,2024-08-21,38.859999446198344
23117,MIZ/AZL/2024/249,Mizoram,Aizawl,,,23.74194444,92.71305556,Debris,Slide,21 August 2024,902,25,293,50,31.0,trunk,,NH108,30.320054243414937,city,291822,Aizawl,1648.7608853148963,2024-08-21,38.859999446198344
23118,MIZ/AZL/2024/250,Mizoram,Aizawl,,,23.74388889,92.71222222,Debris,Slide,20 July 2024,824,29,319,10,31.0,residential,,,16.79753076293765,city,291822,Aizawl,1879.74590911379,2024-07-20,38.23999936878681
23119,MIZ/AZL/2024/252,Mizoram,Aizawl,,,23.74722222,92.71805556,Debris,Slide,2 July 2024,966,39,277,10,30.0,unclassified,,,3.964634306516534,city,291822,Aizawl,2154.3528554053355,2024-07-02,33.94499882310629
23120,MIZ/AZL/2024/253,Mizoram,Aizawl,,,23.76583333,92.71527778,Debris,Slide,July 2024,556,24,232,10,28.0,track,,,650.3487038455955,village,0,Durtlang,2152.1617158527447,,
23129,MIZ/AZL/2024/262,Mizoram,Aizawl,,,23.69777778,92.71944444,Debris,Slide,20 September 2024,984,37,141,50,32.0,primary,MG Road,,19.378086216417955,city,291822,Aizawl,3322.989886425303,2024-09-20,1.1449999511241913
23130,MIZ/AZL/2024/263,Mizoram,Aizawl,,,23.69972222,92.71749877929688,Debris,Slide,20 June 2024,998,32,178,10,32.0,unclassified,,,5.049403889035937,city,291822,Aizawl,3104.843599768252,2024-06-20,0.6999999582767487
23135,MIZ/AZL/2024/268,Mizoram,Aizawl,,,23.68916667,92.72055556,Debris,Slide,"28 May 2024, 2 July 2024",1063,20,3,50,31.0,residential,,,7.927537041811743,city,291822,Aizawl,4281.01034149232,,
23138,MIZ/AZL/2024/271,Mizoram,Aizawl,,,23.70249938964844,92.72138889,Debris,Slide,2 July 2024,875,35,74,30,30.0,primary,World Bank Road,,33.459217412235795,city,291822,Aizawl,2818.2871301172786,2024-07-02,33.94499882310629
23139,MIZ/AZL/2024/272,Mizoram,Aizawl,,,23.69805556,92.72277778,Debris,Slide,2 July 2024,858,31,131,10,33.0,primary,World Bank Road,,26.166276713751184,city,291822,Aizawl,3324.8920668024302,2024-07-02,24.599999494850636
23140,MIZ/AZL/2024/273,Mizoram,Aizawl,,,23.69361111,92.72250366210938,Debris,Slide,28 June 2024,869,39,88,10,30.0,primary,World Bank Road,,46.85654097423794,city,291822,Aizawl,3808.8318067353966,2024-06-28,1.4849999248981476
23164,MIZ/AZL/2024/299,Mizoram,Aizawl,,,23.67416667,92.72055556,Debris,Slide,25t August 2024,915,43,36,10,29.0,primary,World Bank Road,,16.590852982647768,city,291822,Aizawl,5939.440856113538,,
23165,MIZ/AZL/2024/300,Mizoram,Aizawl,,,23.66166667,92.72416667,Debris,Slide,19 Jul 2024,859,38,53,10,28.0,primary,World Bank Road,,14.142752699398455,village,0,Muallungthu,5376.181558578227,,
23172,MIZ/AZL/2024/307,Mizoram,Aizawl,,,23.58694444,92.81749725341795,Debris,Slide,25 August 2024,633,4,29,10,33.0,unclassified,,,83.31639328045935,hamlet,0,,344.8413944394122,2024-08-25,13.479999780654907
23197,MIZ/AZL/2024/332,Mizoram,Aizawl,,,23.61222222,92.79944444,Debris,Slide,July 2024,392,30,300,10,31.0,unclassified,,,20.888976071450077,village,0,,1561.3921587108691,,
23198,MIZ/AZL/2024/333,Mizoram,Aizawl,,,23.61222222,92.79944444,Debris,Slide,July 2024,392,30,300,10,31.0,unclassified,,,20.888976071450077,village,0,,1561.3921587108691,,
23200,MIZ/AZL/2024/335,Mizoram,Aizawl,,,23.61277778,92.80083333,Debris,Slide,July 2024,424,16,263,10,32.0,unclassified,,,15.4232679456616,village,0,,1467.7522361409444,,
23202,MIZ/AZL/2024/337,Mizoram,Aizawl,,,23.61388889,92.80083333,Debris,Slide,2023 monsoon,411,28,345,10,32.0,unclassified,,,17.535415736601152,village,0,,1535.7465880256211,,
23206,MIZ/AZL/2024/341,Mizoram,Aizawl,,,23.61611111,92.79944444,Debris,Slide,last week of September 2023,396,32,187,30,32.0,unclassified,,,5.569545598021033,hamlet,0,,1467.002141314228,,
23210,MIZ/AZL/2024/345,Mizoram,Aizawl,,,23.61583333,92.79111111,Debris,Slide,23 September 2023,329,34,207,10,29.0,unclassified,,,10.46937253835843,hamlet,0,,987.594950543209,2023-09-23,1.694999948143959
23215,MIZ/AZL/2024/351,Mizoram,Aizawl,,,23.62361111,92.78888889,Debris,Slide,28 August 2024,235,28,251,10,30.0,unclassified,,,33.62413216323402,hamlet,0,,108.67152481563032,2024-08-28,4.404999913647771
23217,MIZ/AZL/2024/353,Mizoram,Aizawl,,,23.60638889,92.77749633789062,Debris,Slide,July 2024,376,12,156,10,32.0,unclassified,,,11.675317249552853,hamlet,0,,2264.90062609073,,
