system:index,District,History,Latitude,Longitude,Material_Involved,Movement_Type,NH_SH_Location,SlNo,Slide_Name,Slide_No,State,slope_deg,.geo
0000000000000000329e,West Sikkim,,27.142028,88.172139,Debris,Slide,SH,26119,,SKM/NS/78A04/2017/115,Sikkim,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000032cb,West Sikkim,,27.158971786499023,88.090944,Debris,Slide,SH,26164,,SKM/NS/78A04/2017/117,Sikkim,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000032bc,West Sikkim,,27.15769386291504,88.092833,Debris,Slide,SH,26149,,SKM/NS/78A04/2017/119,Sikkim,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000032ad,West Sikkim,,27.153444290161133,88.095639,Debris,Slide,SH,26134,,SKM/NS/78A04/2017/120,Sikkim,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003289,West Sikkim,,27.128694,88.141639,Debris,Slide,SH,26098,,SKM/NS/78A04/2017/122,Sikkim,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003281,West Sikkim,,27.125861,88.14275360107422,Debris,Slide,SH,26090,,SKM/NS/78A04/2017/123,Sikkim,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000327e,West Sikkim,,27.124555587768555,88.139778,Debris,Slide,SH,26087,Siktam,SKM/NS/78A04/2017/125,Sikkim,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003279,West Sikkim,,27.121999740600586,88.139889,Debris,Slide,SH,26082,,SKM/NS/78A04/2017/126,Sikkim,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003275,West Sikkim,,27.12150001525879,88.142222,Debris,Slide,SH,26078,,SKM/NS/78A04/2017/128,Sikkim,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003277,West Sikkim,,27.121611,88.145528,Debris,Slide,SH,26080,,SKM/NS/78A04/2017/129,Sikkim,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003273,West Sikkim,,27.120500564575195,88.152722,Debris,Slide,SH,26076,,SKM/NS/78A04/2017/130,Sikkim,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003274,West Sikkim,,27.121444,88.153417,Debris,Slide,SH,26077,,SKM/NS/78A04/2017/131,Sikkim,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000032d2,West Sikkim,,27.160056,88.091806,Debris,Slide,SH,26171,,SKM/NS/78A04/2017/132,Sikkim,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000032d6,West Sikkim,,27.160999298095703,88.094306,Debris,Slide,SH,26175,,SKM/NS/78A04/2017/133,Sikkim,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000032c5,West Sikkim,,27.158222198486328,88.100361,Debris,Slide,SH,26158,,SKM/NS/78A04/2017/134,Sikkim,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000032c0,West Sikkim,,27.158056259155273,88.141528,Debris,Slide,SH,26153,,SKM/NS/78A04/2017/140,Sikkim,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000032e4,West Sikkim,,27.163861,88.141361,Debris,Slide,SH,26189,,SKM/NS/78A04/2017/141,Sikkim,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000032df,West Sikkim,,27.163472,88.143083,Debris,Slide,SH,26184,,SKM/NS/78A04/2017/142,Sikkim,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000032ee,West Sikkim,,27.166278,88.144333,Debris,Slide,SH,26199,,SKM/NS/78A04/2017/143,Sikkim,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000033a0,West Sikkim,,27.246944427490234,88.184833,Debris,Slide,SH,26373,,SKM/NS/78A04/2017/44,Sikkim,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000339d,West Sikkim,,27.2459716796875,88.185278,Debris,Slide,SH,26370,Hee gown,SKM/NS/78A04/2017/45,Sikkim,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003375,West Sikkim,,27.23319435119629,88.246361,Debris,Slide,SH,26333,,SKM/NS/78A04/2017/68,Sikkim,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003392,West Sikkim,,27.2413330078125,88.233972,Debris,Slide,SH,26360,,SKM/NS/78A04/2017/70,Sikkim,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000338e,West Sikkim,,27.240388870239258,88.234028,Debris,Slide,SH,26356,Upper Bermiok,SKM/NS/78A04/2017/71,Sikkim,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000339b,West Sikkim,,27.245027542114258,88.226861,Debris,Slide,SH,26368,Upper Bermiok,SKM/NS/78A04/2017/72,Sikkim,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000033a1,West Sikkim,,27.247111,88.225222,Debris,Slide,SH,26374,Budha Bari,SKM/NS/78A04/2017/73,Sikkim,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000336b,West Sikkim,,27.225556,88.240333,Debris,Slide,SH,26323,,SKM/NS/78A04/2017/86,Sikkim,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003356,West Sikkim,,27.21875,88.233694,Debris,Slide,SH,26302,,SKM/NS/78A04/2017/89,Sikkim,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003355,West Sikkim,,27.218278,88.232472,Debris,Slide,SH,26301,,SKM/NS/78A04/2017/90,Sikkim,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003353,West Sikkim,,27.217666625976562,88.233472,Debris,Slide,SH,26299,,SKM/NS/78A04/2017/91,Sikkim,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003354,West Sikkim,,27.217666625976562,88.234639,Debris,Slide,SH,26300,,SKM/NS/78A04/2017/92,Sikkim,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003352,West Sikkim,,27.21727752685547,88.236944,Debris,Slide,SH,26298,Rishithang,SKM/NS/78A04/2017/93,Sikkim,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000336f,West Sikkim,,27.227527618408203,88.219639,Debris,Slide,SH,26327,,SKM/NS/78A04/2017/94,Sikkim,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000032f8,West Sikkim,,27.171083450317383,88.245417,Debris,Slide,SH,26209,,SKM/NS/78A04/2017/95,Sikkim,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000032bd,West Sikkim,,27.157806396484375,88.230306,Debris,Slide,SH,26150,,SKM/NS/78A04/2017/97,Sikkim,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000032b7,West Sikkim,,27.156944274902344,88.230778,Debris,Slide,SH,26144,,SKM/NS/78A04/2017/98,Sikkim,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034b4,North Sikkim,,27.50200080871582,88.5374984741211,Debris,Slide,NH,26643,Mangan,SKM/NS/78A10/2017/166,Sikkim,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034bb,North Sikkim,,27.517278,88.539667,Debris,Slide,NH,26648,,SKM/NS/78A10/2017/167,Sikkim,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034b7,North Sikkim,,27.514972,88.565472,Debris,Slide,NH,26645,Lanthey Khola,SKM/NS/78A10/2017/169,Sikkim,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ba,North Sikkim,,27.516444,88.587361,Debris,Slide,NH,26647,,SKM/NS/78A10/2017/170,Sikkim,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034be,North Sikkim,,27.527333,88.590778,Debris,Slide,NH,26651,,SKM/NS/78A10/2017/171,Sikkim,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034c2,North Sikkim,,27.529639,88.598139,Debris,Slide,NH,26655,,SKM/NS/78A10/2017/172,Sikkim,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034c1,North Sikkim,,27.528722,88.600833,Debris,Slide,NH,26654,,SKM/NS/78A10/2017/173,Sikkim,43,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034c0,North Sikkim,,27.527917,88.60224914550781,Debris,Slide,NH,26653,,SKM/NS/78A10/2017/174,Sikkim,41,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034bd,North Sikkim,,27.527194,88.603222,Debris,Slide,NH,26650,,SKM/NS/78A10/2017/175,Sikkim,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034bf,North Sikkim,,27.527722,88.607972,Debris,Slide,NH,26652,,SKM/NS/78A10/2017/176,Sikkim,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034c3,North Sikkim,,27.531667,88.606333,Debris,Slide,NH,26656,Naga,SKM/NS/78A10/2017/177,Sikkim,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034c5,North Sikkim,,27.535056,88.610194,Debris,Slide,NH,26658,,SKM/NS/78A10/2017/179,Sikkim,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034cb,North Sikkim,,27.543500900268555,88.628306,Debris,Slide,NH,26660,,SKM/NS/78A10/2017/180,Sikkim,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034cd,North Sikkim,,27.54569435119629,88.63600158691406,Debris,Slide,NH,26662,,SKM/NS/78A10/2017/181,Sikkim,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034d1,North Sikkim,,27.548417,88.641944,Debris,Slide,NH,26666,,SKM/NS/78A10/2017/182,Sikkim,39,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034d3,North Sikkim,,27.549306,88.644889,Debris,Slide,NH,26668,Tung,SKM/NS/78A10/2017/183,Sikkim,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034d4,North Sikkim,,27.55091667175293,88.646056,Debris,Slide,NH,26669,,SKM/NS/78A10/2017/184,Sikkim,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034d9,North Sikkim,,27.554889,88.654444,Debris,Slide,NH,26674,,SKM/NS/78A10/2017/186,Sikkim,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034db,North Sikkim,,27.575444,88.651417,Debris,Slide,NH,26676,,SKM/NS/78A10/2017/187,Sikkim,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034da,North Sikkim,,27.55525016784668,88.647556,Debris,Slide,NH,26675,,SKM/NS/78A10/2017/188,Sikkim,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034d6,North Sikkim,,27.552861,88.622306,Debris,Slide,NH,26671,,SKM/NS/78A10/2017/189,Sikkim,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034d0,North Sikkim,,27.547111,88.602667,Debris,Slide,NH,26665,,SKM/NS/78A10/2017/190,Sikkim,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034d2,North Sikkim,,27.5491943359375,88.583556,Debris,Slide,NH,26667,,SKM/NS/78A10/2017/191,Sikkim,43,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034d7,North Sikkim,,27.553556442260742,88.581222,Debris,Slide,NH,26672,,SKM/NS/78A10/2017/192,Sikkim,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034d8,North Sikkim,,27.5535831451416,88.57719421386719,Debris,Slide,NH,26673,,SKM/NS/78A10/2017/193,Sikkim,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034cf,North Sikkim,,27.54633331298828,88.586472,Debris,Slide,NH,26664,,SKM/NS/78A10/2017/194,Sikkim,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ce,North Sikkim,,27.545861,88.585194,Debris,Slide,NH,26663,,SKM/NS/78A10/2017/195,Sikkim,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034cc,North Sikkim,,27.543750762939453,88.58474731445312,Debris,Slide,NH,26661,,SKM/NS/78A10/2017/196,Sikkim,41,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034dc,North Sikkim,,27.60905647277832,88.652028,Debris,Slide,NH,26677,Chungthang,SKM/NS/78A10/2017/197,Sikkim,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034dd,North Sikkim,,27.611333,88.655222,Debris,Slide,NH,26678,,SKM/NS/78A10/2017/198,Sikkim,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034de,North Sikkim,,27.613444,88.656528,Debris,Slide,NH,26679,,SKM/NS/78A10/2017/199,Sikkim,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e2,North Sikkim,,27.628083,88.685306,Debris,Slide,NH,26683,,SKM/NS/78A10/2017/200,Sikkim,42,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e4,North Sikkim,,27.629499435424805,88.692778,Debris,Slide,NH,26685,,SKM/NS/78A10/2017/201,Sikkim,46,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e3,North Sikkim,,27.629361,88.695194,Debris,Slide,NH,26684,,SKM/NS/78A10/2017/202,Sikkim,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e6,North Sikkim,,27.63716697692871,88.712028,Debris,Slide,NH,26687,,SKM/NS/78A10/2017/203,Sikkim,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e7,North Sikkim,,27.638694,88.711694,Debris,Slide,NH,26688,,SKM/NS/78A10/2017/204,Sikkim,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034eb,North Sikkim,,27.675778,88.733417,Debris,Slide,NH,26692,,SKM/NS/78A10/2017/205,Sikkim,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ed,North Sikkim,,27.686389,88.7387466430664,Debris,Slide,NH,26694,,SKM/NS/78A10/2017/206,Sikkim,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034fd,North Sikkim,,27.74911117553711,88.542972,Debris,Slide,NH,26710,,SKM/NS/78A10/2017/207,Sikkim,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034fc,North Sikkim,,27.745194,88.544278,Debris,Slide,NH,26709,,SKM/NS/78A10/2017/208,Sikkim,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034fb,North Sikkim,,27.740943908691406,88.545361,Debris,Slide,NH,26708,,SKM/NS/78A10/2017/209,Sikkim,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034fa,North Sikkim,,27.74074935913086,88.54524993896484,Debris,Slide,NH,26707,,SKM/NS/78A10/2017/210,Sikkim,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f9,North Sikkim,,27.735278,88.54924774169922,Debris,Slide,NH,26706,Lachen,SKM/NS/78A10/2017/211,Sikkim,42,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f8,North Sikkim,,27.728471755981445,88.551667,Debris,Slide,NH,26705,,SKM/NS/78A10/2017/212,Sikkim,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f7,North Sikkim,,27.726083,88.54975128173828,Debris,Slide,NH,26704,Chaten,SKM/NS/78A10/2017/213,Sikkim,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f6,North Sikkim,,27.72422218322754,88.552861,Debris,Slide,NH,26703,,SKM/NS/78A10/2017/214,Sikkim,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f5,North Sikkim,,27.723611,88.550472,Debris,Slide,NH,26702,,SKM/NS/78A10/2017/215,Sikkim,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f4,North Sikkim,,27.713944,88.557361,Debris,Slide,NH,26701,,SKM/NS/78A10/2017/216,Sikkim,39,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f3,North Sikkim,,27.70430564880371,88.560694,Debris,Slide,NH,26700,,SKM/NS/78A10/2017/217,Sikkim,39,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f2,North Sikkim,,27.704028,88.56175231933594,Debris,Slide,NH,26699,,SKM/NS/78A10/2017/218,Sikkim,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f1,North Sikkim,,27.703916549682617,88.562306,Debris,Slide,NH,26698,,SKM/NS/78A10/2017/219,Sikkim,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f0,North Sikkim,,27.701333,88.565083,Debris,Slide,NH,26697,,SKM/NS/78A10/2017/220,Sikkim,39,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ef,North Sikkim,,27.700444,88.566083,Debris,Slide,NH,26696,,SKM/NS/78A10/2017/221,Sikkim,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ee,North Sikkim,,27.697139,88.57025146484375,Debris,Slide,NH,26695,Bansoi,SKM/NS/78A10/2017/222,Sikkim,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ec,North Sikkim,,27.676721572875977,88.597194,Debris,Slide,NH,26693,,SKM/NS/78A10/2017/223,Sikkim,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ea,North Sikkim,,27.662444,88.602556,Debris,Slide,NH,26691,Rabom,SKM/NS/78A10/2017/224,Sikkim,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e9,North Sikkim,,27.652861,88.60700225830078,Debris,Slide,NH,26690,,SKM/NS/78A10/2017/225,Sikkim,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e8,North Sikkim,,27.641139,88.61199951171875,Debris,Slide,NH,26689,Munshithang,SKM/NS/78A10/2017/226,Sikkim,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e5,North Sikkim,,27.62994384765625,88.619833,Debris,Slide,NH,26686,,SKM/NS/78A10/2017/227,Sikkim,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e1,North Sikkim,,27.621806,88.618694,Debris,Slide,NH,26682,,SKM/NS/78A10/2017/228,Sikkim,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e0,North Sikkim,,27.619722366333008,88.618861,Debris,Slide,NH,26681,,SKM/NS/78A10/2017/229,Sikkim,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034df,North Sikkim,,27.61775016784668,88.623639,Debris,Slide,NH,26680,,SKM/NS/78A10/2017/230,Sikkim,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003462,North Sikkim,,27.374583,88.542333,Debris,Slide,North Sikkim Highway,26563,,SKM/NS/78A11/2015/02,Sikkim,42,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003493,North Sikkim,,27.412111282348633,88.626944,Debris,Slide,North Sikkim Highway,26611,Kabi,SKM/NS/78A11/2015/03,Sikkim,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003483,North Sikkim,,27.39550018310547,88.623556,Debris,Slide,North Sikkim Highway,26596,Kabi,SKM/NS/78A11/2015/04,Sikkim,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000349a,North Sikkim,,27.418472290039062,88.616083,Debris,Slide,North Sikkim Highway,26618,,SKM/NS/78A11/2015/05,Sikkim,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000349b,North Sikkim,,27.41866683959961,88.616778,Debris,Slide,North Sikkim Highway,26619,,SKM/NS/78A11/2015/06,Sikkim,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a5,North Sikkim,,27.437889,88.601694,Debris,Slide,North Sikkim Highway,26629,Chawang,SKM/NS/78A11/2015/07,Sikkim,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a6,North Sikkim,,27.437889,88.601694,Debris,Slide,North Sikkim Highway,26630,,SKM/NS/78A11/2015/08,Sikkim,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a3,North Sikkim,,27.436555862426758,88.526639,Debris,Slide,North Sikkim Highway,26627,Sheyam,SKM/NS/78A11/2015/10,Sikkim,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a7,North Sikkim,,27.438138961791992,88.527028,Debris,Slide,North Sikkim Highway,26631,,SKM/NS/78A11/2015/11,Sikkim,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a9,North Sikkim,,27.438777923583984,88.527444,Debris,Slide,North Sikkim Highway,26633,,SKM/NS/78A11/2015/12,Sikkim,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003496,North Sikkim,,27.417444229125977,88.621083,Debris,Slide,North Sikkim Highway,26614,,SKM/NS/78A11/2015/23,Sikkim,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003494,North Sikkim,,27.417306,88.622361,Debris,Slide,North Sikkim Highway,26612,,SKM/NS/78A11/2015/24,Sikkim,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003492,North Sikkim,,27.412111282348633,88.627083,Debris,Slide,North Sikkim Highway,26610,,SKM/NS/78A11/2015/69,Sikkim,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003499,North Sikkim,,27.417999267578125,88.623333,Debris,Slide,North Sikkim Highway,26617,,SKM/NS/78A11/2015/70,Sikkim,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003495,North Sikkim,,27.417388916015625,88.621222,Debris,Slide,North Sikkim Highway,26613,,SKM/NS/78A11/2015/71,Sikkim,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a0,North Sikkim,,27.429555892944336,88.611667,Debris,Slide,North Sikkim Highway,26624,,SKM/NS/78A11/2015/72,Sikkim,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a4,North Sikkim,,27.437444,88.613972,Debris,Slide,North Sikkim Highway,26628,,SKM/NS/78A11/2015/73,Sikkim,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000349e,North Sikkim,,27.426361083984375,88.583028,Debris,Slide,North Sikkim Highway,26622,,SKM/NS/78A11/2015/74,Sikkim,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000349f,North Sikkim,,27.426361083984375,88.583028,Debris,Slide,North Sikkim Highway,26623,,SKM/NS/78A11/2015/75,Sikkim,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003487,North Sikkim,,27.397083282470703,88.519167,Debris,Slide,Dikchu-Mangshila Road,26600,,SKM/NS/78A11/2015/81,Sikkim,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000349d,North Sikkim,,27.426000595092773,88.51399993896484,Debris,Slide,Dikchu-Mangshila Road,26621,,SKM/NS/78A11/2015/85,Sikkim,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a1,North Sikkim,,27.433082580566406,88.514528,Debris,Slide,Dikchu-Mangshila Road,26625,,SKM/NS/78A11/2015/86,Sikkim,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a8,North Sikkim,,27.43838882446289,88.514389,Debris,Slide,Dikchu-Mangshila Road,26632,,SKM/NS/78A11/2015/88,Sikkim,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ab,North Sikkim,,27.448306,88.519667,Debris,Slide,Dikchu-Mangshila Road,26635,,SKM/NS/78A11/2015/90,Sikkim,42,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ac,North Sikkim,,27.461694,88.523472,Debris,Slide,Dikchu-Mangshila Road,26636,,SKM/NS/78A11/2015/91,Sikkim,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034b1,North Sikkim,,27.482583,88.529528,Debris,Slide,North Sikkim Highway,26641,,SKM/NS/78A11/2015/94,Sikkim,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034af,North Sikkim,,27.481082916259766,88.530667,Debris,Slide,North Sikkim Highway,26639,,SKM/NS/78A11/2015/96,Sikkim,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000346c,East Sikkim,,27.376861,88.766167,Debris,Slide,SH,26573,Changu,SKM/NS/78A15/2017/144,Sikkim,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000346d,East Sikkim,,27.378306,88.770083,Debris,Slide,SH,26574,Thengu,SKM/NS/78A15/2017/145,Sikkim,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003449,East Sikkim,,27.364583,88.787333,Debris,Slide,SH,26538,Yakla,SKM/NS/78A15/2017/148,Sikkim,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003450,East Sikkim,,27.36891746520996,88.794611,Debris,Slide,SH,26545,,SKM/NS/78A15/2017/149,Sikkim,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000346a,East Sikkim,,27.376222,88.799667,Debris,Slide,SH,26571,Yakla,SKM/NS/78A15/2017/150,Sikkim,39,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000347b,East Sikkim,,27.383750915527344,88.808694,Debris,Slide,SH,26588,Sherethang,SKM/NS/78A15/2017/151,Sikkim,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003474,East Sikkim,,27.380861282348633,88.812361,Debris,Slide,SH,26581,,SKM/NS/78A15/2017/152,Sikkim,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000344a,East Sikkim,,27.364722,88.834917,Debris,Slide,SH,26539,Naya Baba Mandir,SKM/NS/78A15/2017/153,Sikkim,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003448,East Sikkim,,27.361583,88.839306,Debris,Slide,SH,26537,,SKM/NS/78A15/2017/154,Sikkim,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003447,East Sikkim,,27.358583450317383,88.840194,Debris,Slide,SH,26536,,SKM/NS/78A15/2017/155,Sikkim,43,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003423,East Sikkim,,27.31450080871582,88.83650207519531,Debris,Slide,SH,26501,Purana Baba Mandir,SKM/NS/78A15/2017/156,Sikkim,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000340f,East Sikkim,,27.292583465576172,88.820417,Debris,Slide,SH,26481,Nathang Valley,SKM/NS/78A15/2017/157,Sikkim,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000340d,East Sikkim,,27.288667,88.816111,Debris,Slide,SH,26479,,SKM/NS/78A15/2017/158,Sikkim,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000033f4,East Sikkim,,27.279972076416016,88.804278,Debris,Slide,SH,26455,Lungthang,SKM/NS/78A15/2017/159,Sikkim,42,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000033dc,East Sikkim,,27.264694213867188,88.792667,Debris,Slide,SH,26431,,SKM/NS/78A15/2017/160,Sikkim,41,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000033dd,East Sikkim,,27.265249252319336,88.789556,Debris,Slide,SH,26432,,SKM/NS/78A15/2017/161,Sikkim,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000033de,East Sikkim,,27.265389,88.788278,Debris,Slide,SH,26433,,SKM/NS/78A15/2017/162,Sikkim,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000033da,East Sikkim,,27.263278,88.786667,Debris,Slide,SH,26429,,SKM/NS/78A15/2017/163,Sikkim,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
