system:index,District,History,Latitude,Longitude,Material_Involved,Movement_Type,NH_SH_Location,SlNo,Slide_Name,Slide_No,State,slope_deg,.geo
0000000000000000266e,Aizawl,13 August 2024,24.33331944,93.65702778,Debris,Slide,,23550,,MIZ/AZL/2024/722,Mizoram,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000266f,Aizawl,28 September 2024,24.33300556,93.65357222,Debris,Slide,,23551,,MIZ/AZL/2024/723,Mizoram,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002670,Aizawl,13 August 2024,24.330900192260742,93.66054444,Debris,Slide,,23552,,MIZ/AZL/2024/724,Mizoram,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002672,Aizawl,13 August 2024,24.39255556,93.65468611,Debris,Slide,,23554,,MIZ/AZL/2024/726,Mizoram,43,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002675,Aizawl,"28th Sept, 2024",24.48308611,93.58860833,Debris,Slide,,23557,,MIZ/AZL/2024/729,Mizoram,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002676,Aizawl,13 August 2024,24.48458889,93.58781944,Debris,Slide,,23558,,MIZ/AZL/2024/730,Mizoram,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002678,Aizawl,13 August 2024,24.51785556,93.55086944,Debris,Slide,,23560,,MIZ/AZL/2024/732,Mizoram,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000267a,Aizawl,28 September 2024,24.52308611,93.57206944,Debris,Slide,,23562,,MIZ/AZL/2024/734,Mizoram,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000267b,Aizawl,28 September 2024,24.48338333,93.58848056,Debris,Complex,,23563,,MIZ/AZL/2024/735,Mizoram,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000268c,Aizawl,2 July 2024,23.09758333,93.21623333,Debris,Slide,,23580,,MIZ/AZL/2024/752,Mizoram,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000268d,Aizawl,28 June 2024,23.10851389,93.20974731445312,Debris,Slide,,23581,,MIZ/AZL/2024/753,Mizoram,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000268f,Aizawl,2 July 2024,23.101924896240234,93.20426111,Debris,Slide,,23583,,MIZ/AZL/2024/755,Mizoram,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002690,Aizawl,28 September 2024,23.10184722,93.20138889,Debris,Slide,,23584,,MIZ/AZL/2024/756,Mizoram,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002693,Aizawl,2 July 2024,23.09759444,93.21089444,Debris,Slide,,23587,,MIZ/AZL/2024/759,Mizoram,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002696,Aizawl,2 July 2024,23.10100556,93.19393611,Debris,Slide,,23590,,MIZ/AZL/2024/762,Mizoram,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002697,Aizawl,2 July 2024,23.10074722,93.18785278,Debris,Complex,,23591,,MIZ/AZL/2024/763,Mizoram,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002698,Aizawl,2 July 2024,23.09954722,93.18600278,Debris,Complex,,23592,,MIZ/AZL/2024/764,Mizoram,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000269b,Aizawl,2 July 2024,23.09830093383789,93.17597222,Debris,Slide,,23595,,MIZ/AZL/2024/767,Mizoram,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000269d,Aizawl,28 October 2024,23.25986389,93.16155278,Debris,Slide,,23597,,MIZ/AZL/2024/769,Mizoram,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000269e,Aizawl,28 November 2024,23.25828611,93.15288333,Debris,Slide,,23598,,MIZ/AZL/2024/770,Mizoram,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000269f,Aizawl,28 November 2024,23.26126111,93.15070556,Debris,Slide,,23599,,MIZ/AZL/2024/771,Mizoram,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026a0,Aizawl,28 September 2024,23.25951944,93.15917222,Debris,Complex,,23600,,MIZ/AZL/2024/772,Mizoram,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026a1,Aizawl,2 July 2024,23.27598056,93.14351667,Debris,Slide,,23601,,MIZ/AZL/2024/773,Mizoram,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026a3,Aizawl,2 July 2024,23.28107452392578,93.144075,Debris,Slide,,23603,,MIZ/AZL/2024/775,Mizoram,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026a4,Aizawl,28 September 2024,23.32829167,93.12184167,Debris,Slide,,23604,,MIZ/AZL/2024/776,Mizoram,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026a5,Aizawl,2 July 2024,23.33529167,93.11214167,Debris,Slide,,23605,,MIZ/AZL/2024/777,Mizoram,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026b7,Aizawl,13 September 2024,23.34297778,93.057775,Debris,Slide,,23623,,MIZ/AZL/2024/795,Mizoram,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026b8,Aizawl,28 September 2024,23.35406111,93.04156111,Debris,Slide,,23624,,MIZ/AZL/2024/796,Mizoram,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026b9,Aizawl,28 September 2024,23.35958611,93.04477222,Debris,Slide,,23625,,MIZ/AZL/2024/797,Mizoram,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026ef,Aizawl,17 July 2024,23.24231111,93.17726667,Debris,Slide,,23679,,MIZ/AZL/2024/853,Mizoram,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026f0,Aizawl,24 September 2024,23.24500833,93.17587222,Debris,Slide,,23680,,MIZ/AZL/2024/854,Mizoram,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026f1,Aizawl,19 July 2024,23.24454722,93.17027222,Debris,Slide,,23681,,MIZ/AZL/2024/855,Mizoram,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026f2,Aizawl,2 July 2024,23.20960722,93.13104722,Debris,Slide,,23682,,MIZ/AZL/2024/856,Mizoram,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026f3,Aizawl,2 July 2024,23.21068583,93.1212325,Debris,Slide,,23683,,MIZ/AZL/2024/857,Mizoram,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000271a,Aizawl,30 May 2025(early morning),23.758901,92.730863,Debris,slide,Bawngkawn Shalom Veng,23722,,MIZ/AZL/84A09/2025/010,Mizoram,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002711,Aizawl,28 May and 29 amy 2025,23.692391,92.723348,Debris,Slide,Kulikawn East,23713,,MIZ/AZL/84A10/2025/001,Mizoram,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002716,Aizawl,"1990, 2015 31.05.2025",23.717553,92.716826,Debris,Subsidence,"Kawltheihuan, Mission Veng",23718,,MIZ/AZL/84A10/2025/006,Mizoram,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002717,Aizawl,31 May 2025 and 01 June 2025,23.715770721435547,92.713172,Debris,Slide,"Mission vengthlang, Aizawl",23719,,MIZ/AZL/84A10/2025/007,Mizoram,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000271d,Aizawl,28 May 2024 and 01 June 2025,23.605091094970703,92.72183990478516,Debris,Flow,Hualngohmun,23725,,MIZ/AZL/84A10/2025/013,Mizoram,41,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000271e,Aizawl,28 May 2024 and 30 May 2025,23.58176612854004,92.713413,Debris,Slide,Tachhip,23726,,MIZ/AZL/84A10/2025/014,Mizoram,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002883,Aizawl,August 2023,23.50015640258789,92.701436,Debris,Slide,Tropic of Cancer,23997,,MIZ/AZL/84A10/2025/025,Mizoram,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002884,Aizawl,August 2025,23.504006,92.699247,Debris,Slide,Aizawl-Thenzawl-Lunglei SH,23998,,MIZ/AZL/84A10/2025/026,Mizoram,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002875,Aizawl,"25 May 2024, 02 June 2025",23.469999313354492,92.72149658203125,Debris,slide,Thiak road Horticulture Center,23985,,MIZ/AZL/84A11/2025/009,Mizoram,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002876,Aizawl,02 January 2025,23.468799591064453,92.7208023071289,Debris,slide,Thiak road,23986,,MIZ/AZL/84A11/2025/010,Mizoram,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002877,Aizawl,July 2025,23.467199325561523,92.71929931640625,Debris,Slide,Thiak link road,23987,,MIZ/AZL/84A11/2025/015,Mizoram,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002878,Aizawl,July 2025,23.473100662231445,92.71189880371094,Debris,Slide,Thiak,23988,,MIZ/AZL/84A11/2025/016,Mizoram,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000287a,Aizawl,June2025,23.478500366210938,92.70429992675781,Debris,Slide,Thiak to N. Lungsai SH,23990,,MIZ/AZL/84A11/2025/018,Mizoram,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000287b,Aizawl,August 2025,23.478500366210938,92.7041015625,Debris,Slide,Thiak to N. Lungsai SH,23991,,MIZ/AZL/84A11/2025/019,Mizoram,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002880,Aizawl,13 Septemebr 2025,23.491199493408203,92.70549774169922,Debris,Slide,Aizawl-Thenzawl-Lunglei SH,23994,,MIZ/AZL/84A11/2025/022,Mizoram,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002881,Aizawl,25 August 2024,23.494600296020508,92.70439910888672,Debris,Slide,Aizawl-Thenzawl-Lunglei SH,23995,,MIZ/AZL/84A11/2025/023,Mizoram,46,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002882,Aizawl,May 2022,23.499713,92.70149993896484,Debris,Slide,Aizawl-Thenzawl-Lunglei SH,23996,,MIZ/AZL/84A11/2025/024,Mizoram,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002718,Aizawl,"2020, 30 May 2025 (Morning)",23.730243,92.75602722167969,Debris,Slide,Zemabawk,23720,,MIZ/AZL/84A14/2025/008,Mizoram,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000272b,Aizawl,30 May 2025,23.336229,92.787113,Debris,Flow,Thenzawl Quarry,23734,,MIZ/AZL/84A15/2025/022,Mizoram,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002824,Champhai,31 May 2025 (4:15am),23.148208618164062,93.321183,Debris,Flow,Vaphai,23942,,MIZ/CHAM/84E08/2025/230,Mizoram,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002827,Khawzawl,14 June 2025,23.544052124023438,93.155591,Debris,Slide,NH 6,23945,,MIZ/KHAW/84E02/2025/233,Mizoram,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002828,Khawzawl,14 June 2025,23.545766,93.147931,Debris,Slide,NH 6,23946,,MIZ/KHAW/84E02/2025/234,Mizoram,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002829,Khawzawl,14 June 2025,23.526599884033203,93.192968,Debris,Slide,NH 6,23947,,MIZ/KHAW/84E02/2025/235,Mizoram,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002826,Khawzawl,12 June 2025,23.486306,93.220639,Debris,Slide,NH 6,23944,,MIZ/KHAW/84E03/2025/232,Mizoram,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000281e,Khawzawl,"30 May 2025, 12 June 2025",23.241722106933594,93.098254,Debris,Slide,Serchhip to Khawbung S road,23936,,MIZ/KHAW/84E04/2025/224,Mizoram,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000245d,Kolasib,"17 September 2023, 2019, 2018",23.93194444,92.65222222,Debris,Slide,,23024,,MIZ/KOL/2023/156,Mizoram,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000245f,Kolasib,12 August 2023,23.05805556,92.67583333,Debris,Slide,,23026,,MIZ/KOL/2023/158,Mizoram,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002461,Kolasib,12 September 2023,23.05222222,92.67027778,Debris,Slide,,23028,,MIZ/KOL/2023/160,Mizoram,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002463,Kolasib,12 September 2023,23.03016667,92.67336111,Debris,Slide,,23030,,MIZ/KOL/2023/162,Mizoram,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002464,Kolasib,17 September 2023,23.02280556,92.67255556,Debris,Slide,,23031,,MIZ/KOL/2023/163,Mizoram,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002466,Kolasib,September 2023,23.32522222,92.70047222,Debris,Slide,,23033,,MIZ/KOL/2023/165,Mizoram,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002469,Kolasib,Last week of August 2023,23.91916667,92.73750305175781,Debris,Slide,,23036,,MIZ/KOL/2023/168,Mizoram,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000246d,Kolasib,2023,23.00011111,92.67905556,Debris,Slide,,23040,,MIZ/KOL/2023/172,Mizoram,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000246f,Kolasib,October 2023,23.99333333,92.68055556,Debris,Slide,,23042,,MIZ/KOL/2023/174,Mizoram,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002470,Kolasib,October 2023,23.98472222,92.68138889,Debris,Slide,,23043,,MIZ/KOL/2023/175,Mizoram,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002472,Kolasib,1st week of October 2023,23.97222222,92.68333333,Debris,Slide,,23045,,MIZ/KOL/2023/177,Mizoram,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002474,Kolasib,1st week of October 2023,23.94722222,92.68527778,Debris,Slide,,23047,,MIZ/KOL/2023/179,Mizoram,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002475,Kolasib,September 2023,23.94138889,92.68305556,Debris,Slide,,23048,,MIZ/KOL/2023/180,Mizoram,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002476,Kolasib,September 2023,23.94722222,92.68277778,Debris,Slide,,23049,,MIZ/KOL/2023/181,Mizoram,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002477,Kolasib,September 2023,23.940000534057617,92.68277778,Debris,Slide,,23050,,MIZ/KOL/2023/182,Mizoram,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002479,Kolasib,"2022, September and October 2023",23.93583333,92.67805556,Debris,Flow,,23052,,MIZ/KOL/2023/184,Mizoram,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002480,Kolasib,"August 2023, October 2023",23.95055556,92.78500366210938,Debris,Slide,,23059,,MIZ/KOL/2023/191,Mizoram,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002482,Kolasib,September 2023,24.06638889,92.78194444,Debris,Slide,,23061,,MIZ/KOL/2023/193,Mizoram,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002487,Kolasib,September 2023,24.052499771118164,92.66833333,Debris,Slide,,23066,,MIZ/KOL/2023/198,Mizoram,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002488,Kolasib,September 2023,24.05138889,92.66833333,Debris,Slide,,23067,,MIZ/KOL/2023/199,Mizoram,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002489,Kolasib,September 2023,24.04777778,92.66777778,Debris,Flow,,23068,,MIZ/KOL/2023/200,Mizoram,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000248b,Kolasib,September 2023,24.05722222,92.66583333,Debris,Slide,,23070,,MIZ/KOL/2023/202,Mizoram,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000248e,Kolasib,"2023 June, 2023 November",24.06333333,92.59277778,Debris,Slide,,23073,,MIZ/KOL/2023/205,Mizoram,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002493,Kolasib,Jully 2023,24.24722222,92.69333333,Debris,Slide,,23078,,MIZ/KOL/2023/210,Mizoram,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002494,Kolasib,August 2023,24.26944444,92.69222222,Debris,Flow,,23079,,MIZ/KOL/2023/211,Mizoram,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002496,Kolasib,1st week of August 2023,24.17555556,92.57222222,Debris,Slide,,23081,,MIZ/KOL/2023/213,Mizoram,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000267d,Kolasib,28 September 2024,24.48857222,93.36792222,Debris,Slide,,23565,,MIZ/KOL/2024/737,Mizoram,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000267e,Kolasib,18 August 2024,24.54263333,93.39741944,Debris,Slide,,23566,,MIZ/KOL/2024/738,Mizoram,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002681,Kolasib,2 July 2024,24.60372222,93.37223056,Debris,Slide,,23569,,MIZ/KOL/2024/741,Mizoram,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002682,Kolasib,2 July 2024,24.66895556,93.33700556,Debris,Slide,,23570,,MIZ/KOL/2024/742,Mizoram,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002685,Kolasib,18 August 2024,24.73838889,93.30909722,Debris,Slide,,23573,,MIZ/KOL/2024/745,Mizoram,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002686,Kolasib,2 July 2024,24.72074444,93.30899167,Debris,Slide,,23574,,MIZ/KOL/2024/746,Mizoram,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002687,Kolasib,18 August 2024,24.716224670410156,93.32551389,Debris,Slide,,23575,,MIZ/KOL/2024/747,Mizoram,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002688,Kolasib,28 September 2024,24.70553333,93.33064167,Debris,Slide,,23576,,MIZ/KOL/2024/748,Mizoram,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000268a,Kolasib,18 August 2024,24.60853333,93.41668333,Debris,Slide,,23578,,MIZ/KOL/2024/750,Mizoram,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026a6,Kolasib,13 August 2024,23.41421944,93.10569167,Debris,Slide,,23606,,MIZ/KOL/2024/778,Mizoram,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026ad,Kolasib,12 September 2024,23.56785011291504,93.10472222,Debris,Slide,,23613,,MIZ/KOL/2024/785,Mizoram,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026af,Kolasib,12 September 2024,23.56233889,93.11890833,Debris,Slide,,23615,,MIZ/KOL/2024/787,Mizoram,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026b3,Kolasib,12 September 2024,23.56145278,93.10908889,Debris,Slide,,23619,,MIZ/KOL/2024/791,Mizoram,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026b6,Kolasib,13 September 2024,23.535600662231445,93.10656944,Debris,Slide,,23622,,MIZ/KOL/2024/794,Mizoram,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026bb,Kolasib,9 July 2024,23.36966389,93.04609444,Debris,Slide,,23627,,MIZ/KOL/2024/799,Mizoram,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026bc,Kolasib,28 August024,23.05209722,93.12644167,Debris,Slide,,23628,,MIZ/KOL/2024/800,Mizoram,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026be,Kolasib,24 September 2024,23.54294167,93.23821667,Debris,Slide,,23630,,MIZ/KOL/2024/802,Mizoram,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026c1,Kolasib,"Aug- Sept,2024",24.56016389,93.24426944,Debris,Slide,,23633,,MIZ/KOL/2024/805,Mizoram,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026c5,Kolasib,24 August 2024,24.599425,93.30004722,Debris,Slide,,23637,,MIZ/KOL/2024/809,Mizoram,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026c6,Kolasib,24 September 2024,24.60921944,93.30050278,Debris,Slide,,23638,,MIZ/KOL/2024/810,Mizoram,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026c8,Kolasib,24 September 2024,24.64528611,93.28593611,Debris,Slide,,23640,,MIZ/KOL/2024/812,Mizoram,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026c9,Kolasib,24 September 2024,24.02205833,93.29369167,Debris,Slide,,23641,,MIZ/KOL/2024/813,Mizoram,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026ca,Kolasib,24 September 2024,23.01689167,93.283175,Debris,Slide,,23642,,MIZ/KOL/2024/814,Mizoram,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026cb,Kolasib,2 July 2024,24.02782222,93.28944444,Debris,Slide,,23643,,MIZ/KOL/2024/815,Mizoram,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026cc,Kolasib,2 July 2024,24.04014167,93.29149627685547,Debris,Slide,,23644,,MIZ/KOL/2024/816,Mizoram,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026cd,Kolasib,2 July 2024,24.03980278,93.29373889,Debris,Slide,,23645,,MIZ/KOL/2024/817,Mizoram,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026ce,Kolasib,2 July 2024,24.05823611,93.28901944,Debris,Slide,,23646,,MIZ/KOL/2024/818,Mizoram,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026d4,Kolasib,24 September 2024,24.297775268554688,93.34159722,Debris,Slide,,23652,,MIZ/KOL/2024/825,Mizoram,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026d6,Kolasib,24 September 2024,24.35137778,93.34095556,Debris,Slide,,23654,,MIZ/KOL/2024/827,Mizoram,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026d8,Kolasib,18 August2024,23.6385278,93.13694722,Debris,Slide,,23656,,MIZ/KOL/2024/829,Mizoram,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026d9,Kolasib,15 August 2024,23.631219,93.118033,Debris,Slide,,23657,,MIZ/KOL/2024/830,Mizoram,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026dc,Kolasib,15 August 2024,23.62418333,93.14208611,Debris,Slide,,23660,,MIZ/KOL/2024/834,Mizoram,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026dd,Kolasib,18 August2024,23.60360833,93.14173056,Debris,Slide,,23661,,MIZ/KOL/2024/835,Mizoram,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026de,Kolasib,9 July 2024,23.56672222,93.13764444,Debris,Slide,,23662,,MIZ/KOL/2024/836,Mizoram,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026df,Kolasib,2 July 2024,24.04014167,93.29149627685547,Debris,Slide,,23663,,MIZ/KOL/2024/837,Mizoram,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026e0,Kolasib,9 July 2024,24.56771111,93.14291667,Debris,Complex,,23664,,MIZ/KOL/2024/838,Mizoram,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026e1,Kolasib,9 July 2024,24.57467222,93.14389722,Debris,Slide,,23665,,MIZ/KOL/2024/839,Mizoram,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026e2,Kolasib,9 July 2024,24.57470833,93.13897222,Debris,Complex,,23666,,MIZ/KOL/2024/840,Mizoram,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026e3,Kolasib,2 July 2024,24.57151389,93.141725,Debris,Complex,,23667,,MIZ/KOL/2024/841,Mizoram,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026e4,Kolasib,2 July 2024,24.56917222,93.14073611,Debris,Slide,,23668,,MIZ/KOL/2024/842,Mizoram,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026e5,Kolasib,7 July 2024,24.56060028076172,93.13071389,Debris,Slide,,23669,,MIZ/KOL/2024/843,Mizoram,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026e6,Kolasib,7 July 2024,24.55987778,93.12541667,Debris,Slide,,23670,,MIZ/KOL/2024/844,Mizoram,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026e7,Kolasib,28 September 2024,24.08927222,93.12408611,Debris,Slide,,23671,,MIZ/KOL/2024/845,Mizoram,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026e8,Kolasib,28 September 2024,24.10641389,93.12339944,Debris,Slide,,23672,,MIZ/KOL/2024/846,Mizoram,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026e9,Kolasib,7 July 2024,24.10710778,93.11535444,Debris,Slide,,23673,,MIZ/KOL/2024/847,Mizoram,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026ed,Kolasib,24 September 2024,24.10743611,93.09532222,Debris,Slide,,23677,,MIZ/KOL/2024/851,Mizoram,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026f5,Kolasib,17 July 2024,23.504575,93.23805236816406,Debris,Complex,,23685,,MIZ/KOL/2024/859,Mizoram,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026f6,Kolasib,7 June 2024,24.15364444,93.02183611,Debris,Slide,,23686,,MIZ/KOL/2024/860,Mizoram,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026fb,Kolasib,9 July 2024,24.40520278,93.06672222,Debris,Slide,,23691,,MIZ/KOL/2024/865,Mizoram,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026fd,Kolasib,7 July 2024,24.44347778,93.15817778,Debris,Complex,,23693,,MIZ/KOL/2024/867,Mizoram,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026ff,Kolasib,7 July 2024,24.44857778,93.15738611,Debris,Complex,,23695,,MIZ/KOL/2024/869,Mizoram,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002703,Kolasib,17 July 2024,24.65409167,93.204625,Debris,Slide,,23699,,MIZ/KOL/2024/873,Mizoram,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002704,Kolasib,17 July 2024,24.65018056,93.20256667,Debris,Slide,,23700,,MIZ/KOL/2024/874,Mizoram,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002706,Kolasib,12 June 2024,24.62604722,93.22583889,Debris,Complex,,23702,,MIZ/KOL/2024/876,Mizoram,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002707,Kolasib,24 September 2024,24.586050033569336,93.21056389,Debris,Slide,,23703,,MIZ/KOL/2024/877,Mizoram,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
