system:index,District,History,Latitude,Longitude,Material_Involved,Movement_Type,NH_SH_Location,SlNo,Slide_Name,Slide_No,State,elevation_m,.geo,index_right,osm_id,nearest_road_type,nearest_road_name,nearest_road_ref,road_distance_m
00000000000000002105,Champhai,,23.870445251464844,93.353859,Debris,Slide,KawlbemVaikhawtlang section,22326,,MZ/CHA/84E05/2017/9,Mizoram,996,"{""type"":""MultiPoint"",""coordinates"":[]}",8840,366039522,unclassified,,,4.51077339348206
00000000000000001e6d,Champhai,,23.603629,93.355925,Debris,Slide,12km N of Ngur,21920,,MZ/CHA/84E06/2017/1,Mizoram,1373,"{""type"":""MultiPoint"",""coordinates"":[]}",36442,662910347,unclassified,,,8.57317354553366
00000000000000001ef6,Champhai,,23.666608,93.350691,Debris,Slide,13.5 km N of Vapar,22004,,MZ/CHA/84E06/2017/10,Mizoram,1247,"{""type"":""MultiPoint"",""coordinates"":[]}",36441,662910345,secondary,,,6.021530056677822
0000000000000000202d,Champhai,,23.747111,93.378258,Debris,Slide,15kmN of Hnahlan,22166,,MZ/CHA/84E06/2017/12,Mizoram,1400,"{""type"":""MultiPoint"",""coordinates"":[]}",8784,366024931,secondary,,,1.759524814753542
00000000000000001ec6,Champhai,,23.647666931152344,93.299727,Debris,Slide,8km NW of Vapar,21977,,MZ/CHA/84E06/2017/13,Mizoram,1722,"{""type"":""MultiPoint"",""coordinates"":[]}",36449,662917690,unclassified,,,0.3065343698135992
00000000000000001ed9,Champhai,,23.657018,93.286924,Debris,Slide,0.5 km S of Murlen,21989,,MZ/CHA/84E06/2017/16,Mizoram,1489,"{""type"":""MultiPoint"",""coordinates"":[]}",36449,662917690,unclassified,,,14.2879373888202
00000000000000001eeb,Champhai,,23.660361,93.285548,Debris,Slide,Murlen village,21998,,MZ/CHA/84E06/2017/17,Mizoram,1405,"{""type"":""MultiPoint"",""coordinates"":[]}",269891,1331941074,residential,,,5.043291764462766
00000000000000001f10,Champhai,,23.672021865844727,93.349595,Debris,Slide,15.5 km n of Vapar,22016,,MZ/CHA/84E06/2017/18,Mizoram,1287,"{""type"":""MultiPoint"",""coordinates"":[]}",36441,662910345,secondary,,,4.827503472945558
00000000000000001ec4,Champhai,,23.647375106811523,93.303415,Debris,Slide,7.5km NW of Vapar,21975,,MZ/CHA/84E06/2017/2,Mizoram,1731,"{""type"":""MultiPoint"",""coordinates"":[]}",36449,662917690,unclassified,,,1.7914341625769457
00000000000000002014,Champhai,,23.741851,93.377004,Debris,Slide,12 km N of Hnahlan,22150,,MZ/CHA/84E06/2017/20,Mizoram,1315,"{""type"":""MultiPoint"",""coordinates"":[]}",8784,366024931,secondary,,,21.014571397140546
00000000000000001ecc,Champhai,,23.654025,93.287022,Debris,Slide,1km S of Murlen,21982,,MZ/CHA/84E06/2017/24,Mizoram,1539,"{""type"":""MultiPoint"",""coordinates"":[]}",36449,662917690,unclassified,,,11.563506757832956
00000000000000001e10,Champhai,,23.51447868347168,93.369982,Debris,Slide,5km S of Ngur,21864,,MZ/CHA/84E06/2017/25,Mizoram,1359,"{""type"":""MultiPoint"",""coordinates"":[]}",36444,662910349,secondary,,,5.213945041911188
00000000000000001eea,Champhai,,23.65989112854004,93.349052,Debris,Slide,12 km N of Vapar,21997,,MZ/CHA/84E06/2017/28,Mizoram,1173,"{""type"":""MultiPoint"",""coordinates"":[]}",36441,662910345,secondary,,,11.300054380195716
00000000000000002030,Champhai,,23.747943,93.374597,Debris,Slide,11 km N of Hnahlan,22168,,MZ/CHA/84E06/2017/29,Mizoram,1227,"{""type"":""MultiPoint"",""coordinates"":[]}",8784,366024931,secondary,,,215.99642741070656
00000000000000001ee3,Champhai,,23.657642364501953,93.349683,Debris,Slide,11.5km N of Vapar,21994,,MZ/CHA/84E06/2017/3,Mizoram,1170,"{""type"":""MultiPoint"",""coordinates"":[]}",268715,1331630735,unclassified,,,8.02742862504459
00000000000000001e95,Champhai,,23.61979103088379,93.3380126953125,Debris,Slide,1km W of Vapar,21946,,MZ/CHA/84E06/2017/30,Mizoram,1580,"{""type"":""MultiPoint"",""coordinates"":[]}",36449,662917690,unclassified,,,9.839414430081106
00000000000000001e09,Champhai,,23.508699417114254,93.36082458496094,Debris,Slide,2km N of Zote,21859,,MZ/CHA/84E06/2017/33,Mizoram,1318,"{""type"":""MultiPoint"",""coordinates"":[]}",36444,662910349,secondary,,,4.721894892655269
00000000000000001f11,Champhai,,23.673104,93.349412,Debris,Slide,15km N of Vapar,22017,,MZ/CHA/84E06/2017/4,Mizoram,1296,"{""type"":""MultiPoint"",""coordinates"":[]}",36441,662910345,secondary,,,7.3181123365358225
00000000000000001e8b,Champhai,,23.618316,93.342403,Debris,Slide,500m W of Vapar,21942,,MZ/CHA/84E06/2017/5,Mizoram,1522,"{""type"":""MultiPoint"",""coordinates"":[]}",36449,662917690,unclassified,,,0.45598993789175285
00000000000000002015,Champhai,,23.742696,93.378058,Debris,Slide,13km N of Hnahlan,22151,,MZ/CHA/84E06/2017/6,Mizoram,1350,"{""type"":""MultiPoint"",""coordinates"":[]}",8784,366024931,secondary,,,14.985249621644234
00000000000000001e2f,Champhai,,23.546627044677734,93.381058,Debris,Slide,1km n of Ngur,21884,,MZ/CHA/84E06/2017/7,Mizoram,1684,"{""type"":""MultiPoint"",""coordinates"":[]}",36442,662910347,unclassified,,,34.827149901929765
00000000000000001eb7,Champhai,,23.64044761657715,93.343559,Debris,Slide,6km N of Vapar,21967,,MZ/CHA/84E06/2017/8,Mizoram,1181,"{""type"":""MultiPoint"",""coordinates"":[]}",36442,662910347,unclassified,,,8.139229337111516
00000000000000001ec7,Champhai,,23.648967,93.291988,Debris,Slide,9km NW of Vapar,21978,,MZ/CHA/84E06/2017/9,Mizoram,1653,"{""type"":""MultiPoint"",""coordinates"":[]}",36449,662917690,unclassified,,,0.12326409306630673
00000000000000001c10,Champhai,,23.312747,93.314456,Debris,Slide,Khuangleng Seisa road,21570,,MZ/CHA/84E07/2017/1,Mizoram,1513,"{""type"":""MultiPoint"",""coordinates"":[]}",31787,615822263,tertiary,,,17.370847871523686
00000000000000001ca7,Champhai,,23.406236,93.356052,Debris,Slide,MelbukMulkawi Rd,21670,,MZ/CHA/84E07/2017/113,Mizoram,1293,"{""type"":""MultiPoint"",""coordinates"":[]}",5572,281833608,trunk,,NH6,5.513296456401232
00000000000000001ca9,Champhai,,23.407527923583984,93.318111,Debris,Slide,4km south of Mualkawu,21672,,MZ/CHA/84E07/2017/114,Mizoram,1185,"{""type"":""MultiPoint"",""coordinates"":[]}",31778,615810540,primary,,,14.375499227242248
00000000000000001bfd,Champhai,,23.30621910095215,93.294554,Debris,Slide,4km north of Khuangleng,21558,,MZ/CHA/84E07/2017/119,Mizoram,1464,"{""type"":""MultiPoint"",""coordinates"":[]}",31779,615813721,primary,,,2.4537703855785167
00000000000000001c3b,Champhai,,23.336425,93.361493,Debris,Slide,Bulfekzawl Rd,21592,,MZ/CHA/84E07/2017/12,Mizoram,759,"{""type"":""MultiPoint"",""coordinates"":[]}",12702,457894425,unclassified,,,25.32454115682631
00000000000000001cc5,Champhai,,23.41950035095215,93.331917,Debris,Slide,Mualkawi village,21688,Mualkawi slide,MZ/CHA/84E07/2017/121,Mizoram,1320,"{""type"":""MultiPoint"",""coordinates"":[]}",31778,615810540,primary,,,7.599567610247376
00000000000000001bf8,Champhai,,23.304833,93.306778,Debris,Slide,3.5 km north of Khuangleng,21555,,MZ/CHA/84E07/2017/13,Mizoram,1535,"{""type"":""MultiPoint"",""coordinates"":[]}",31779,615813721,primary,,,273.700987868849
00000000000000001d28,Champhai,,23.451972,93.259686,Debris,Slide,Near Tuipui Bridge,21736,Tuipui slide,MZ/CHA/84E07/2017/14,Mizoram,762,"{""type"":""MultiPoint"",""coordinates"":[]}",5785,288173822,trunk,,NH6,18.213714198047818
00000000000000001d47,Champhai,,23.45853805541992,93.260555,Debris,Slide,20.5 Km east of Khawzawl,21753,,MZ/CHA/84E07/2017/21,Mizoram,795,"{""type"":""MultiPoint"",""coordinates"":[]}",5785,288173822,trunk,,NH6,4.633014515747421
00000000000000001d75,Champhai,,23.46613883972168,93.312778,Debris,Slide,Bypass road,21778,Champhai slide,MZ/CHA/84E07/2017/27,Mizoram,1356,"{""type"":""MultiPoint"",""coordinates"":[]}",174525,1082133260,trunk,,NH6,9.437757996242542
00000000000000001c3e,Champhai,,23.339889,93.357889,Debris,Slide,Bulfekzawl Rd,21595,,MZ/CHA/84E07/2017/29,Mizoram,799,"{""type"":""MultiPoint"",""coordinates"":[]}",12702,457894425,unclassified,,,22.909590646506132
00000000000000001bf9,Champhai,,23.305111,93.311528,Debris,Slide,Khaungleng (near health centre),21556,,MZ/CHA/84E07/2017/4,Mizoram,1498,"{""type"":""MultiPoint"",""coordinates"":[]}",31790,615822267,primary,,,8.800678843756552
00000000000000001da6,Champhai,,23.473662,93.312845,Debris,Slide,Aizawl Champhai road,21806,,MZ/CHA/84E07/2017/44,Mizoram,1524,"{""type"":""MultiPoint"",""coordinates"":[]}",297429,1535490132,residential,,,2.710945747650783
00000000000000001daa,Champhai,,23.47447204589844,93.322667,Debris,Slide,"Kanan Veng, Champhai",21810,,MZ/CHA/84E07/2017/45,Mizoram,1474,"{""type"":""MultiPoint"",""coordinates"":[]}",5584,281837543,tertiary,,,6.234197681917612
00000000000000001dc5,Champhai,,23.477806091308594,93.310111,Debris,Slide,South of Vengsang,21826,,MZ/CHA/84E07/2017/51,Mizoram,1538,"{""type"":""MultiPoint"",""coordinates"":[]}",5585,281838108,tertiary,,,95.01420214522528
00000000000000001dcb,Champhai,,23.47855567932129,93.311722,Debris,Slide,"Vengsang, Champhai",21829,,MZ/CHA/84E07/2017/52,Mizoram,1618,"{""type"":""MultiPoint"",""coordinates"":[]}",5585,281838108,tertiary,,,15.412166285437232
00000000000000001dd6,Champhai,,23.482322,93.310052,Debris,Slide,"Vengsang, Champhai",21835,Vengsang slide,MZ/CHA/84E07/2017/54,Mizoram,1565,"{""type"":""MultiPoint"",""coordinates"":[]}",273867,1357552065,residential,,,6.849331968514654
00000000000000001c0d,Champhai,,23.311082,93.323501,Debris,Slide,Khuangleng Seisa road,21568,,MZ/CHA/84E07/2017/59,Mizoram,1413,"{""type"":""MultiPoint"",""coordinates"":[]}",12700,457894423,unclassified,,,0.5732718410833225
00000000000000001df9,Champhai,,23.498889,93.311889,Debris,Slide,Hmunhmeltha road,21852,,MZ/CHA/84E07/2017/60,Mizoram,1538,"{""type"":""MultiPoint"",""coordinates"":[]}",279357,1384415145,residential,,,7.863799973444449
00000000000000001c4b,Champhai,,23.353111267089844,93.299361,Debris,Slide,Dilkawn Rd,21605,,MZ/CHA/84E07/2017/64,Mizoram,1174,"{""type"":""MultiPoint"",""coordinates"":[]}",31779,615813721,primary,,,3.5044984554704657
00000000000000001c54,Champhai,,23.36197853088379,93.299909,Debris,Slide,2.5 km s of Dilkawn,21611,,MZ/CHA/84E07/2017/68,Mizoram,1211,"{""type"":""MultiPoint"",""coordinates"":[]}",31779,615813721,primary,,,11.157885925951023
00000000000000001b89,Champhai,,23.262222290039062,93.337667,Debris,Slide,3.8 km to Lianpui,21506,,MZ/CHA/84E07/2017/71,Mizoram,1373,"{""type"":""MultiPoint"",""coordinates"":[]}",12707,457914275,unclassified,,,17.027991836869578
00000000000000001c56,Champhai,,23.3663330078125,93.380028,Debris,Slide,Hruikawn Rd (Zokhawthar),21613,,MZ/CHA/84E07/2017/73,Mizoram,826,"{""type"":""MultiPoint"",""coordinates"":[]}",12702,457894425,unclassified,,,11.543106912091655
00000000000000001b87,Champhai,,23.261249542236328,93.337222,Debris,Slide,3.5 km north of Liapui,21504,,MZ/CHA/84E07/2017/76,Mizoram,1352,"{""type"":""MultiPoint"",""coordinates"":[]}",12707,457914275,unclassified,,,12.726201317538642
00000000000000001c59,Champhai,,23.367806,93.381139,Debris,Flow,Hruikawn Rd (Zokhawthar),21616,,MZ/CHA/84E07/2017/78,Mizoram,822,"{""type"":""MultiPoint"",""coordinates"":[]}",12702,457894425,unclassified,,,5.775658588371837
00000000000000001c5a,Champhai,,23.368361,93.379667,Debris,Slide,ZokhawtharHruikawn Rd,21617,,MZ/CHA/84E07/2017/79,Mizoram,831,"{""type"":""MultiPoint"",""coordinates"":[]}",12702,457894425,unclassified,,,35.64491902301145
00000000000000001c5c,Champhai,,23.369857,93.296657,Debris,Slide,2.3 km Dilkawn,21619,,MZ/CHA/84E07/2017/81,Mizoram,1202,"{""type"":""MultiPoint"",""coordinates"":[]}",31779,615813721,primary,,,0.6789019858106109
00000000000000001c5e,Champhai,,23.373849,93.383061,Debris,Slide,Zakhowthar Melbuk Rd,21621,,MZ/CHA/84E07/2017/82,Mizoram,860,"{""type"":""MultiPoint"",""coordinates"":[]}",2651,203588133,trunk,,NH6,20.112787977173003
00000000000000001c62,Champhai,,23.37647247314453,93.384778,Debris,Slide,Zakhowthar Melbuk Rd,21625,,MZ/CHA/84E07/2017/86,Mizoram,891,"{""type"":""MultiPoint"",""coordinates"":[]}",275284,1367320485,unclassified,,,8.460341495879454
00000000000000001c63,Champhai,,23.37649917602539,93.384861,Debris,Slide,Zakhowthar Melbuk Rd,21626,,MZ/CHA/84E07/2017/87,Mizoram,891,"{""type"":""MultiPoint"",""coordinates"":[]}",275284,1367320485,unclassified,,,11.52244157533886
00000000000000001c78,Champhai,,23.388162,93.312962,Debris,Slide,Kelkang village,21643,,MZ/CHA/84E07/2017/93,Mizoram,1241,"{""type"":""MultiPoint"",""coordinates"":[]}",31784,615813750,primary,,,6.70804995263257
00000000000000001c7f,Champhai,,23.39198303222656,93.376078,Debris,Slide,MelbukMulkawi Rd,21648,,MZ/CHA/84E07/2017/96,Mizoram,1167,"{""type"":""MultiPoint"",""coordinates"":[]}",5572,281833608,trunk,,NH6,24.4347443495516
00000000000000001c81,Champhai,,23.3931941986084,93.378917,Debris,Slide,East of Melbuk,21650,,MZ/CHA/84E07/2017/98,Mizoram,1115,"{""type"":""MultiPoint"",""coordinates"":[]}",66768,917409444,unclassified,,,10.724102857143706
00000000000000001ace,Champhai,,23.151444,93.282333,Debris,Slide,FarkawnSamthang Rd,21404,,MZ/CHA/84E08/2017/17,Mizoram,1434,"{""type"":""MultiPoint"",""coordinates"":[]}",268203,1331541110,unclassified,,,8.676800581626392
00000000000000001acd,Champhai,,23.151416778564453,93.283077,Debris,Slide,FarkawnSamthang Rd,21403,,MZ/CHA/84E08/2017/18,Mizoram,1434,"{""type"":""MultiPoint"",""coordinates"":[]}",268203,1331541110,unclassified,,,0.7366361860760154
00000000000000001acc,Champhai,,23.151140213012695,93.283462,Debris,Slide,FarkawnSamthang Rd,21402,,MZ/CHA/84E08/2017/19,Mizoram,1430,"{""type"":""MultiPoint"",""coordinates"":[]}",268203,1331541110,unclassified,,,5.281972132320862
00000000000000001aca,Champhai,,23.15081787109375,93.286358,Debris,Slide,FarkawnSamthang Rd,21400,,MZ/CHA/84E08/2017/21,Mizoram,1445,"{""type"":""MultiPoint"",""coordinates"":[]}",268203,1331541110,unclassified,,,10.273713026628046
00000000000000001abf,Champhai,,23.146464,93.306249,Debris,Slide,VaphaiSamthang Rd,21392,Vaphai slide,MZ/CHA/84E08/2017/23,Mizoram,1623,"{""type"":""MultiPoint"",""coordinates"":[]}",36108,662201974,tertiary,,,4.608939818227771
00000000000000001aaf,Champhai,,23.14144515991211,93.3384780883789,Debris,Slide,Saikhumphai road,21379,,MZ/CHA/84E08/2017/28,Mizoram,1345,"{""type"":""MultiPoint"",""coordinates"":[]}",267937,1331391691,unclassified,,,12.844781584953358
00000000000000001aae,Champhai,,23.141408,93.338272,Debris,Slide,Saikhumphai Rd,21378,,MZ/CHA/84E08/2017/29,Mizoram,1345,"{""type"":""MultiPoint"",""coordinates"":[]}",267937,1331391691,unclassified,,,7.5308011331281905
00000000000000001a91,Champhai,,23.131158,93.293979,Debris,Slide,FarkawnSamthang Rd,21359,,MZ/CHA/84E08/2017/39,Mizoram,1436,"{""type"":""MultiPoint"",""coordinates"":[]}",268324,1331566431,unclassified,,,9.132171268968044
00000000000000001a55,Champhai,,23.075702667236328,93.315391,Debris,Slide,Tiau Road (Farkawn),21316,,MZ/CHA/84E08/2017/44,Mizoram,1082,"{""type"":""MultiPoint"",""coordinates"":[]}",68448,963653143,tertiary,,,1.9891279782238358
00000000000000001a54,Champhai,,23.07557487487793,93.315376,Debris,Slide,Farkawn Tiau road,21315,,MZ/CHA/84E08/2017/45,Mizoram,1091,"{""type"":""MultiPoint"",""coordinates"":[]}",68448,963653143,tertiary,,,6.940411959981216
00000000000000001a50,Champhai,,23.059264,93.275647,Debris,Slide,2.5 km towards Kankawn,21312,,MZ/CHA/84E08/2017/46,Mizoram,1395,"{""type"":""MultiPoint"",""coordinates"":[]}",36111,662206061,tertiary,,,3.104619905556487
00000000000000001ac0,Champhai,,23.146499633789062,93.3062515258789,Debris,Slide,Vaphai Samthang road,21393,,MZ/CHA/84E08/2017/6,Mizoram,1606,"{""type"":""MultiPoint"",""coordinates"":[]}",36108,662201974,tertiary,,,0.7929154490832967
00000000000000001b25,Champhai,,23.208139,93.257389,Debris,Slide,Dungtllang Leitum road,21452,,MZ/CHA/84E08/2017/9,Mizoram,1419,"{""type"":""MultiPoint"",""coordinates"":[]}",3,22826736,primary,,,8.010971214391631
0000000000000000229f,Kolasib,,24.270000457763672,92.6500015258789,Debris,Slide,Saihapui K-Zero Point road,22641,Zero Point slide 1,MZ/KLS/83D11/2020/10,Mizoram,64,"{""type"":""MultiPoint"",""coordinates"":[]}",271890,1343834093,track,,,68.96067205426367
0000000000000000229b,Kolasib,,24.260000228881836,92.6500015258789,Debris,Slide,Saihapui K-Zero Point road,22637,Zero Point slide 2,MZ/KLS/83D11/2020/11,Mizoram,51,"{""type"":""MultiPoint"",""coordinates"":[]}",550,72066152,trunk,,NH6,132.5373412215404
000000000000000022a0,Kolasib,,24.270000457763672,92.6500015258789,Debris,Slide,Saihapui K-Zero Point road,22642,Zero Point slide 3,MZ/KLS/83D11/2020/12,Mizoram,64,"{""type"":""MultiPoint"",""coordinates"":[]}",271890,1343834093,track,,,68.96067205426367
000000000000000022ae,Kolasib,,24.329999923706055,92.72000122070312,Debris,Slide,NH-54,22655,Bilkhawthlir slide,MZ/KLS/83D11/2020/14,Mizoram,375,"{""type"":""MultiPoint"",""coordinates"":[]}",4483,241573450,trunk,,NH306,416.72496278773775
000000000000000022ac,Kolasib,,24.309999465942383,92.70999908447266,Debris,Slide,NH-54,22653,Kolasib- Bilkhawthlir slide,MZ/KLS/83D11/2020/15,Mizoram,340,"{""type"":""MultiPoint"",""coordinates"":[]}",4483,241573450,trunk,,NH306,511.05756472521585
00000000000000002297,Kolasib,,24.260000228881836,92.69000244140624,Debris,Slide,NH-54,22633,GosenVeng slide 1,MZ/KLS/83D11/2020/16,Mizoram,353,"{""type"":""MultiPoint"",""coordinates"":[]}",4483,241573450,trunk,,NH306,231.6225863885167
00000000000000002298,Kolasib,,24.260000228881836,92.66999816894533,Debris,Slide,NH-54,22634,GosenVeng slide 3,MZ/KLS/83D11/2020/18,Mizoram,191,"{""type"":""MultiPoint"",""coordinates"":[]}",550,72066152,trunk,,NH6,59.34444367698423
000000000000000022be,Kolasib,,24.350000381469727,92.66999816894533,Debris,Slide,Zukbual-Bilkhawthlir road,22669,Zukbual-Bilkhawthlir road slide 1,MZ/KLS/83D11/2020/22,Mizoram,84,"{""type"":""MultiPoint"",""coordinates"":[]}",36021,661558009,secondary,,,301.3184293934013
000000000000000022ec,Kolasib,,24.3799991607666,92.68000030517578,Debris,Slide,Phaisen,22691,Phaisen slide,MZ/KLS/83D11/2020/5,Mizoram,80,"{""type"":""MultiPoint"",""coordinates"":[]}",24668,540997690,tertiary,,,224.35437660902522
000000000000000022a6,Kolasib,,24.290000915527344,92.6500015258789,Debris,Slide,Bukvannei- Saihapui K road,22648,Omloi slide,MZ/KLS/83D11/2020/6,Mizoram,112,"{""type"":""MultiPoint"",""coordinates"":[]}",36021,661558009,secondary,,,458.92870328649656
000000000000000022a3,Kolasib,,24.280000686645508,92.63999938964844,Debris,Slide,Bukvannei- Saihapui K road,22645,Saihapui K slide 1,MZ/KLS/83D11/2020/8,Mizoram,51,"{""type"":""MultiPoint"",""coordinates"":[]}",36021,661558009,secondary,,,176.76334456460756
000000000000000022a4,Kolasib,,24.280000686645508,92.6500015258789,Debris,Slide,Bukvannei- Saihapui K road,22646,Saihapui K slide 2,MZ/KLS/83D11/2020/9,Mizoram,103,"{""type"":""MultiPoint"",""coordinates"":[]}",36021,661558009,secondary,,,149.81309290567825
000000000000000021e8,Kolasib,,24.033563,92.674267,Debris,Slide,Kawnpui,22493,,MZ/KOL/83D12/2016/12,Mizoram,765,"{""type"":""MultiPoint"",""coordinates"":[]}",4478,241573044,trunk,,NH6,37.28045717336045
000000000000000021e4,Kolasib,,24.03018569946289,92.673377,Debris,Slide,New Kawnpui(HM motors),22489,,MZ/KOL/83D12/2016/13,Mizoram,731,"{""type"":""MultiPoint"",""coordinates"":[]}",4478,241573044,trunk,,NH6,10.163191528597231
000000000000000021ec,Aizawl,,24.03739547729492,92.922461,Debris,Slide,6km S of Sailut,22497,,MZ/KOL/83D12/2016/14,Mizoram,913,"{""type"":""MultiPoint"",""coordinates"":[]}",4173,237669766,trunk,,NH2,7.258704605903851
000000000000000021e6,Kolasib,,24.030588150024418,92.668422,Debris,Slide,way to Maulvum,22491,,MZ/KOL/83D12/2016/9,Mizoram,914,"{""type"":""MultiPoint"",""coordinates"":[]}",4478,241573044,trunk,,NH6,435.9829167256812
000000000000000022aa,Kolasib,,24.290000915527344,92.81999969482422,Debris,Slide,N. Hlimen-Saipum road section,22651,N. Hlimen slide 5,MZ/KOL/83D15/2020/20,Mizoram,574,"{""type"":""MultiPoint"",""coordinates"":[]}",36474,663204888,secondary,,,240.9561790796922
000000000000000022af,Kolasib,,24.329999923706055,92.83999633789062,Debris,Slide,N. Hlimen-Saipum road section,22656,N. Hlimen slide 7,MZ/KOL/83D15/2020/22,Mizoram,459,"{""type"":""MultiPoint"",""coordinates"":[]}",36474,663204888,secondary,,,147.42555496745572
000000000000000022b4,Kolasib,,24.34000015258789,92.83999633789062,Debris,Slide,N. Hlimen-Saipum road section,22661,N. Hlimen slide 8,MZ/KOL/83D15/2020/23,Mizoram,459,"{""type"":""MultiPoint"",""coordinates"":[]}",36474,663204888,secondary,,,74.24153837241012
000000000000000022b7,Kolasib,,24.34000015258789,92.83999633789062,Debris,Slide,N. Hlimen-Saipum road section,22664,N. Hlimen slide 11,MZ/KOL/83D15/2020/26,Mizoram,459,"{""type"":""MultiPoint"",""coordinates"":[]}",36474,663204888,secondary,,,74.24153837241012
