sample_id,settlement_distance_m
782,637.5860683496314
783,15305.200079291819
784,1132.5473592563326
785,1295.0526574589885
786,7735.937611054299
787,1154.426444169698
788,647.8171049195204
789,16453.153677241553
790,1370.8145624126194
791,10020.667508906685
792,1084.2369572063408
793,5947.90806378095
794,6592.00366648797
795,1924.7800739279924
796,5049.950422104048
797,5438.040889111062
798,5576.169934565864
799,12756.201943172022
800,785.3831921601975
801,8887.562595811658
802,5452.921248267464
803,6017.8518567277915
804,12875.584902621587
805,2659.414540197792
806,8018.98171444622
807,562.247645787958
808,6025.992473893935
809,9445.773445061988
810,4963.804082959227
811,1613.2381376030123
812,11912.10723075376
813,929.280413663436
814,2646.678880219976
815,1004.8822151273233
816,2777.73749499149
817,5118.2018207665915
818,594.5480832586258
819,8652.27502244343
820,4367.454676283692
821,3501.5214212375963
822,27809.53769083252
823,5405.311342289665
824,6889.423465682732
825,7217.136219890788
826,2214.2425734462345
827,6165.155383804221
828,5951.718946142336
829,3563.0848302879313
830,1384.217580385128
831,33766.400465591265
832,1504.371533547869
833,3154.8041590775215
834,10650.908323335725
835,5020.637374664713
836,10441.415265492178
837,7547.307914106068
838,5815.591041216873
839,6253.430935176057
840,27640.159417176506
841,2215.056955093731
842,18760.684039187432
843,2636.0768535541706
844,6144.578166732423
845,8880.445125286817
846,4330.129091763369
847,15200.308766565086
848,13806.27385522212
849,6320.1961571990705
850,15437.978192085187
851,10281.286336280575
852,3598.9784483686085
853,3906.3610733795454
854,5206.390660730034
855,8661.919561853068
856,3873.080164091196
857,4987.463132444655
858,4528.6714992086245
859,9593.249437839082
860,3164.5238038537427
861,2903.261912864522
862,8396.963641071008
863,5703.259666238095
864,9521.817045448282
865,9113.057823036626
866,2809.752231314444
867,9257.418797864751
868,7088.266303438972
869,14086.043146526286
870,3048.4035035204533
871,2350.9847719373533
872,7786.533697111226
873,8583.434343543664
874,9835.230538070113
875,4346.811231661629
876,5395.433813262866
877,7935.656973596724
878,1968.7765373930847
879,14715.397865169462
880,9895.587221461912
881,14312.479028185558
882,30269.146425819894
883,711.3402582051094
884,1152.6410817831734
885,18271.56470290676
886,3422.7614990539714
887,5423.392545406609
888,1574.288404909806
889,14063.033044079913
890,394.91153002723297
891,2190.5065487445886
892,11304.541718548246
893,13163.235636738811
894,20676.58175197985
895,39422.54736221245
896,1819.9416878086938
897,10559.409388492137
898,15814.003936323936
899,5495.805022770492
900,5944.300293287935
901,3622.227407148141
902,9422.764388234978
903,13168.677092428827
904,10259.554007653644
905,3346.286224792319
906,4553.039039769275
907,23844.83990719223
908,3810.9917737090163
909,3768.509131602558
910,4079.9809883177463
911,2655.040444965352
912,18402.008280992464
913,3477.628812791466
914,1333.510627275468
915,14290.796776578865
916,14274.28951449296
917,18378.01720618054
918,1637.2853732076028
919,10867.709182380795
920,5074.0159632457535
921,5226.395045683038
922,5048.496531156953
923,5103.867764263715
924,3211.526210089849
925,2317.3450966586547
926,3313.7985653361643
927,1357.5896257512827
928,2297.8477182339398
929,4729.4742917605345
930,8983.190889559964
931,10583.901930148062
932,5542.768088984097
933,6670.1420842426405
934,286.2433765509845
935,2916.479927364321
936,3066.1960661806984
937,3562.2456109830996
938,2841.517330686473
939,5329.867217324919
940,11689.825350998017
941,32893.50983810441
942,792.9374191382991
943,17066.09523894172
944,4825.241754242512
