system:index,aspect_deg,clay_surface_pct,elevation_m,label,lulc_class,sample_id,sample_type,slope_deg,state,.geo
000000000000000012b4_0,102,27,204,0,10,4789,background,13,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.43557550293906,23.0000145562246]}"
000000000000000012b5_0,213,32,899,0,10,4790,background,23,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.92955907767634,23.320174123484797]}"
000000000000000012b6_0,312,30,259,0,10,4791,background,3,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.88967387906143,23.789903185550898]}"
000000000000000012b7_0,115,22,106,0,10,4792,background,2,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.72150925787429,24.05885878161628]}"
000000000000000012b8_0,107,31,537,0,10,4793,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.1809975257014,22.313611847628877]}"
000000000000000012b9_0,8,30,1510,0,10,4794,background,14,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.26777478214734,23.799604990619386]}"
000000000000000012ba_0,243,31,414,0,10,4795,background,10,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.71962279577764,22.589843797495625]}"
000000000000000012bb_0,28,31,530,0,10,4796,background,46,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.05110113561773,22.119845240844292]}"
000000000000000012bc_0,82,32,470,0,30,4797,background,19,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.44554680259279,23.30858585631966]}"
000000000000000012bd_0,129,31,752,0,10,4798,background,29,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.38850835633303,23.906594340958023]}"
000000000000000012be_0,354,28,502,0,10,4799,background,34,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.08613543169838,22.679585494379168]}"
000000000000000012bf_0,42,29,298,0,10,4800,background,38,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.98803940267254,22.93425787742705]}"
000000000000000012c0_0,284,28,166,0,10,4801,background,15,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.43961792171757,23.061998310828848]}"
000000000000000012c1_0,282,31,535,0,10,4802,background,37,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.78457099081947,22.236536396251424]}"
000000000000000012c2_0,205,31,536,0,10,4803,background,30,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.97321720048456,22.098016179440194]}"
000000000000000012c3_0,96,32,394,0,10,4804,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.76813182112011,22.60331852675742]}"
000000000000000012c4_0,10,31,421,0,10,4805,background,31,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.52423922148165,23.40344795032268]}"
000000000000000012c5_0,90,28,133,0,10,4806,background,1,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.63149806640553,22.91162033226724]}"
000000000000000012c6_0,124,34,455,0,10,4807,background,13,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.94545925820529,22.133319970106086]}"
000000000000000012c7_0,162,29,382,0,10,4808,background,21,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.47977261491769,23.41368874456164]}"
000000000000000012c8_0,97,29,946,0,30,4809,background,23,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.11038994436962,22.891947227545025]}"
000000000000000012c9_0,302,28,495,0,30,4810,background,10,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.9777986084336,22.081038020570332]}"
000000000000000012ca_0,270,27,93,0,10,4811,background,5,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.62772514221223,23.977740911460288]}"
000000000000000012cb_0,243,29,422,0,10,4812,background,31,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.51723236226553,23.295111127057865]}"
000000000000000012cc_0,54,30,1001,0,10,4813,background,24,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.003400594031,22.906499935147757]}"
000000000000000012cd_0,22,30,977,0,10,4814,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.11793579275621,22.928328996551862]}"
000000000000000012ce_0,162,32,432,0,10,4815,background,19,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.51049499763462,23.535769791673488]}"
000000000000000012cf_0,263,29,680,0,10,4816,background,27,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.50267965466276,23.497771055155226]}"
000000000000000012d0_0,136,34,363,0,10,4817,background,24,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.77082676697245,22.59954560256412]}"
000000000000000012d1_0,103,30,155,0,10,4818,background,34,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.91446738090315,22.009352460897595]}"
000000000000000012d2_0,97,26,93,0,10,4819,background,21,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.52666467274878,23.983130803165004]}"
000000000000000012d3_0,327,29,79,0,10,4820,background,11,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.37520871584621,23.33742177693989]}"
000000000000000012d4_0,282,29,89,0,10,4821,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.39218687471606,23.301040007933054]}"
000000000000000012d5_0,129,27,155,0,10,4822,background,20,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.30729608036677,23.747592535668865]}"
000000000000000012d6_0,272,30,459,0,10,4823,background,29,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.5894569111087,23.400483509885085]}"
000000000000000012d7_0,281,31,156,0,10,4824,background,19,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.43315005167193,23.996066543256326]}"
000000000000000012d8_0,280,30,153,0,10,4825,background,16,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.36874084580057,23.3953631127656]}"
000000000000000012d9_0,101,31,615,0,10,4826,background,27,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.42641268704102,22.987617805303756]}"
000000000000000012da_0,189,29,280,0,10,4827,background,35,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.44392983508135,23.35224397912787]}"
000000000000000012db_0,267,27,156,0,10,4828,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.55469210961331,24.036760225626942]}"
000000000000000012dc_0,78,28,164,0,10,4829,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.4636029398036,24.014661669637604]}"
000000000000000012dd_0,0,27,255,0,10,4830,background,2,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.29436034027543,23.76376221078302]}"
000000000000000012de_0,96,30,1441,0,10,4831,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.04840618976539,22.66152935716837]}"
000000000000000012df_0,16,32,556,0,10,4832,background,28,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.52909012401591,23.470282607461172]}"
000000000000000012e0_0,283,31,363,0,10,4833,background,20,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.75600456478446,22.635657876985725]}"
000000000000000012e1_0,265,30,232,0,10,4834,background,22,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.34745077356689,23.532535856650654]}"
000000000000000012e2_0,250,30,763,0,10,4835,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.99693272398531,22.902996505539697]}"
000000000000000012e3_0,207,30,897,0,10,4836,background,15,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.26103741751649,23.7298058930433]}"
000000000000000012e4_0,111,30,464,0,10,4837,background,24,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.60023669451817,23.323947047678104]}"
000000000000000012e5_0,275,31,482,0,10,4838,background,29,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.72258723621525,22.795468166030588]}"
000000000000000012e6_0,61,29,1598,0,10,4839,background,36,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.0486756843506,22.679046505208696]}"
000000000000000012e7_0,318,29,501,0,10,4840,background,13,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.60293164037051,23.402100477396502]}"
000000000000000012e8_0,274,30,946,0,10,4841,background,36,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.03897387928214,22.71920119840884]}"
000000000000000012e9_0,180,29,160,0,10,4842,background,10,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.38032911296568,23.568109141901786]}"
000000000000000012ea_0,116,30,447,0,10,4843,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.90799951085751,22.737257335619645]}"
000000000000000012eb_0,96,29,243,0,10,4844,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.46117748853646,23.464353726585983]}"
000000000000000012ec_0,348,29,247,0,10,4845,background,31,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.56762784970459,24.236186218701476]}"
000000000000000012ed_0,47,31,826,0,10,4846,background,38,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.92902008850587,23.2916076974498]}"
000000000000000012ee_0,90,27,100,0,10,4847,background,1,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.4129379577792,23.213993256901873]}"
000000000000000012ef_0,21,28,906,0,30,4848,background,43,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.06915727282853,22.65290553044082]}"
000000000000000012f0_0,59,29,110,0,10,4849,background,16,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.4051226148074,23.18812177671923]}"
000000000000000012f1_0,62,28,317,0,10,4850,background,8,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.43719247045044,23.501543979348533]}"
000000000000000012f2_0,174,30,105,0,10,4851,background,10,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.7538486081026,24.244540550843787]}"
000000000000000012f3_0,39,32,253,0,10,4852,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.77109626155766,22.65074957375893]}"
000000000000000012f4_0,156,28,108,0,10,4853,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.48785745247477,23.09191220979003]}"
000000000000000012f5_0,230,28,338,0,10,4854,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.90018416788564,22.734831884352516]}"
000000000000000012f6_0,302,29,1161,0,10,4855,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.07212171326614,22.629190006940064]}"
000000000000000012f7_0,255,28,185,0,10,4856,background,10,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.39272586388654,23.995797048671093]}"
000000000000000012f8_0,253,32,821,0,10,4857,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.91985727260789,23.298345062080692]}"
000000000000000012f9_0,172,31,148,0,10,4858,background,21,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.93360149645491,22.05328007829104]}"
000000000000000012fa_0,274,30,187,0,10,4859,background,12,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.75950799439255,22.242195782541373]}"
000000000000000012fb_0,270,31,1521,0,10,4860,background,5,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.07212171326614,22.61652376143398]}"
000000000000000012fc_0,82,27,409,0,10,4861,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.47114878819019,23.39967502612938]}"
000000000000000012fd_0,289,31,493,0,10,4862,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.51453741641313,23.34550661449697]}"
000000000000000012fe_0,273,34,719,0,10,4863,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.96647983585365,23.418809141681123]}"
000000000000000012ff_0,255,29,225,0,10,4864,background,39,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.91824030509645,22.288818345787178]}"
00000000000000001300_0,74,30,380,0,10,4865,background,28,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.5743652143355,22.97549054896814]}"
00000000000000001301_0,213,32,1006,0,10,4866,background,37,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.95489156868854,23.326372498945226]}"
00000000000000001302_0,225,31,364,0,10,4867,background,19,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.5005236979809,23.38916473730518]}"
00000000000000001303_0,337,27,886,0,10,4868,background,32,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.13114102743276,22.982766902769505]}"
00000000000000001304_0,63,29,346,0,10,4869,background,31,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.10661702017632,22.525973580794734]}"
00000000000000001305_0,136,27,102,0,10,4870,background,21,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.52909012401591,24.010349756273826]}"
00000000000000001306_0,344,28,162,0,10,4871,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.55361413127235,24.027058420558454]}"
00000000000000001307_0,314,33,473,0,10,4872,background,24,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.82715113528673,22.463720331605245]}"
00000000000000001308_0,67,28,72,0,10,4873,background,12,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.6177538425585,24.012505712955715]}"
00000000000000001309_0,189,29,202,0,10,4874,background,13,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.30244517783251,23.68264434062703]}"
0000000000000000130a_0,231,29,306,0,10,4875,background,21,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.8454767670828,22.219288742796323]}"
0000000000000000130b_0,166,33,317,0,10,4876,background,9,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.43853994337661,23.262502282244327]}"
0000000000000000130c_0,124,32,515,0,10,4877,background,13,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.00474806695718,23.306160405052537]}"
0000000000000000130d_0,85,28,758,0,10,4878,background,22,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.43341954625714,23.60422141632339]}"
0000000000000000130e_0,207,30,446,0,10,4879,background,27,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.51723236226553,23.292685675790743]}"
0000000000000000130f_0,245,29,267,0,10,4880,background,2,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.75627405936973,22.624608598991053]}"
00000000000000001310_0,304,27,191,0,10,4881,background,10,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.61263344543897,24.12461546041383]}"
00000000000000001311_0,348,29,808,0,10,4882,background,19,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.0988016772045,22.94099524205795]}"
00000000000000001312_0,214,29,267,0,10,4883,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.97564265175168,22.000998128755285]}"
00000000000000001313_0,113,34,394,0,10,4884,background,16,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.44150438381422,23.4096463257831]}"
00000000000000001314_0,216,29,130,0,10,4885,background,10,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.63392351767266,22.904882967636347]}"
00000000000000001315_0,338,28,978,0,10,4886,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.0893693667212,22.608708418462136]}"
00000000000000001316_0,229,30,236,0,10,4887,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.74549427596025,24.103055893594963]}"
00000000000000001317_0,136,28,278,0,10,4888,background,21,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.42614319245581,23.296997589154515]}"
00000000000000001318_0,336,30,224,0,10,4889,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.36685438370387,23.512323762757966]}"
00000000000000001319_0,200,30,102,0,10,4890,background,9,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.3938038422275,23.21534072982805]}"
0000000000000000131a_0,113,32,653,0,10,4891,background,14,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.7330975250394,22.582297949109027]}"
0000000000000000131b_0,235,30,463,0,10,4892,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.55496160419852,22.96336329263253]}"
0000000000000000131c_0,214,28,229,0,10,4893,background,9,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.6150588967061,22.026061125182217]}"
0000000000000000131d_0,63,30,690,0,10,4894,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.95111864449524,22.288548851201938]}"
0000000000000000131e_0,77,33,290,0,10,4895,background,8,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.88212803067483,22.255131522632695]}"
0000000000000000131f_0,60,31,404,0,10,4896,background,13,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.42129228992155,23.051218527419415]}"
00000000000000001320_0,186,29,118,0,10,4897,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.34825925732264,23.477289466677306]}"
00000000000000001321_0,19,29,124,0,10,4898,background,15,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.60131467285908,22.922939104847146]}"
00000000000000001322_0,79,23,193,0,10,4899,background,27,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.30163669407682,23.77588946711863]}"
00000000000000001323_0,180,32,348,0,10,4900,background,6,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.40027171227314,23.133683870501585]}"
00000000000000001324_0,265,30,138,0,10,4901,background,27,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.32130979879906,23.603143437982446]}"
00000000000000001325_0,217,32,841,0,10,4902,background,24,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.374764132486,23.22207809445895]}"
00000000000000001326_0,93,28,112,0,10,4903,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.32535221757757,23.515557697780793]}"
00000000000000001327_0,208,25,48,0,10,4904,background,2,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.46495041272976,22.817297227434693]}"
00000000000000001328_0,243,30,378,0,10,4905,background,10,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.39056990720468,23.713366723343917]}"
00000000000000001329_0,44,31,520,0,10,4906,background,31,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.53124608069777,23.009177372122622]}"
0000000000000000132a_0,162,30,487,0,10,4907,background,33,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.49998470881042,23.394554629009896]}"
0000000000000000132b_0,144,30,117,0,10,4908,background,7,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.29031792149692,23.63117087484698]}"
0000000000000000132c_0,148,35,454,0,10,4909,background,32,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.60805203748998,23.07951545886918]}"
0000000000000000132d_0,273,33,473,0,10,4910,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.87916359023728,22.207700475631185]}"
0000000000000000132e_0,90,27,183,0,10,4911,background,3,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.62422171260414,22.01851527679561]}"
0000000000000000132f_0,59,31,250,0,10,4912,background,11,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.52289174855548,23.57134307692462]}"
00000000000000001330_0,154,32,215,0,10,4913,background,16,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.39461232598319,23.474594520824944]}"
00000000000000001331_0,349,33,597,0,10,4914,background,37,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.04813669518012,22.125504627134248]}"
00000000000000001332_0,67,30,171,0,10,4915,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.62853362596792,22.931562931574696]}"
00000000000000001333_0,138,30,385,0,10,4916,background,20,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.45902153185455,23.776428456289104]}"
00000000000000001334_0,209,28,51,0,10,4917,background,2,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.39515131515367,22.95096654171168]}"
00000000000000001335_0,231,30,799,0,10,4918,background,39,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.50402712758893,23.500466001007588]}"
00000000000000001336_0,229,27,1179,0,10,4919,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.04382478181634,22.72162664967596]}"
00000000000000001337_0,240,26,1215,0,10,4920,background,33,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.03088904172506,22.673117624333507]}"
00000000000000001338_0,352,25,127,0,10,4921,background,7,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.41428543070543,23.855390369763214]}"
00000000000000001339_0,110,35,228,0,10,4922,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.90584355417559,22.306604988412744]}"
0000000000000000133a_0,57,28,295,0,10,4923,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.4722267665311,23.40398693949315]}"
0000000000000000133b_0,94,32,521,0,10,4924,background,12,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.50375763300372,23.354399935809752]}"
0000000000000000133c_0,55,33,431,0,10,4925,background,24,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.44069590005853,23.408837842027395]}"
0000000000000000133d_0,76,26,99,0,10,4926,background,11,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.62098777758132,24.115183149930573]}"
0000000000000000133e_0,21,28,118,0,10,4927,background,24,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.72662965499376,24.08176582136133]}"
0000000000000000133f_0,122,32,397,0,10,4928,background,15,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.98669192974637,24.38764217560403]}"
00000000000000001340_0,207,31,148,0,10,4929,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.8390088970371,22.2950167212476]}"
00000000000000001341_0,232,28,404,0,10,4930,background,23,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.5298986077716,23.607185856760985]}"
00000000000000001342_0,263,31,502,0,10,4931,background,23,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.5487632287381,23.909019792225145]}"
00000000000000001343_0,295,31,431,0,10,4932,background,27,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.95785600912615,22.077534590962266]}"
00000000000000001344_0,103,29,410,0,10,4933,background,20,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.3579610623911,23.535500297088248]}"
00000000000000001345_0,78,28,144,0,10,4934,background,9,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.4646809181445,23.359250838343996]}"
00000000000000001346_0,237,33,250,0,10,4935,background,23,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.8247256840196,22.281272497400572]}"
00000000000000001347_0,253,22,56,0,10,4936,background,6,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.40323615271075,22.9218611265062]}"
00000000000000001348_0,13,31,235,0,10,4937,background,13,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.52909012401591,23.552747950543342]}"
00000000000000001349_0,310,30,290,0,10,4938,background,14,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.42075330075107,23.09784109066522]}"
0000000000000000134a_0,71,30,1198,0,10,4939,background,19,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.00636503446856,22.87658603618658]}"
0000000000000000134b_0,66,32,585,0,10,4940,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.54714626122666,23.372456073020558]}"
0000000000000000134c_0,120,33,395,0,10,4941,background,9,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.86541936639026,22.22683459118293]}"
0000000000000000134d_0,233,27,1580,0,10,4942,background,22,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.93279301269922,23.551669972202397]}"
0000000000000000134e_0,93,28,109,0,10,4943,background,16,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.61371142377993,22.938839285376062]}"
0000000000000000134f_0,82,27,77,0,10,4944,background,19,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.49540330086143,23.008907877537382]}"
00000000000000001350_0,299,29,664,0,10,4945,background,29,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.98857839184302,21.9996506558291]}"
00000000000000001351_0,152,30,752,0,30,4946,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.08424896960173,22.888443797936958]}"
00000000000000001352_0,44,27,1071,0,10,4947,background,35,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.06430637029428,22.676621053941574]}"
00000000000000001353_0,105,29,613,0,10,4948,background,7,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.37368615414505,23.192972679253472]}"
00000000000000001354_0,280,29,147,0,10,4949,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.32643019591853,23.50747286022372]}"
00000000000000001355_0,320,29,200,0,30,4950,background,31,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.6290726151384,22.9609378413654]}"
00000000000000001356_0,258,26,129,0,10,4951,background,13,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.46683687482641,23.02561654182201]}"
00000000000000001357_0,74,31,73,0,30,4952,background,13,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.75357911351733,24.281191814435864]}"
00000000000000001358_0,190,29,392,0,10,4953,background,31,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.46548940190024,23.415305712073057]}"
00000000000000001359_0,150,28,471,0,10,4954,background,41,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.51049499763462,23.516096686951265]}"
0000000000000000135a_0,137,28,472,0,10,4955,background,20,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.09610673135211,22.66368531385025]}"
0000000000000000135b_0,14,27,1250,0,10,4956,background,27,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.06592333780571,22.620835674797753]}"
0000000000000000135c_0,241,29,945,0,30,4957,background,32,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.13895637040463,23.468935134534995]}"
0000000000000000135d_0,59,30,173,0,10,4958,background,27,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.9088079946132,21.9853674428116]}"
0000000000000000135e_0,85,29,202,0,10,4959,background,20,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.55361413127235,22.790347768911104]}"
0000000000000000135f_0,254,29,112,0,10,4960,background,13,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.38841395052276,23.359250838343996]}"
00000000000000001360_0,261,32,217,0,10,4961,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.79588976339937,22.42194867089369]}"
00000000000000001361_0,248,30,846,0,30,4962,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.03573994425932,22.71327231753365]}"
00000000000000001362_0,123,27,167,0,10,4963,background,21,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.00690402363904,24.398691453598694]}"
