system:index,aspect_deg,clay_surface_pct,elevation_m,label,lulc_class,sample_id,sample_type,slope_deg,state,.geo
00000000000000000140_0,41,16,4105,0,10,321,background,20,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.23974734528281,28.481264925336685]}"
00000000000000000141_0,342,16,3132,0,10,322,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.99989716442292,27.9484741303254]}"
00000000000000000142_0,339,17,3007,0,10,323,background,17,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.085974065769,28.037407343453232]}"
00000000000000000143_0,100,18,3191,0,10,324,background,30,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.0023363385356,28.557531892958433]}"
00000000000000000144_0,21,27,1215,0,10,325,background,15,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.86094608709703,27.336990916425236]}"
00000000000000000145_0,116,18,2279,0,10,326,background,43,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.38294337585336,28.4648257556373]}"
00000000000000000146_0,114,18,2756,0,10,327,background,16,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.1272874202748,28.798190557574053]}"
00000000000000000147_0,84,17,4011,0,100,328,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.007806913205,28.808700846398253]}"
00000000000000000148_0,218,16,3007,0,10,329,background,47,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.19798940741686,28.47506654987626]}"
00000000000000000149_0,350,30,502,0,10,330,background,24,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.73409482041563,28.078640014994317]}"
0000000000000000014a_0,144,26,1413,0,10,331,background,32,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.7683206327406,28.342205719354983]}"
0000000000000000014b_0,111,24,1920,0,10,332,background,49,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.63078398846005,28.186168354503423]}"
0000000000000000014c_0,37,33,154,0,10,333,background,3,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.95679175363074,27.79944362468997]}"
0000000000000000014d_0,122,27,2426,0,10,334,background,20,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.28323037931608,28.169729184804037]}"
0000000000000000014e_0,11,29,197,0,10,335,background,6,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.0864186491292,27.480362035770717]}"
0000000000000000014f_0,337,24,2110,0,10,336,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.25609210917196,27.21841329892146]}"
00000000000000000150_0,174,27,290,0,10,337,background,19,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.14551864626054,28.100469076398422]}"
00000000000000000151_0,58,31,604,0,10,338,background,20,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.01768380704851,27.068304814945094]}"
00000000000000000152_0,307,25,1604,0,10,339,background,27,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.827070452322,28.526809510241545]}"
00000000000000000153_0,329,17,2814,0,10,340,background,30,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.65900023694513,28.949646514476605]}"
00000000000000000154_0,53,12,4780,0,70,341,background,19,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.88708706186492,28.271867632608426]}"
00000000000000000155_0,120,20,1982,0,10,342,background,33,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.56881395670138,27.975962578019455]}"
00000000000000000156_0,256,23,1617,0,10,343,background,12,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.57607658765716,27.91909922053469]}"
00000000000000000157_0,245,24,485,0,10,344,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.58192478556765,27.200626656295896]}"
00000000000000000158_0,351,18,2515,0,10,345,background,35,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.41545781485661,28.37104163997522]}"
00000000000000000159_0,179,17,2501,0,10,346,background,36,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.79132207829593,28.758844348129617]}"
0000000000000000015a_0,301,18,3653,0,10,347,background,30,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.19565836195994,27.913709328829974]}"
0000000000000000015b_0,74,-9999,4438,0,30,348,background,36,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.26848886009282,27.73907683759714]}"
0000000000000000015c_0,355,19,4198,0,70,349,background,13,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.79049987169464,27.976501567189928]}"
0000000000000000015d_0,116,22,1460,0,10,350,background,36,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.51112839261532,28.164608787684553]}"
0000000000000000015e_0,228,25,1013,0,10,351,background,10,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.65100980519833,27.568756259728076]}"
0000000000000000015f_0,17,19,2897,0,10,352,background,27,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.32742749129477,28.59687810240287]}"
00000000000000000160_0,90,27,177,0,10,353,background,1,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.88751792237957,27.00066167405089]}"
00000000000000000161_0,351,24,1397,0,10,354,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.8861704494534,27.425924129553074]}"
00000000000000000162_0,156,17,3786,0,10,355,background,34,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.34323326601339,28.286689834796398]}"
00000000000000000163_0,227,17,3690,0,10,356,background,33,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.90756865034285,28.256506441249982]}"
00000000000000000164_0,225,22,734,0,10,357,background,42,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.76356413601661,28.43868478086942]}"
00000000000000000165_0,159,17,3448,0,10,358,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.03968795722756,27.47685860616265]}"
00000000000000000166_0,228,23,1654,0,10,359,background,45,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.5041215333992,28.04387521349889]}"
00000000000000000167_0,90,16,2077,0,10,360,background,41,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.00512569019821,28.23009597189687]}"
00000000000000000168_0,40,28,1619,0,10,361,background,41,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.33191449343349,27.20736402092679]}"
00000000000000000169_0,164,21,2870,0,10,362,background,49,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.45085601133275,28.371311134560457]}"
0000000000000000016a_0,120,27,145,0,10,363,background,4,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.54581251114604,28.00291203654304]}"
0000000000000000016b_0,343,-9999,3515,0,10,364,background,35,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.91311990797698,28.178353011531584]}"
0000000000000000016c_0,315,27,1388,0,10,365,background,38,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.81026738222715,27.81103189185511]}"
0000000000000000016d_0,260,29,1543,0,30,366,background,5,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.84314572162594,27.532913479891704]}"
0000000000000000016e_0,334,26,153,0,40,367,background,7,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.91367261999301,27.58223098898987]}"
0000000000000000016f_0,171,21,2221,0,10,368,background,36,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.7412904912523,27.7741111336778]}"
00000000000000000170_0,5,-9999,1750,0,10,369,background,21,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.94628146480653,28.141971242524743]}"
00000000000000000171_0,72,17,2693,0,10,370,background,46,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.64076901095933,28.220394166828378]}"
00000000000000000172_0,84,18,3870,0,60,371,background,26,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.82733994690727,29.133711316192695]}"
00000000000000000173_0,270,23,191,0,80,372,background,3,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.07483038196403,27.51000644014666]}"
00000000000000000174_0,181,26,855,0,10,373,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.76042460680407,27.941197776524028]}"
00000000000000000175_0,176,18,2439,0,10,374,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.58183037975738,28.844813120819857]}"
00000000000000000176_0,18,22,2217,0,10,375,background,30,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.72350384862676,27.930417993114595]}"
00000000000000000177_0,270,33,205,0,40,376,background,2,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.80830023716578,28.06543478031776]}"
00000000000000000178_0,35,29,454,0,10,377,background,51,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.40700907690405,26.994463298590468]}"
00000000000000000179_0,311,13,4620,0,100,378,background,36,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18370619439935,29.203240919183546]}"
0000000000000000017a_0,191,25,1903,0,10,379,background,17,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.78870781540826,27.609719436683925]}"
0000000000000000017b_0,209,19,2955,0,10,380,background,35,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.68658309044946,27.79674867883761]}"
0000000000000000017c_0,14,25,1502,0,10,381,background,13,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.62109590623714,27.686794888061378]}"
0000000000000000017d_0,35,19,2766,0,10,382,background,35,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.89705836151865,27.830435501992092]}"
0000000000000000017e_0,114,32,105,0,10,383,background,5,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.60841593788547,26.958620518754095]}"
0000000000000000017f_0,301,26,1753,0,10,384,background,49,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.41276286900427,27.122473226577497]}"
00000000000000000180_0,195,16,4724,0,70,385,background,27,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.48337045033605,28.660748319103767]}"
00000000000000000181_0,20,32,900,0,10,386,background,12,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.32105402705935,26.733862034667396]}"
00000000000000000182_0,52,26,1780,0,30,387,background,10,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.47734716365062,27.341033335203775]}"
00000000000000000183_0,31,19,2314,0,10,388,background,18,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.23031503479956,27.76575680153549]}"
00000000000000000184_0,175,26,1635,0,10,389,background,40,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.59413272486796,27.853881530907614]}"
00000000000000000185_0,122,22,1582,0,10,390,background,30,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.44402424089162,28.014230809122946]}"
00000000000000000186_0,332,20,2512,0,10,391,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.46038272762627,28.84912503418363]}"
00000000000000000187_0,346,31,790,0,10,392,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.16815619142034,28.039832794720354]}"
00000000000000000188_0,275,27,820,0,10,393,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.8236477056787,27.33564344349906]}"
00000000000000000189_0,100,20,2843,0,10,394,background,40,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.05919969602036,28.73593730838457]}"
0000000000000000018a_0,208,19,2307,0,10,395,background,43,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.02938020286945,27.828549039895442]}"
0000000000000000018b_0,81,23,1798,0,10,396,background,36,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.29131521687316,28.732164384191268]}"
0000000000000000018c_0,261,21,1890,0,10,397,background,33,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.76526178649277,28.05681095359021]}"
0000000000000000018d_0,128,27,1247,0,10,398,background,34,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.5953051090192,27.9026600508353]}"
0000000000000000018e_0,280,19,3074,0,10,399,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.0983570938443,28.68527232636023]}"
0000000000000000018f_0,165,30,1170,0,10,400,background,27,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.43792027124147,28.14277972628045]}"
00000000000000000190_0,178,16,4570,0,100,401,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.50968651387888,27.680596512600957]}"
00000000000000000191_0,280,12,3790,0,100,402,background,20,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.45562623090228,28.92134958302684]}"
00000000000000000192_0,231,23,1970,0,10,403,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.3202318204581,27.250213659979295]}"
00000000000000000193_0,69,26,1539,0,10,404,background,17,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.76885962191108,27.97057268631474]}"
00000000000000000194_0,70,18,3176,0,10,405,background,13,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.30442604573943,27.615917812144353]}"
00000000000000000195_0,0,25,236,0,30,406,background,0,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.70319734892382,28.236833336527763]}"
00000000000000000196_0,14,25,1663,0,10,407,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.29095131647767,27.222186223114768]}"
00000000000000000197_0,262,27,471,0,10,408,background,30,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.95462207410327,27.297105717810332]}"
00000000000000000198_0,185,28,2616,0,10,409,background,22,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.43378344665263,27.415413840728874]}"
00000000000000000199_0,144,28,1616,0,10,410,background,47,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.7364395887181,27.382804995915336]}"
0000000000000000019a_0,135,21,3910,0,30,411,background,41,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.86471901129033,27.641250303156518]}"
0000000000000000019b_0,250,14,3918,0,100,412,background,33,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.63555420802959,29.19380860870029]}"
0000000000000000019c_0,37,29,720,0,10,413,background,30,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.49648127920233,26.997697233613295]}"
0000000000000000019d_0,39,18,3481,0,10,414,background,52,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.52227207642028,28.840501207456082]}"
0000000000000000019e_0,85,19,3150,0,10,415,background,38,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.72878561167568,27.83582539369681]}"
0000000000000000019f_0,49,18,3206,0,10,416,background,16,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.1868457236119,28.6467346006715]}"
000000000000000001a0_0,166,20,2425,0,10,417,background,51,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.13411919071592,28.38343839089607]}"
000000000000000001a1_0,38,25,1318,0,10,418,background,33,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.53421052113538,27.05671654777995]}"
000000000000000001a2_0,209,29,1328,0,10,419,background,11,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.87028399177001,27.110076475656648]}"
000000000000000001a3_0,82,27,1611,0,10,420,background,18,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.51553471178937,28.280221964750737]}"
000000000000000001a4_0,176,20,1737,0,10,421,background,30,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.51130348139031,27.53264398530647]}"
000000000000000001a5_0,200,28,952,0,10,422,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.19079373658019,28.113943805660213]}"
000000000000000001a6_0,297,12,2098,0,10,423,background,45,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.9732309233301,28.994652110210993]}"
000000000000000001a7_0,34,16,4086,0,100,424,background,41,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.14661034744705,28.0379463326237]}"
000000000000000001a8_0,192,15,3967,0,30,425,background,35,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.82339193393898,29.165511677250525]}"
000000000000000001a9_0,203,16,1995,0,10,426,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.44178760124504,28.657514384080937]}"
000000000000000001aa_0,17,24,1479,0,10,427,background,38,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.61363074081521,28.48153441992192]}"
000000000000000001ab_0,117,16,2528,0,10,428,background,45,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.20444355461694,27.855767993004264]}"
000000000000000001ac_0,127,14,2378,0,10,429,background,46,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.9212184683796,29.119697597760428]}"
000000000000000001ad_0,241,16,4185,0,100,430,background,41,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.84089535913375,28.040371783890826]}"
000000000000000001ae_0,42,16,3975,0,30,431,background,22,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.06495348812058,27.748239653495155]}"
000000000000000001af_0,279,25,1034,0,10,432,background,28,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.89498308780145,28.12903550243342]}"
000000000000000001b0_0,133,30,946,0,10,433,background,33,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18801810776313,28.032017451748512]}"
000000000000000001b1_0,109,25,1582,0,10,434,background,19,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.48327604452578,27.366365826215947]}"
000000000000000001b2_0,327,24,1990,0,10,435,background,44,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.60762117697533,27.711857884488317]}"
000000000000000001b3_0,317,26,917,0,10,436,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.60608489242861,28.421437127414325]}"
000000000000000001b4_0,308,22,1299,0,10,437,background,44,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.2533164803549,27.812918353951765]}"
000000000000000001b5_0,231,22,1105,0,10,438,background,39,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.79777622549602,27.570373227239493]}"
000000000000000001b6_0,114,25,1114,0,10,439,background,20,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.79615925798464,27.442632793837696]}"
000000000000000001b7_0,344,17,2477,0,10,440,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.75826865012215,28.22093315599885]}"
000000000000000001b8_0,261,16,3749,0,10,441,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.28944247762206,27.91909922053469]}"
000000000000000001b9_0,92,30,967,0,10,442,background,38,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.42642640988657,28.280221964750737]}"
000000000000000001ba_0,296,22,5109,0,70,443,background,33,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.10679210895131,27.717517270778266]}"
000000000000000001bb_0,161,24,2336,0,10,444,background,45,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.20759680667504,28.611430810005604]}"
000000000000000001bc_0,357,14,3981,0,10,445,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.0870520441099,28.24276221740295]}"
000000000000000001bd_0,164,28,148,0,10,446,background,4,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.88753164522512,27.698922144396995]}"
000000000000000001be_0,9,17,3346,0,10,447,background,41,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.44825547129068,28.824870521512402]}"
000000000000000001bf_0,58,14,4389,0,100,448,background,12,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.4540092633909,28.802771965523064]}"
000000000000000001c0_0,223,30,1876,0,10,449,background,32,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.62000420505063,27.30330409327076]}"
000000000000000001c1_0,62,-9999,4932,0,70,450,background,6,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.68458849969699,28.113674311074977]}"
000000000000000001c2_0,109,19,2731,0,10,451,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.81188434973853,28.499321062547487]}"
000000000000000001c3_0,245,17,3547,0,10,452,background,38,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.52712297895454,29.055018897303825]}"
000000000000000001c4_0,140,21,1997,0,30,453,background,47,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.98868652049885,28.102086043909836]}"
000000000000000001c5_0,163,20,2868,0,10,454,background,47,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.28862027102076,28.412274311516306]}"
000000000000000001c6_0,113,17,2142,0,10,455,background,47,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.01975908076565,29.0240270200017]}"
000000000000000001c7_0,139,15,4680,0,100,456,background,11,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.64514788444228,27.798096151763787]}"
000000000000000001c8_0,311,15,4626,0,100,457,background,23,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.29185420604364,29.06040878900854]}"
000000000000000001c9_0,235,15,2798,0,10,458,background,24,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.74721937212752,28.13631185623479]}"
000000000000000001ca_0,175,17,3498,0,10,459,background,39,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.17624102897742,28.730008427509382]}"
000000000000000001cb_0,201,15,2016,0,10,460,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.24765709406495,28.703058968985797]}"
000000000000000001cc_0,105,29,327,0,10,461,background,40,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.77936991073528,27.70431203610171]}"
000000000000000001cd_0,65,15,2612,0,10,462,background,40,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.73463380958611,29.130477381169865]}"
000000000000000001ce_0,58,26,2244,0,10,463,background,38,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.52469752768741,28.427366008289514]}"
000000000000000001cf_0,163,24,1365,0,10,464,background,47,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.55442261502805,27.401400122296607]}"
000000000000000001d0_0,52,18,3118,0,10,465,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.89290781408431,27.987011856014128]}"
000000000000000001d1_0,0,17,3596,0,30,466,background,24,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.44357965753142,28.928625936828208]}"
000000000000000001d2_0,79,24,1139,0,10,467,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.72206196989032,28.437606802528478]}"
000000000000000001d3_0,251,25,1615,0,10,468,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.86112117587203,27.027341637989238]}"
000000000000000001d4_0,348,26,1118,0,10,469,background,15,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.9230912076307,27.252369616661177]}"
000000000000000001d5_0,62,32,341,0,10,470,background,22,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.27901287176257,27.03839091598391]}"
000000000000000001d6_0,90,26,1286,0,10,471,background,22,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.4112403073031,28.088611314648045]}"
000000000000000001d7_0,348,18,3666,0,10,472,background,15,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.33972983640535,28.582864383970605]}"
000000000000000001d8_0,326,24,1393,0,10,473,background,35,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.98453597306445,27.18526546493745]}"
000000000000000001d9_0,201,25,858,0,60,474,background,3,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.2820717180104,28.087802830892336]}"
000000000000000001da_0,202,17,2302,0,10,475,background,28,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.1990536629122,28.2476131199372]}"
000000000000000001db_0,6,19,2955,0,10,476,background,28,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.75654355395494,27.725871602920577]}"
000000000000000001dc_0,211,19,1405,0,10,477,background,27,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.04293561509593,28.919732615515425]}"
000000000000000001dd_0,74,28,1050,0,10,478,background,30,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.14596322962075,27.306538028293588]}"
000000000000000001de_0,96,29,1290,0,10,479,background,30,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.91942641209323,27.249405176223583]}"
000000000000000001df_0,253,26,1438,0,10,480,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.041129835964,27.165592360215236]}"
000000000000000001e0_0,224,27,1878,0,10,481,background,32,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.33541792304158,27.328906078868165]}"
000000000000000001e1_0,266,16,4196,0,100,482,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.38536882712049,28.92700896931679]}"
000000000000000001e2_0,156,29,316,0,10,483,background,5,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.66762406367269,28.270520159682246]}"
000000000000000001e3_0,276,25,4044,0,60,484,background,48,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.00755114146534,27.71670878702256]}"
000000000000000001e4_0,286,26,211,0,10,485,background,3,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.20014536409872,27.839598317890115]}"
000000000000000001e5_0,351,19,2867,0,10,486,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.67580330703998,27.725332613750112]}"
000000000000000001e6_0,276,22,1511,0,10,487,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.04193831971969,27.758480447734122]}"
