system:index,District,Latitude,Longitude,SlNo,State,event_date,rainfall_15d_mm,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,.geo
00000000000000000261,Kamrup (Metro),26.156633377075195,91.9385757446289,856,Assam,2024-08-01,133.29999680258334,6.399999877437949,35.59499923326075,55.15999866370112,"{""type"":""Point"",""coordinates"":[91.9385757446289,26.156633377075195]}"
0000000000000000006c,Karimganj,24.710832595825195,92.481167,35,Assam,2010-05-27,387.2499910388142,16.704999573528767,64.27999825309962,195.9899939345196,"{""type"":""Point"",""coordinates"":[92.48116700000001,24.710832595825195]}"
000000000000000001c9,Karimganj,24.78002778,92.45372222,38,Assam,2020-05-26,247.9349938677624,95.11499823629856,114.70999753754586,148.3199966736138,"{""type"":""Point"",""coordinates"":[92.45372222,24.78002778]}"
000000000000000001ca,Karimganj,24.78380556,92.45563889,39,Assam,2020-05-26,247.9349938677624,95.11499823629856,114.70999753754586,148.3199966736138,"{""type"":""Point"",""coordinates"":[92.45563889,24.783805560000005]}"
00000000000000000257,Udalguri,26.89073944091797,92.12068176269533,590,Assam,2021-04-21,29.154999243095517,0.10499999672174454,2.364999935030937,11.404999641701579,"{""type"":""Point"",""coordinates"":[92.12068176269533,26.89073944091797]}"
00000000000000000258,Udalguri,26.88969039916992,92.1226577758789,589,Assam,2021-04-21,29.154999243095517,0.10499999672174454,2.364999935030937,11.404999641701579,"{""type"":""Point"",""coordinates"":[92.1226577758789,26.889690399169922]}"
00000000000000000260,West Khasi Hills,25.740148,91.224044,852,Assam,2014-07-11,328.0639918940142,24.879999321885407,101.01999809686095,132.54999720677733,"{""type"":""Point"",""coordinates"":[91.224044,25.740148]}"
0000000000000000017f,Bishnupur,24.524125,93.816333,19559,Manipur,2024-07-25,162.90499612595886,4.334999871440232,27.584999413229525,88.44499762915075,"{""type"":""Point"",""coordinates"":[93.81633300000001,24.524125]}"
00000000000000000180,Bishnupur,24.51705551147461,93.817056,19560,Manipur,2024-07-26,161.53499610256404,9.209999743849039,17.11999958846718,89.12499766238034,"{""type"":""Point"",""coordinates"":[93.817056,24.517055511474613]}"
00000000000000000090,Chandel,24.406389236450195,94.06582641601562,18354,Manipur,2007-08-31,148.44499664381146,6.9449998857453465,14.629999577999115,73.83999814931303,"{""type"":""Point"",""coordinates"":[94.06582641601562,24.406389236450195]}"
00000000000000000181,Kangpokpi,25.146528244018555,93.941722,19217,Manipur,2017-05-28,83.57499813754112,6.434999831952155,17.789999541826546,26.5699993558228,"{""type"":""Point"",""coordinates"":[93.94172200000001,25.146528244018555]}"
0000000000000000023c,Noney,24.925199508666992,94.33709716796876,18904,Manipur,2018-05-30,79.56999784521759,28.66499899327755,28.804998993873596,31.18499893322587,"{""type"":""Point"",""coordinates"":[94.33709716796878,24.925199508666996]}"
00000000000000000026,Ri-Bhoi,25.67469444,91.88652778,19578,Manipur,2011-06-19,186.7249954836443,2.479999958537519,36.6049989098683,81.57999781798571,"{""type"":""Point"",""coordinates"":[91.88652778,25.674694439999996]}"
00000000000000000091,Senapati,25.472169876098633,94.15432739257812,19515,Manipur,2007-09-02,158.8569960957393,9.766999808140099,39.29699901584536,88.75199788436294,"{""type"":""Point"",""coordinates"":[94.15432739257812,25.472169876098636]}"
000000000000000001ff,TAMENGLONG,24.98500061035156,93.52113889,19575,Manipur,2011-05-24,190.43999724183232,82.09499894361943,131.43999791238457,185.02499732654542,"{""type"":""Point"",""coordinates"":[93.52113889,24.985000610351562]}"
0000000000000000023b,TAMENGLONG,24.79083333,93.72333333,19576,Manipur,2011-06-29,209.88499566726387,19.35499945934862,60.59999899659306,121.06999742239714,"{""type"":""Point"",""coordinates"":[93.72333333,24.790833330000005]}"
0000000000000000000b,Tamenglong,24.81722068786621,93.51721954345705,18716,Manipur,2007-06-09,36.55499893054366,13.299999488517642,20.20999933499843,22.11999928858131,"{""type"":""Point"",""coordinates"":[93.51721954345705,24.817220687866214]}"
00000000000000000027,Tamenglong,24.86469444,93.62116667,19582,Manipur,2010-06-01,200.65999524109066,20.249999484047294,41.919998926110566,104.91999713424593,"{""type"":""Point"",""coordinates"":[93.62116667,24.864694440000005]}"
00000000000000000028,Tamenglong,24.86297222,93.62397222,19583,Manipur,2010-06-01,200.65999524109066,20.249999484047294,41.919998926110566,104.91999713424593,"{""type"":""Point"",""coordinates"":[93.62397222000001,24.862972220000003]}"
00000000000000000029,Tamenglong,24.73133333,93.92738889,19584,Manipur,2010-03-21,2.3999999705702066,0.0,0.0,2.1699999794363976,"{""type"":""Point"",""coordinates"":[93.92738889000002,24.73133333]}"
00000000000000000093,Tamenglong,24.848329544067383,93.45916748046876,18803,Manipur,2008-06-12,97.50499731395394,13.394999640993774,35.24499922990799,81.10499787237495,"{""type"":""Point"",""coordinates"":[93.45916748046876,24.848329544067386]}"
00000000000000000094,Tamenglong,24.832780838012695,93.4633331298828,18759,Manipur,2008-06-24,127.5099977441132,31.244999818503857,44.94999942462891,67.59999864082783,"{""type"":""Point"",""coordinates"":[93.4633331298828,24.83278083801269]}"
00000000000000000095,Tamenglong,24.817779541015625,93.51583099365234,18718,Manipur,2007-09-03,198.17549481987953,43.05999850202352,58.91549833584577,103.21049713063985,"{""type"":""Point"",""coordinates"":[93.51583099365236,24.817779541015625]}"
00000000000000000096,Tamenglong,24.98611068725586,93.50582885742188,18997,Manipur,2007-08-17,97.15999827347696,5.294999914243817,33.98999919369817,59.839998685754836,"{""type"":""Point"",""coordinates"":[93.50582885742188,24.98611068725586]}"
00000000000000000182,Tamenglong,24.983806,93.497528,18988,Manipur,2018-06-15,394.64148978795856,95.149997305125,262.9899935359135,338.7699915012345,"{""type"":""Point"",""coordinates"":[93.497528,24.983806000000005]}"
000000000000000001cc,Tamenglong,24.979000091552734,93.49600219726562,19558,Manipur,2024-07-22,135.99499634001404,54.914998169988394,57.17999812029302,66.16499800980091,"{""type"":""Point"",""coordinates"":[93.49600219726562,24.979000091552738]}"
00000000000000000215,Tamenglong,24.848329544067383,93.45916748046876,18802,Manipur,2007-09-05,250.5319940187037,19.45499941240996,75.23499834351242,99.69699780829251,"{""type"":""Point"",""coordinates"":[93.45916748046876,24.848329544067386]}"
00000000000000000265,Tamenglong,25.091777801513672,92.354694,19123,Manipur,2018-07-04,233.02199535351247,50.68499884009361,100.51699779741466,137.20199705753475,"{""type"":""Point"",""coordinates"":[92.354694,25.09177780151368]}"
0000000000000000023d,Tengnoupal,24.813306,93.243417,18701,Manipur,2018-07-26,112.43999816291034,41.41499932855368,68.86999892443419,85.88999848999083,"{""type"":""Point"",""coordinates"":[93.24341700000001,24.813306]}"
0000000000000000026a,Ukhrul,24.98352813720703,94.158333,18986,Manipur,2018-06-05,78.15849831607193,11.769999742507935,36.20999905932695,53.40349873807281,"{""type"":""Point"",""coordinates"":[94.15833300000001,24.98352813720703]}"
00000000000000000099,East Jaintia Hills,25.04805374145508,92.409245,20504,Meghalaya,2025-05-04,173.96499616652727,0.539999975822866,3.479999861679971,50.78999873902649,"{""type"":""Point"",""coordinates"":[92.409245,25.04805374145508]}"
0000000000000000021b,East Jaintia Hills,25.091779708862305,92.3546905517578,19658,Meghalaya,2018-04-30,85.50499815586954,35.889999544247985,55.39999899454415,67.97499875538051,"{""type"":""Point"",""coordinates"":[92.35469055175781,25.09177970886231]}"
00000000000000000018,East Khasi Hills,25.57711111,91.88141667,20511,Meghalaya,2010-08-20,226.61999483872205,72.76999837625772,113.34499742183834,126.9899970991537,"{""type"":""Point"",""coordinates"":[91.88141667,25.57711111]}"
0000000000000000001f,East Khasi Hills,25.56183333,91.86855556,20512,Meghalaya,2010-06-21,476.7299878625199,65.21499793697149,93.60999711137265,149.83999635931104,"{""type"":""Point"",""coordinates"":[91.86855556,25.56183333]}"
00000000000000000020,East Khasi Hills,25.57188889,91.90127778,20513,Meghalaya,2010-06-21,502.52499131765217,79.05499915964901,118.83999830391258,168.74499686714262,"{""type"":""Point"",""coordinates"":[91.90127778,25.57188889]}"
00000000000000000021,East Khasi Hills,25.56852778,91.89219444,20514,Meghalaya,2010-06-21,476.7299878625199,65.21499793697149,93.60999711137265,149.83999635931104,"{""type"":""Point"",""coordinates"":[91.89219444,25.568527780000004]}"
0000000000000000003a,East Khasi Hills,25.5667327,91.9146185,20488,Meghalaya,2024-09-27,170.63499624002725,21.534999451600015,91.38999807834625,104.27999778371304,"{""type"":""Point"",""coordinates"":[91.9146185,25.566732700000003]}"
00000000000000000042,East Khasi Hills,25.65341111,91.89819444,20613,Meghalaya,2024-06-24,577.6199867203832,36.72999922372401,40.66499916650355,285.87999283894897,"{""type"":""Point"",""coordinates"":[91.89819444,25.653411110000004]}"
0000000000000000009b,East Khasi Hills,25.65308889,91.89803889,20612,Meghalaya,2024-06-24,577.6199867203832,36.72999922372401,40.66499916650355,285.87999283894897,"{""type"":""Point"",""coordinates"":[91.89803889,25.65308889]}"
000000000000000000c1,East Khasi Hills,25.28236861,91.73874417,19885,Meghalaya,2024-05-23,91.93499751482159,0.3049999885261059,0.674999981187284,82.5549976695329,"{""type"":""Point"",""coordinates"":[91.73874417,25.28236861]}"
000000000000000000c2,East Khasi Hills,25.35861111,91.97208333,20587,Meghalaya,2022-03-28,82.68999767303467,0.0,74.1249979287386,82.60999767482281,"{""type"":""Point"",""coordinates"":[91.97208333,25.35861111]}"
000000000000000000c3,East Khasi Hills,25.35908333,91.97433333,20588,Meghalaya,2022-03-28,82.68999767303467,0.0,74.1249979287386,82.60999767482281,"{""type"":""Point"",""coordinates"":[91.97433333,25.35908333]}"
000000000000000000d2,East Khasi Hills,25.300389,91.726722,19902,Meghalaya,2009-06-22,153.48499642964453,17.899999728426337,33.73999942652881,73.20499849040061,"{""type"":""Point"",""coordinates"":[91.726722,25.300389]}"
000000000000000000d3,East Khasi Hills,25.566669464111328,91.90193939208984,20204,Meghalaya,2007-09-01,200.16499502956867,6.064999893307686,49.724999375641346,98.20499817933887,"{""type"":""Point"",""coordinates"":[91.90193939208984,25.566669464111328]}"
0000000000000000021d,East Khasi Hills,25.29599952697754,91.93199920654295,19895,Meghalaya,2022-03-28,96.23999790847301,0.0,83.69999805092812,96.23999790847301,"{""type"":""Point"",""coordinates"":[91.93199920654295,25.29599952697754]}"
0000000000000000026d,East Khasi Hills,25.566518,91.914509,20656,Meghalaya,2025-08-12,249.84499490633607,104.19999842811376,110.14999837893993,153.1299975020811,"{""type"":""Point"",""coordinates"":[91.914509,25.566518000000002]}"
0000000000000000026f,East Khasi Hills,25.56663056,91.91370556,20542,Meghalaya,2019-07-03,456.0404900899157,2.749999925494194,8.120499804615974,417.365490837954,"{""type"":""Point"",""coordinates"":[91.91370556,25.566630560000004]}"
00000000000000000270,East Khasi Hills,25.625099182128903,91.91179656982422,20293,Meghalaya,2024-05-20,213.80999675486237,16.189999571070075,48.42499881982803,69.10999843012542,"{""type"":""Point"",""coordinates"":[91.91179656982422,25.625099182128903]}"
00000000000000000058,Eastern-West Khasi Hill,25.69683611,91.64485556,20638,Meghalaya,2024-07-30,294.46499234996736,57.609998376108706,82.88499795924872,88.63999785017222,"{""type"":""Point"",""coordinates"":[91.64485556,25.69683611]}"
00000000000000000059,Eastern-West Khasi Hill,25.6900691986084,91.6708526611328,20647,Meghalaya,2025-06-04,536.9749909276143,39.869999408721924,108.98999839648604,351.28499353304505,"{""type"":""Point"",""coordinates"":[91.6708526611328,25.6900691986084]}"
0000000000000000005a,Eastern-West Khasi Hill,25.733262,91.675754,20648,Meghalaya,2025-06-04,502.5799879040569,20.11499933153391,74.6349977478385,303.4349922183901,"{""type"":""Point"",""coordinates"":[91.675754,25.733262]}"
000000000000000000a5,Eastern-West Khasi Hill,25.69688611,91.64176667,20635,Meghalaya,2025-06-18,274.37999498844147,10.654999759048223,57.369998913258314,226.69999580457807,"{""type"":""Point"",""coordinates"":[91.64176667,25.696886109999998]}"
000000000000000000a6,Eastern-West Khasi Hill,25.70087778,91.642902,20636,Meghalaya,2024-10-01,132.80499718617648,6.469999791122973,9.149999772198498,90.86499815899879,"{""type"":""Point"",""coordinates"":[91.642902,25.70087778]}"
000000000000000000a7,Eastern-West Khasi Hill,25.69866667,91.64517222,20637,Meghalaya,2024-07-30,294.46499234996736,57.609998376108706,82.88499795924872,88.63999785017222,"{""type"":""Point"",""coordinates"":[91.64517222,25.698666670000005]}"
000000000000000000aa,Eastern-West Khasi Hill,25.68690556,91.64915278,20642,Meghalaya,2025-05-21,362.39499233290553,101.0199991799891,134.49499832838774,252.0199948940426,"{""type"":""Point"",""coordinates"":[91.64915278,25.68690556]}"
000000000000000000ab,Eastern-West Khasi Hill,25.68822222,91.66746111,20646,Meghalaya,2025-06-04,536.9749909276143,39.869999408721924,108.98999839648604,351.28499353304505,"{""type"":""Point"",""coordinates"":[91.66746111,25.68822222]}"
000000000000000000ad,Eastern-West Khasi Hill,25.803983688354492,91.659801,20652,Meghalaya,2024-08-21,369.95499141700566,37.80999915767461,214.06499534565955,277.3299938933924,"{""type"":""Point"",""coordinates"":[91.659801,25.803983688354496]}"
000000000000000001cd,Eastern-West Khasi Hill,25.688833236694336,91.653639,20643,Meghalaya,2025-06-18,274.37999498844147,10.654999759048223,57.369998913258314,226.69999580457807,"{""type"":""Point"",""coordinates"":[91.653639,25.688833236694336]}"
0000000000000000021a,Eastern-West Khasi Hill,25.68698889,91.64812222,20641,Meghalaya,2025-05-21,362.39499233290553,101.0199991799891,134.49499832838774,252.0199948940426,"{""type"":""Point"",""coordinates"":[91.64812222,25.68698889]}"
0000000000000000000d,Jaintia Hills,25.12186050415039,92.388583,19675,Meghalaya,2007-07-24,268.9749937802553,62.8899986827746,81.84499826095998,192.44999585393816,"{""type"":""Point"",""coordinates"":[92.38858300000001,25.12186050415039]}"
000000000000000000d6,Jaintia Hills,25.435609817504883,91.862056,20055,Meghalaya,2009-07-10,527.0339902034029,2.0749999582767487,18.254999609664083,72.81999842263758,"{""type"":""Point"",""coordinates"":[91.862056,25.435609817504883]}"
0000000000000000024e,Jaintia Hills,25.134194,92.383528,19681,Meghalaya,2007-07-24,268.9749937802553,62.8899986827746,81.84499826095998,192.44999585393816,"{""type"":""Point"",""coordinates"":[92.383528,25.134193999999997]}"
0000000000000000001c,Ri-Bhoi,26.00361111,92.86361111,20534,Meghalaya,2012-07-19,173.03999553527683,5.84999983292073,27.879999372176826,117.97499744594097,"{""type"":""Point"",""coordinates"":[92.86361111,26.00361111]}"
00000000000000000054,Ri-Bhoi,25.79744444,91.87408611,20628,Meghalaya,2024-06-07,433.11499038152397,7.7549998909235,19.679999673739076,135.8549977056682,"{""type"":""Point"",""coordinates"":[91.87408611,25.79744444]}"
000000000000000000b2,Ri-Bhoi,25.80725833,91.87509444,20629,Meghalaya,2024-07-07,563.6349869100377,44.0049986615777,134.8399961218238,406.67999015562236,"{""type"":""Point"",""coordinates"":[91.87509444,25.80725833]}"
000000000000000000c7,Ri-Bhoi,25.663444,91.915944,20350,Meghalaya,2017-06-10,195.30999535601586,40.45499952509999,53.86999924853444,70.78499875031412,"{""type"":""Point"",""coordinates"":[91.915944,25.663444]}"
0000000000000000017d,Ri-Bhoi,25.97256088256836,91.86241912841795,20460,Meghalaya,2014-09-28,495.01498970761895,0.7549999803304672,12.969999969005585,399.29999233037233,"{""type"":""Point"",""coordinates"":[91.86241912841795,25.972560882568363]}"
000000000000000001ce,Ri-Bhoi,25.8090877532959,91.875238,20496,Meghalaya,2025-06-29,329.6799942981452,11.45499987155199,100.47499887831509,174.01499766577035,"{""type"":""Point"",""coordinates"":[91.875238,25.8090877532959]}"
000000000000000001cf,Ri-Bhoi,25.781246185302734,91.874475,20497,Meghalaya,2024-06-29,524.9399876100942,58.54999801144004,85.92999717686325,157.6449956279248,"{""type"":""Point"",""coordinates"":[91.874475,25.781246185302738]}"
000000000000000001fd,Ri-Bhoi,25.67469444,91.88652778,20538,Meghalaya,2011-06-19,186.7249954836443,2.479999958537519,36.6049989098683,81.57999781798571,"{""type"":""Point"",""coordinates"":[91.88652778,25.674694439999996]}"
000000000000000001fe,Ri-Bhoi,26.025470733642575,91.87158203125,20474,Meghalaya,2014-09-13,182.37849590275437,13.199999779462814,21.834999531507492,86.56499761156738,"{""type"":""Point"",""coordinates"":[91.87158203125,26.02547073364257]}"
0000000000000000005d,South West Garo Hills,25.56742286682129,89.979711,20655,Meghalaya,2026-07-06,114.27999767847359,10.304999749176204,25.80499973986298,75.87999830953777,"{""type"":""Point"",""coordinates"":[89.979711,25.567422866821293]}"
00000000000000000046,South West Khasi Hills,25.37129167,91.48003056,20595,Meghalaya,2024-06-08,519.6099869748577,7.689999743364751,33.29499892517924,149.95499578490853,"{""type"":""Point"",""coordinates"":[91.48003056,25.37129167]}"
000000000000000000b5,South West Khasi Hills,25.29966926574707,91.4610824584961,20491,Meghalaya,2024-06-08,493.42998535744846,10.154999785125256,26.69499933719635,99.97999689728022,"{""type"":""Point"",""coordinates"":[91.4610824584961,25.29966926574707]}"
000000000000000000b6,South West Khasi Hills,25.29667091369629,91.4598617553711,20492,Meghalaya,2024-06-10,513.2299848608673,23.85499936155975,34.009999146685004,72.25999825261533,"{""type"":""Point"",""coordinates"":[91.4598617553711,25.29667091369629]}"
000000000000000000b7,South West Khasi Hills,25.29750061035156,91.461669921875,20493,Meghalaya,2024-06-10,513.2299848608673,23.85499936155975,34.009999146685004,72.25999825261533,"{""type"":""Point"",""coordinates"":[91.461669921875,25.29750061035156]}"
000000000000000000b8,South West Khasi Hills,25.297779083251953,91.459716796875,20495,Meghalaya,2024-06-08,493.42998535744846,10.154999785125256,26.69499933719635,99.97999689728022,"{""type"":""Point"",""coordinates"":[91.459716796875,25.29777908325195]}"
