sample_id,road_distance_m
891,1799.2889948275376
892,3870.4973530955326
893,16775.47104043395
894,20809.04927255062
895,18948.121708624247
896,3366.366641095239
897,14717.640718570836
898,3439.2180442140498
899,244.91998330921868
900,4664.471181663618
901,2968.419122797319
902,1584.2190112445537
903,13089.810078458533
904,11401.880989865842
905,3533.9874369690137
906,2831.7212373057378
907,22234.231489546073
908,5920.807982761608
909,4073.541195738569
910,3776.775965324679
911,4660.1748365133235
912,17880.689123954267
913,4399.670302975635
914,3697.9900723969513
915,13103.784032381718
916,16338.208473045253
917,18891.014055005235
918,1328.2547053814699
919,14827.707245707748
920,4981.268152868306
921,4835.646997424307
922,11909.646398154613
923,278.9453208779269
924,1042.313760048287
925,245.3977046884257
926,327.4005251983689
927,147.2552509206051
928,2449.552954530528
929,4610.541192292668
930,8231.66198916576
931,8505.705977705587
932,7212.766384263685
933,4886.145855746616
934,14.540341522440562
935,2816.189135731894
936,2102.8128745896065
937,3135.8049891085852
938,3959.4635476238977
939,11191.261669262563
940,6654.094953623986
941,18951.338473463184
942,356.2361291666267
943,17455.59647705694
944,3415.0662965018546
945,2703.7210124980247
946,14137.659851689172
947,13288.734807527397
948,11591.758366604907
949,3180.540440929644
950,2083.3769016613237
951,1081.696515985915
952,3550.1670851903395
953,1771.5604167017561
954,2886.5791351663615
955,20016.655806753835
956,388.31122271210234
957,2542.0934615522647
958,642.847851744447
959,7903.633267393044
960,15713.610647293386
961,7546.225348472425
962,665.7162499319179
963,10996.137090105442
964,1553.465154413339
965,5891.747225422092
966,10359.946571296057
967,14993.923423024866
968,5854.34958813819
969,2310.5368461237636
970,9191.781901883203
971,12492.028284084101
972,1307.0214679313233
973,5822.2342519017375
974,3581.013678350328
975,2006.148095205414
976,16011.114384403138
977,12165.148795897961
978,6461.125050374946
979,1123.454920096599
980,7829.327760632243
981,1512.4327184197427
982,1855.3497087628725
983,10255.268842420208
984,1459.8558559036223
985,23261.541891289005
986,5520.585808917398
987,5288.771161570118
988,7789.186065159767
989,12038.191148759766
990,19292.472945112095
991,3312.630506006514
992,6608.961262939006
993,16391.296410399955
994,21713.869898853904
995,5595.2731736424175
996,6368.543415347175
997,457.77155524372006
998,2112.7087641604257
999,4164.145952587448
1000,4798.307878940384
1001,10468.263409313804
1002,17457.15767141495
1003,5980.32434679591
1004,12.918236700215308
1005,15977.727009457158
1006,8385.647185548707
1007,788.271606619874
1008,6962.284943454335
1009,1875.2669960125636
1010,460.67455588928476
1011,5692.088939577173
1012,9725.269472069118
1013,10906.73613897558
1014,7031.23357671348
1015,11129.441180510697
1016,1665.6845513310677
1017,15744.55601195973
1018,3836.48405285792
1019,602.2554926566688
1020,2366.111611866713
1021,20222.157626634922
1022,5746.473241388209
1023,10361.037957516739
1024,8342.579485384565
1025,9992.26177127405
1026,4786.523720814145
1027,1485.9734368500697
1028,3522.1654447482056
1029,6819.85946461055
1030,1869.3740376788035
1031,96.75896435721157
1032,8027.923408187561
1033,419.13170291489513
1034,1667.488500146784
1035,499.855654397723
1036,570.4733575162453
1037,3800.7754927804954
1038,8966.341156449156
1039,115.90978619154626
1040,1095.3014161000085
1041,11263.720206994063
1042,6145.703953078119
1043,14810.434019264465
1044,16274.729827266956
1045,8584.039651537754
1046,1614.518832513817
1047,2046.226398332273
1048,18718.368259202136
1049,5145.577214296588
1050,130.62307624441385
1051,9875.323815233058
1052,11499.333190764926
1053,102.51903597688545
1054,7459.5856429691585
1055,13232.716335171715
1056,5551.821607322721
1057,145.56383101077185
1058,14579.939103105693
1059,8461.514323824913
1060,20893.675071710604
1061,397.29300122248475
1062,5574.422610712195
1063,4245.603808785555
1064,4530.990343173968
1065,8349.733002996927
1066,8810.070604409459
1067,539.9109114026777
1068,17773.659564064626
1069,6688.860725291245
1070,504.0338977952782
1071,1488.717117096662
1072,2697.352871959453
1073,7722.419701700411
1074,752.1305764582364
1075,7625.974936952866
1076,9181.140933008168
1077,1802.177363427159
1078,10073.704072624094
1079,1755.789741366341
1080,571.5233849583823
1081,7058.602355101227
1082,10855.625317284399
1083,10679.460962845978
1084,1916.2444333111907
1085,294.0546084055643
1086,8077.378910147615
1087,3967.070923685472
1088,9804.949180759431
1089,6201.426603025694
