system:index,District,Latitude,Longitude,SlNo,State,event_date,rainfall_15d_mm,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,.geo
00000000000000000052,Dima Hasao,25.64851188659668,93.121528,850,Assam,2025-06-05,327.99499250296503,8.05999980121851,55.18499880377203,267.6149937743321,"{""type"":""Point"",""coordinates"":[93.121528,25.64851188659668]}"
000000000000000002a0,Dima Hasao,25.698139190673828,93.129423,849,Assam,2025-06-05,327.99499250296503,8.05999980121851,55.18499880377203,267.6149937743321,"{""type"":""Point"",""coordinates"":[93.129423,25.69813919067383]}"
000000000000000001f4,Kamrup,26.1629695892334,91.70590209960938,803,Assam,2025-06-05,356.04499221686274,42.96499893069267,69.98999848216772,264.9149933885783,"{""type"":""Point"",""coordinates"":[91.70590209960938,26.162969589233402]}"
0000000000000000029f,Kamrup (Metro),26.11956024169922,92.052125,848,Assam,2025-06-05,310.3199930097908,33.084999434649944,47.174999199807644,242.15999489743263,"{""type"":""Point"",""coordinates"":[92.052125,26.11956024169922]}"
000000000000000001b3,Bishnupur,24.524125,93.816333,19559,Manipur,2024-08-01,227.30999529454857,71.8649990670383,104.62499845959246,133.31999775674194,"{""type"":""Point"",""coordinates"":[93.81633300000001,24.524125]}"
000000000000000001b4,Bishnupur,24.51705551147461,93.817056,19560,Manipur,2024-08-02,224.97499534953386,61.33999917656183,98.93499868456274,136.5299977203831,"{""type"":""Point"",""coordinates"":[93.817056,24.517055511474613]}"
00000000000000000092,Chandel,24.406389236450195,94.06582641601562,18354,Manipur,2007-09-07,224.313494509086,65.88499830570072,126.30999705102295,149.85349641181529,"{""type"":""Point"",""coordinates"":[94.06582641601562,24.406389236450195]}"
000000000000000001b5,Kangpokpi,25.146528244018555,93.941722,19217,Manipur,2017-06-04,205.78199485410005,38.42999890446663,62.75699837971479,172.43199578206986,"{""type"":""Point"",""coordinates"":[93.94172200000001,25.14652824401855]}"
0000000000000000027d,Noney,24.925199508666992,94.33709716796876,18904,Manipur,2018-06-06,130.86199646256864,7.964999794960022,26.429999254643917,56.866998471319675,"{""type"":""Point"",""coordinates"":[94.33709716796876,24.925199508666996]}"
00000000000000000026,Ri-Bhoi,25.67469444,91.88652778,19578,Manipur,2011-06-26,210.31499495357275,19.824999567121267,87.8249977575615,100.50499747786671,"{""type"":""Point"",""coordinates"":[91.88652778,25.674694439999996]}"
00000000000000000093,Senapati,25.472169876098633,94.15432739257812,19515,Manipur,2007-09-09,223.1219944898039,20.364999634213746,64.77999846357852,130.5549967782572,"{""type"":""Point"",""coordinates"":[94.15432739257812,25.472169876098636]}"
0000000000000000023b,TAMENGLONG,24.98500061035156,93.52113889,19575,Manipur,2011-05-31,287.1299943337217,75.10999798309058,96.87999717518687,104.93499688711017,"{""type"":""Point"",""coordinates"":[93.52113889,24.985000610351562]}"
0000000000000000027c,TAMENGLONG,24.79083333,93.72333333,19576,Manipur,2011-07-06,275.8799936603755,20.02999947965145,73.52999797742814,124.25999651290476,"{""type"":""Point"",""coordinates"":[93.72333333,24.790833330000005]}"
0000000000000000000b,Tamenglong,24.81722068786621,93.51721954345705,18716,Manipur,2007-06-16,172.03999634925276,63.824999135918915,64.30499912146479,148.34499713219702,"{""type"":""Point"",""coordinates"":[93.51721954345705,24.817220687866214]}"
00000000000000000027,Tamenglong,24.86469444,93.62116667,19582,Manipur,2010-06-08,414.90999118052423,113.34499782789499,199.66999600920826,319.7449938496575,"{""type"":""Point"",""coordinates"":[93.62116667,24.864694440000005]}"
