SlNo,State,District,event_date,susceptibility_probability,rainfall_probability
23350,Mizoram,Aizawl,2024-06-02,0.9733333333333334,0.2722449367674842
23430,Mizoram,Aizawl,2024-11-12,0.84,0.09945749141275677
23472,Mizoram,Aizawl,2024-08-28,0.86,0.45276835714352004
23489,Mizoram,Aizawl,2024-07-18,0.71,0.27799767023180133
23494,Mizoram,Aizawl,2024-06-07,0.9933333333333333,0.4362131046820945
23495,Mizoram,Aizawl,2024-08-28,0.8033333333333333,0.39157435423576115
23509,Mizoram,Aizawl,2023-07-23,0.9933333333333333,0.5119592477579517
23535,Mizoram,Aizawl,2024-10-07,0.7166666666666667,0.17769668269672526
23536,Mizoram,Aizawl,2024-10-07,0.6533333333333333,0.2660119350685811
23597,Mizoram,Aizawl,2024-10-28,0.6566666666666666,0.11082924960769192
23598,Mizoram,Aizawl,2024-11-28,0.7333333333333333,0.09852624802315037
23599,Mizoram,Aizawl,2024-11-28,0.69,0.09852624802315037
23623,Mizoram,Aizawl,2024-09-13,0.7533333333333333,0.21329367084780002
23681,Mizoram,Aizawl,2024-07-19,0.7833333333333333,0.17521965642414644
23986,Mizoram,Aizawl,2025-01-02,0.8366666666666667,0.09862221024287493
23995,Mizoram,Aizawl,2024-08-25,0.9966666666666667,0.6035727618327869
22177,Mizoram,Aizawl,2007-09-08,0.9866666666666667,0.9942207079518427
22755,Mizoram,Aizawl,2023-10-02,1.0,0.40477601617083603
23012,Mizoram,Aizawl,2023-07-25,1.0,0.2855894931829088
23013,Mizoram,Aizawl,2023-07-06,0.92,0.7166845683344061
23018,Mizoram,Aizawl,2023-08-02,1.0,0.4677864610691471
23530,Mizoram,Aizawl,2024-08-17,0.9966666666666667,0.6151982943924648
23534,Mizoram,Aizawl,2024-10-07,0.7733333333333333,0.17769668269672526
23539,Mizoram,Aizawl,2024-10-07,0.9133333333333333,0.3316359868892288
23979,Mizoram,Aizawl,2016-09-17,1.0,0.7623144256275407
22919,Mizoram,Aizawl,2022-07-23,1.0,0.3913780434219184
23011,Mizoram,Aizawl,2023-08-08,0.9466666666666667,0.8645221973027213
23015,Mizoram,Aizawl,2023-08-06,0.9766666666666667,0.8653159602074508
23017,Mizoram,Aizawl,2023-07-28,0.9766666666666667,0.22482748872748387
23023,Mizoram,Aizawl,2023-10-25,0.9633333333333334,0.27599946934236685
23105,Mizoram,Aizawl,2024-09-26,1.0,0.39678338075510605
23723,Mizoram,Aizawl,2025-05-24,0.9966666666666667,0.16845433113817082
23715,Mizoram,Aizawl,2025-05-13,0.99,0.15197402682234604
22157,Mizoram,Aizawl,2007-09-08,0.9666666666666667,0.9942207079518427
23971,Mizoram,Aizawl,2023-06-04,0.9966666666666667,0.15858212675732236
22917,Mizoram,Aizawl,2022-04-05,0.9933333333333333,0.10839556429850347
23970,Mizoram,Aizawl,2022-07-26,1.0,0.3563289088877936
22907,Mizoram,Hnahthial,2022-11-14,0.92,0.09675274017766779
23944,Mizoram,Khawzawl,2025-06-12,0.9866666666666667,0.46258759074630346
23024,Mizoram,Kolasib,2023-09-17,0.9966666666666667,0.31092812008965176
23026,Mizoram,Kolasib,2023-08-12,0.7,0.4190807554295076
23028,Mizoram,Kolasib,2023-09-12,0.63,0.3522854027869567
23030,Mizoram,Kolasib,2023-09-12,0.7,0.3522854027869567
23031,Mizoram,Kolasib,2023-09-17,0.6866666666666666,0.5813855554608331
23566,Mizoram,Kolasib,2024-08-18,0.68,0.803137849181502
23573,Mizoram,Kolasib,2024-08-18,0.6433333333333333,0.8143016914762637
23575,Mizoram,Kolasib,2024-08-18,0.6966666666666667,0.8143016914762637
23578,Mizoram,Kolasib,2024-08-18,0.69,0.7747712004502614
23622,Mizoram,Kolasib,2024-09-13,0.89,0.3056796874643821
23637,Mizoram,Kolasib,2024-08-24,0.71,0.3353800267630758
23657,Mizoram,Kolasib,2024-08-15,0.7166666666666667,0.38009727065706694
23660,Mizoram,Kolasib,2024-08-15,0.7566666666666667,0.38009727065706694
23686,Mizoram,Kolasib,2024-06-07,0.7366666666666667,0.32795981594894547
23702,Mizoram,Kolasib,2024-06-12,0.6533333333333333,0.215570818079046
23704,Mizoram,Kolasib,2024-10-22,0.5766666666666667,0.17274481434215724
23706,Mizoram,Kolasib,2024-06-12,0.6933333333333334,0.1943760080428599
23709,Mizoram,Kolasib,2024-06-12,0.7633333333333333,0.1943760080428599
23027,Mizoram,Kolasib,2023-09-12,0.6566666666666666,0.3522854027869567
23564,Mizoram,Kolasib,2024-08-08,0.6633333333333333,0.6401306057124212
23567,Mizoram,Kolasib,2024-10-21,0.8333333333333334,0.16323826048146503
23568,Mizoram,Kolasib,2024-10-21,0.8433333333333334,0.1509124188471281
23577,Mizoram,Kolasib,2024-08-19,0.72,0.7193647010185298
23612,Mizoram,Kolasib,2024-10-22,0.8066666666666666,0.12949469787493806
23025,Mizoram,Kolasib,2023-09-17,0.9933333333333333,0.31092812008965176
23032,Mizoram,Kolasib,2023-07-23,0.68,0.2891287382048058
23037,Mizoram,Kolasib,2023-09-27,0.9933333333333333,0.2597870027414453
23038,Mizoram,Kolasib,2023-09-27,0.99,0.25304275024269096
23629,Mizoram,Kolasib,2024-09-17,0.62,0.2144102863410335
24003,Mizoram,Lunglei,2025-05-24,0.9833333333333333,0.14594127127207623
24005,Mizoram,Lunglei,2025-06-06,0.97,0.6073663888840442
23948,Mizoram,Saitual,2025-06-15,0.96,0.7269621253966518
23830,Mizoram,Serchhip,2025-06-08,1.0,0.5905082534586289
23088,Mizoram,Aizawl,2024-05-28,1.0,0.9734359608541843
23096,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
23097,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9918692008260389
23098,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.9918692008260389
23115,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9955031009444446
23121,Mizoram,Aizawl,2024-05-28,0.95,0.987544517719389
23132,Mizoram,Aizawl,2024-05-28,0.89,0.9918692008260389
23133,Mizoram,Aizawl,2024-05-28,0.9,0.987544517719389
23145,Mizoram,Aizawl,2024-05-28,0.8333333333333334,0.987544517719389
23146,Mizoram,Aizawl,2024-05-28,0.9533333333333334,0.987544517719389
23147,Mizoram,Aizawl,2024-05-28,0.9433333333333334,0.987544517719389
23148,Mizoram,Aizawl,2024-05-28,0.99,0.987544517719389
23149,Mizoram,Aizawl,2024-05-28,0.9366666666666666,0.987544517719389
23150,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.987544517719389
23152,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.987544517719389
23153,Mizoram,Aizawl,2024-05-28,0.99,0.987544517719389
23154,Mizoram,Aizawl,2024-05-28,1.0,0.987544517719389
23155,Mizoram,Aizawl,2024-05-28,0.97,0.987544517719389
23160,Mizoram,Aizawl,2024-05-28,0.9666666666666667,0.987544517719389
23161,Mizoram,Aizawl,2024-05-28,0.9833333333333333,0.987544517719389
23163,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.987544517719389
23167,Mizoram,Aizawl,2024-05-28,0.97,0.987544517719389
23170,Mizoram,Aizawl,2024-05-28,0.9533333333333334,0.987544517719389
23171,Mizoram,Aizawl,2024-05-28,0.9233333333333333,0.987544517719389
23177,Mizoram,Aizawl,2024-05-28,0.75,0.9773837575599738
23184,Mizoram,Aizawl,2024-05-28,1.0,0.9734359608541843
23188,Mizoram,Aizawl,2024-05-28,0.9566666666666667,0.9734359608541843
23192,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9734359608541843
23193,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9734359608541843
23207,Mizoram,Aizawl,2024-05-28,0.98,0.987544517719389
23208,Mizoram,Aizawl,2024-05-28,0.9833333333333333,0.987544517719389
23209,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.987544517719389
23211,Mizoram,Aizawl,2024-05-28,0.9533333333333334,0.987544517719389
23214,Mizoram,Aizawl,2024-05-28,0.96,0.987544517719389
23216,Mizoram,Aizawl,2024-05-28,0.7733333333333333,0.987544517719389
23229,Mizoram,Aizawl,2024-05-28,0.99,0.9773837575599738
23230,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9773837575599738
23246,Mizoram,Aizawl,2024-05-28,1.0,0.9773837575599738
23247,Mizoram,Aizawl,2024-05-28,0.9666666666666667,0.9773837575599738
23248,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.9773837575599738
23249,Mizoram,Aizawl,2024-05-28,0.8233333333333334,0.9773837575599738
23250,Mizoram,Aizawl,2024-05-28,0.95,0.9773837575599738
23253,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.9773837575599738
23264,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.9773837575599738
23272,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9773837575599738
23277,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9773837575599738
23278,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9773837575599738
23279,Mizoram,Aizawl,2024-05-28,0.9766666666666667,0.9773837575599738
23283,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.9859590192016856
23284,Mizoram,Aizawl,2024-05-28,0.9,0.9859590192016856
23289,Mizoram,Aizawl,2024-05-28,1.0,0.9859590192016856
23290,Mizoram,Aizawl,2024-05-28,1.0,0.9859590192016856
23291,Mizoram,Aizawl,2024-05-28,1.0,0.9859590192016856
23294,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9773837575599738
23297,Mizoram,Aizawl,2024-05-28,1.0,0.9859590192016856
23299,Mizoram,Aizawl,2024-05-28,1.0,0.9859590192016856
23301,Mizoram,Aizawl,2024-05-28,0.99,0.9859590192016856
23303,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9859590192016856
23306,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9773837575599738
23316,Mizoram,Aizawl,2024-05-28,0.93,0.9773837575599738
23321,Mizoram,Aizawl,2024-05-28,0.9333333333333333,0.9859590192016856
23322,Mizoram,Aizawl,2024-05-28,0.9733333333333334,0.9859590192016856
23327,Mizoram,Aizawl,2024-05-28,0.9233333333333333,0.9859590192016856
23331,Mizoram,Aizawl,2024-05-28,1.0,0.9859590192016856
23333,Mizoram,Aizawl,2024-05-28,0.9366666666666666,0.9859590192016856
23336,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9859590192016856
23338,Mizoram,Aizawl,2024-05-28,0.8966666666666666,0.9859590192016856
23345,Mizoram,Aizawl,2024-05-28,0.96,0.9859590192016856
23346,Mizoram,Aizawl,2024-05-28,0.9766666666666667,0.9859590192016856
23351,Mizoram,Aizawl,2024-05-28,0.83,0.9836474636250032
23360,Mizoram,Aizawl,2024-05-28,0.7433333333333333,0.9836474636250032
23362,Mizoram,Aizawl,2024-05-28,0.7433333333333333,0.9836474636250032
23365,Mizoram,Aizawl,2024-05-28,0.8633333333333333,0.9806924488257702
23367,Mizoram,Aizawl,2024-05-28,0.95,0.9806924488257702
23373,Mizoram,Aizawl,2024-05-28,0.9833333333333333,0.9806924488257702
23388,Mizoram,Aizawl,2024-05-28,0.98,0.9863555365331987
23396,Mizoram,Aizawl,2024-05-28,0.9433333333333334,0.9863555365331987
23397,Mizoram,Aizawl,2024-05-28,0.99,0.9863555365331987
23401,Mizoram,Aizawl,2024-05-28,1.0,0.9863555365331987
23410,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9806924488257702
23414,Mizoram,Aizawl,2024-05-28,0.9666666666666667,0.9806924488257702
23420,Mizoram,Aizawl,2024-05-28,0.94,0.9806924488257702
23421,Mizoram,Aizawl,2024-05-28,0.9733333333333334,0.9806924488257702
23427,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.9806924488257702
23431,Mizoram,Aizawl,2024-05-28,1.0,0.9734359608541843
23432,Mizoram,Aizawl,2024-05-28,0.9833333333333333,0.9734359608541843
23436,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9734359608541843
23438,Mizoram,Aizawl,2024-05-28,0.9833333333333333,0.9734359608541843
23439,Mizoram,Aizawl,2024-05-28,0.99,0.9859048558447968
23442,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9859048558447968
23443,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9859048558447968
23446,Mizoram,Aizawl,2024-05-28,0.97,0.9859048558447968
23447,Mizoram,Aizawl,2024-05-28,1.0,0.9859048558447968
23459,Mizoram,Aizawl,2024-05-28,1.0,0.9859048558447968
23461,Mizoram,Aizawl,2024-05-28,0.8666666666666667,0.9859048558447968
23465,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9918692008260389
23468,Mizoram,Aizawl,2024-05-28,0.99,0.9918692008260389
23481,Mizoram,Aizawl,2024-05-28,0.9633333333333334,0.9918692008260389
23498,Mizoram,Aizawl,2024-05-28,0.98,0.9859048558447968
23507,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9859048558447968
23508,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9859048558447968
23512,Mizoram,Aizawl,2024-05-28,1.0,0.9859048558447968
23517,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9908260825163078
23521,Mizoram,Aizawl,2024-05-28,0.8033333333333333,0.9908260825163078
23582,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.8875432877910538
23588,Mizoram,Aizawl,2024-05-28,0.8466666666666667,0.8885670193221602
23596,Mizoram,Aizawl,2024-05-28,0.7333333333333333,0.8875432877910538
23728,Mizoram,Aizawl,2024-05-28,1.0,0.9806924488257702
22811,Mizoram,Aizawl,2024-05-28,0.98,0.9918692008260389
22701,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9955031009444446
22702,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9955031009444446
22704,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9955031009444446
22764,Mizoram,Aizawl,2024-05-28,0.99,0.987544517719389
22707,Mizoram,Aizawl,2024-05-28,1.0,0.9955031009444446
22709,Mizoram,Aizawl,2024-05-28,1.0,0.9955031009444446
22710,Mizoram,Aizawl,2024-05-28,1.0,0.9955031009444446
22714,Mizoram,Aizawl,2024-05-28,1.0,0.9955031009444446
22715,Mizoram,Aizawl,2024-05-28,0.7566666666666667,0.9955031009444446
22716,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22717,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9918692008260389
22718,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9918692008260389
22720,Mizoram,Aizawl,2024-05-28,0.99,0.9955031009444446
22721,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9918692008260389
22722,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22723,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9918692008260389
22724,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.9918692008260389
22725,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22726,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22730,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22731,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22732,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22733,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9918692008260389
22737,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9918692008260389
22738,Mizoram,Aizawl,2024-05-28,0.8766666666666667,0.9918692008260389
22741,Mizoram,Aizawl,2024-05-28,0.92,0.9918692008260389
22742,Mizoram,Aizawl,2024-05-28,0.99,0.9918692008260389
22743,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22745,Mizoram,Aizawl,2024-05-28,0.94,0.9918692008260389
22747,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22748,Mizoram,Aizawl,2024-05-28,0.9733333333333334,0.9918692008260389
22750,Mizoram,Aizawl,2024-05-28,0.9666666666666667,0.9918692008260389
22751,Mizoram,Aizawl,2024-05-28,1.0,0.987544517719389
22756,Mizoram,Aizawl,2024-05-28,0.9566666666666667,0.987544517719389
22757,Mizoram,Aizawl,2024-05-28,0.99,0.987544517719389
22758,Mizoram,Aizawl,2024-05-28,0.9533333333333334,0.987544517719389
22759,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.987544517719389
22760,Mizoram,Aizawl,2024-05-28,0.93,0.987544517719389
22761,Mizoram,Aizawl,2024-05-28,0.9466666666666667,0.987544517719389
22762,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.987544517719389
22763,Mizoram,Aizawl,2024-05-28,1.0,0.987544517719389
22765,Mizoram,Aizawl,2024-05-28,0.98,0.987544517719389
22766,Mizoram,Aizawl,2024-05-28,0.9666666666666667,0.987544517719389
22767,Mizoram,Aizawl,2024-05-28,0.98,0.987544517719389
22768,Mizoram,Aizawl,2024-05-28,0.9833333333333333,0.987544517719389
22771,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.987544517719389
22772,Mizoram,Aizawl,2024-05-28,1.0,0.987544517719389
22773,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.987544517719389
22774,Mizoram,Aizawl,2024-05-28,1.0,0.987544517719389
22775,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.987544517719389
22776,Mizoram,Aizawl,2024-05-28,1.0,0.987544517719389
22779,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22782,Mizoram,Aizawl,2024-05-28,0.99,0.987544517719389
22783,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.987544517719389
22788,Mizoram,Aizawl,2024-05-28,0.9733333333333334,0.987544517719389
22790,Mizoram,Aizawl,2024-05-28,1.0,0.987544517719389
22791,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.987544517719389
22793,Mizoram,Aizawl,2024-05-28,0.9766666666666667,0.9806924488257702
22799,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9859590192016856
22800,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.9859590192016856
22801,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.9773837575599738
22803,Mizoram,Aizawl,2024-05-28,0.96,0.9773837575599738
22804,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9773837575599738
22805,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9773837575599738
22806,Mizoram,Aizawl,2024-05-28,0.9333333333333333,0.9773837575599738
22807,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9773837575599738
22808,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9773837575599738
22809,Mizoram,Aizawl,2024-05-28,0.9733333333333334,0.9773837575599738
22810,Mizoram,Aizawl,2024-05-28,0.97,0.9773837575599738
22814,Mizoram,Aizawl,2024-05-28,0.99,0.9918692008260389
22815,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.987544517719389
22816,Mizoram,Aizawl,2024-05-28,0.8233333333333334,0.987544517719389
22817,Mizoram,Aizawl,2024-05-28,1.0,0.9773837575599738
22818,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9773837575599738
22819,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9773837575599738
22821,Mizoram,Aizawl,2024-05-28,0.9533333333333334,0.9773837575599738
22822,Mizoram,Aizawl,2024-05-28,0.9666666666666667,0.9773837575599738
22823,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.9773837575599738
22824,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9773837575599738
22825,Mizoram,Aizawl,2024-05-28,0.98,0.9773837575599738
22826,Mizoram,Aizawl,2024-05-28,0.97,0.987544517719389
22827,Mizoram,Aizawl,2024-05-28,0.9766666666666667,0.987544517719389
22829,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.9940412182542167
22831,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.9940412182542167
22833,Mizoram,Aizawl,2024-05-28,0.97,0.987544517719389
22834,Mizoram,Aizawl,2024-05-28,0.9233333333333333,0.987544517719389
22794,Mizoram,Aizawl,2024-05-28,0.9266666666666666,0.9806924488257702
22797,Mizoram,Aizawl,2024-05-28,0.97,0.9806924488257702
22798,Mizoram,Aizawl,2024-05-28,0.97,0.9806924488257702
22812,Mizoram,Aizawl,2024-05-28,0.97,0.9918692008260389
22813,Mizoram,Aizawl,2024-05-28,0.9366666666666666,0.9918692008260389
22849,Mizoram,Aizawl,2024-05-28,1.0,0.9859048558447968
22850,Mizoram,Aizawl,2024-05-28,0.98,0.9908260825163078
22836,Mizoram,Aizawl,2024-05-28,0.9866666666666667,0.9918692008260389
22837,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9918692008260389
22838,Mizoram,Aizawl,2024-05-28,0.9633333333333334,0.9918692008260389
22839,Mizoram,Aizawl,2024-05-28,0.98,0.9918692008260389
22840,Mizoram,Aizawl,2024-05-28,0.92,0.9918692008260389
22844,Mizoram,Aizawl,2024-05-28,0.9266666666666666,0.9918692008260389
22848,Mizoram,Aizawl,2024-05-28,0.9733333333333334,0.9859048558447968
23103,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.9918692008260389
23178,Mizoram,Aizawl,2024-05-28,0.98,0.9716112964584257
23189,Mizoram,Aizawl,2024-05-28,0.9333333333333333,0.9734359608541843
23231,Mizoram,Aizawl,2024-05-28,0.9766666666666667,0.9773837575599738
23505,Mizoram,Aizawl,2024-05-28,1.0,0.9859048558447968
22728,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22703,Mizoram,Aizawl,2024-05-28,0.95,0.9955031009444446
22711,Mizoram,Aizawl,2024-05-28,1.0,0.9955031009444446
22712,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9955031009444446
22727,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22729,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9918692008260389
22736,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22749,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22754,Mizoram,Aizawl,2024-05-28,0.9933333333333333,0.987544517719389
22802,Mizoram,Aizawl,2024-05-28,0.9633333333333334,0.9773837575599738
23712,Mizoram,Aizawl,2024-05-28,0.9233333333333333,0.9773837575599738
22820,Mizoram,Aizawl,2024-05-28,0.94,0.9773837575599738
22830,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9940412182542167
22832,Mizoram,Aizawl,2024-05-28,0.9533333333333334,0.9940412182542167
22795,Mizoram,Aizawl,2024-05-28,0.9266666666666666,0.9806924488257702
22851,Mizoram,Aizawl,2024-05-28,1.0,0.9908260825163078
22841,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9918692008260389
22842,Mizoram,Aizawl,2024-05-28,1.0,0.9918692008260389
22843,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9918692008260389
22845,Mizoram,Aizawl,2024-05-28,0.97,0.9918692008260389
23254,Mizoram,Aizawl,2024-05-28,0.9733333333333334,0.9773837575599738
23285,Mizoram,Aizawl,2024-05-28,1.0,0.9859590192016856
23300,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9859590192016856
22769,Mizoram,Aizawl,2024-05-28,0.9633333333333334,0.987544517719389
22770,Mizoram,Aizawl,2024-05-28,0.97,0.987544517719389
22778,Mizoram,Aizawl,2024-05-28,0.9533333333333334,0.9918692008260389
22828,Mizoram,Aizawl,2024-05-28,0.9733333333333334,0.987544517719389
22846,Mizoram,Aizawl,2024-05-28,0.9966666666666667,0.9859048558447968
22835,Mizoram,Aizawl,2024-05-28,0.98,0.9918692008260389
23707,Mizoram,Kolasib,2024-05-28,0.6566666666666666,0.9452491171851551
23710,Mizoram,Kolasib,2024-05-28,0.69,0.9559618844211479
23692,Mizoram,Kolasib,2024-05-28,0.77,0.9667695669447185
22852,Mizoram,Serchhip,2024-05-28,0.9966666666666667,0.9785643106493798
22853,Mizoram,Serchhip,2024-05-28,0.87,0.9785643106493798
22854,Mizoram,Serchhip,2024-05-28,0.9933333333333333,0.9785643106493798
22855,Mizoram,Serchhip,2024-05-28,0.9666666666666667,0.9785643106493798
22856,Mizoram,Serchhip,2024-05-28,0.9766666666666667,0.9867488323067108
22857,Mizoram,Serchhip,2024-05-28,0.99,0.9867292354404474
22858,Mizoram,Serchhip,2024-05-28,1.0,0.9867292354404474
22859,Mizoram,Serchhip,2024-05-28,0.9666666666666667,0.9867488323067108
22860,Mizoram,Serchhip,2024-05-28,0.9833333333333333,0.9867488323067108
22861,Mizoram,Serchhip,2024-05-28,0.9933333333333333,0.9867488323067108
22862,Mizoram,Serchhip,2024-05-28,0.9966666666666667,0.9867488323067108
22863,Mizoram,Serchhip,2024-05-28,0.96,0.9867488323067108
22864,Mizoram,Serchhip,2024-05-28,0.9733333333333334,0.9867488323067108
22865,Mizoram,Serchhip,2024-05-28,0.9966666666666667,0.9812142052691035
22866,Mizoram,Serchhip,2024-05-28,0.9966666666666667,0.9529916227610311
23140,Mizoram,Aizawl,2024-06-28,0.97,0.39605373245683356
23488,Mizoram,Aizawl,2024-06-28,0.9766666666666667,0.4212927031786266
23506,Mizoram,Aizawl,2024-06-28,0.97,0.4212927031786266
23581,Mizoram,Aizawl,2024-06-28,0.8366666666666667,0.334364394837527
23099,Mizoram,Aizawl,2024-06-30,0.9766666666666667,0.7652715227630728
23119,Mizoram,Aizawl,2024-07-02,0.9966666666666667,0.9959203981631346
23138,Mizoram,Aizawl,2024-07-02,0.9833333333333333,0.9959203981631346
23139,Mizoram,Aizawl,2024-07-02,0.9733333333333334,0.9977874152245957
23435,Mizoram,Aizawl,2024-07-02,0.9866666666666667,0.9869067494259514
23460,Mizoram,Aizawl,2024-07-02,0.98,0.9869067494259514
23470,Mizoram,Aizawl,2024-07-02,1.0,0.9959203981631346
23473,Mizoram,Aizawl,2024-07-02,0.9966666666666667,0.9959203981631346
23477,Mizoram,Aizawl,2024-07-02,0.9633333333333334,0.9959203981631346
23480,Mizoram,Aizawl,2024-07-02,0.98,0.9959203981631346
23482,Mizoram,Aizawl,2024-07-02,0.9633333333333334,0.9959203981631346
23483,Mizoram,Aizawl,2024-07-02,0.98,0.9869067494259514
23484,Mizoram,Aizawl,2024-07-02,0.9033333333333333,0.9869067494259514
23487,Mizoram,Aizawl,2024-07-02,0.9666666666666667,0.9869067494259514
23496,Mizoram,Aizawl,2024-07-02,0.9966666666666667,0.9869067494259514
23497,Mizoram,Aizawl,2024-07-02,0.9966666666666667,0.9869067494259514
23501,Mizoram,Aizawl,2024-07-02,1.0,0.9869067494259514
23502,Mizoram,Aizawl,2024-07-02,0.9966666666666667,0.9869067494259514
23519,Mizoram,Aizawl,2024-07-02,0.9966666666666667,0.9649485673036381
23523,Mizoram,Aizawl,2024-07-02,0.9866666666666667,0.9649485673036381
23528,Mizoram,Aizawl,2024-07-02,0.9966666666666667,0.9649485673036381
23540,Mizoram,Aizawl,2024-07-02,0.64,0.8066415710645723
23541,Mizoram,Aizawl,2024-07-02,0.72,0.8066415710645723
23542,Mizoram,Aizawl,2024-07-02,0.6633333333333333,0.8066415710645723
23543,Mizoram,Aizawl,2024-07-02,0.6933333333333334,0.8297241895184474
23544,Mizoram,Aizawl,2024-07-02,0.8633333333333333,0.8297241895184474
23580,Mizoram,Aizawl,2024-07-02,0.7766666666666666,0.5946919630817666
23583,Mizoram,Aizawl,2024-07-02,0.86,0.5713774910219994
23587,Mizoram,Aizawl,2024-07-02,0.76,0.5946919630817666
23590,Mizoram,Aizawl,2024-07-02,0.9766666666666667,0.7105977355788007
23591,Mizoram,Aizawl,2024-07-02,0.8933333333333333,0.7105977355788007
23592,Mizoram,Aizawl,2024-07-02,0.9266666666666666,0.7188701928126132
