SlNo,State,District,event_date,susceptibility_probability,rainfall_probability
23595,Mizoram,Aizawl,2024-07-02,0.9933333333333333,0.7188701928126132
23601,Mizoram,Aizawl,2024-07-02,0.7266666666666667,0.7459952666278793
23603,Mizoram,Aizawl,2024-07-02,0.6766666666666666,0.7459952666278793
23605,Mizoram,Aizawl,2024-07-02,0.7,0.8176299634708545
23682,Mizoram,Aizawl,2024-07-02,0.68,0.7459952666278793
23683,Mizoram,Aizawl,2024-07-02,0.88,0.7459952666278793
23196,Mizoram,Aizawl,2024-07-02,0.9733333333333334,0.9977874152245957
23503,Mizoram,Aizawl,2024-07-02,1.0,0.9869067494259514
23504,Mizoram,Aizawl,2024-07-02,1.0,0.9869067494259514
23520,Mizoram,Aizawl,2024-07-02,1.0,0.9649485673036381
23524,Mizoram,Aizawl,2024-07-02,0.99,0.9649485673036381
23532,Mizoram,Aizawl,2024-07-02,0.9566666666666667,0.9959203981631346
23137,Mizoram,Aizawl,2024-07-02,0.9933333333333333,0.9959203981631346
23476,Mizoram,Aizawl,2024-07-02,1.0,0.9959203981631346
23553,Mizoram,Aizawl,2024-07-02,0.7566666666666667,0.8182208702719947
23602,Mizoram,Aizawl,2024-07-02,0.7366666666666667,0.7459952666278793
23569,Mizoram,Kolasib,2024-07-02,0.7,0.7829783319270401
23570,Mizoram,Kolasib,2024-07-02,0.6666666666666666,0.7829783319270401
23574,Mizoram,Kolasib,2024-07-02,0.6566666666666666,0.6905996415356437
23643,Mizoram,Kolasib,2024-07-02,0.6733333333333333,0.9268282724656296
23644,Mizoram,Kolasib,2024-07-02,0.8833333333333333,0.9268282724656296
23645,Mizoram,Kolasib,2024-07-02,0.7166666666666667,0.9268282724656296
23646,Mizoram,Kolasib,2024-07-02,0.6833333333333333,0.9268282724656296
23663,Mizoram,Kolasib,2024-07-02,0.8833333333333333,0.9268282724656296
23667,Mizoram,Kolasib,2024-07-02,0.7366666666666667,0.9087474492184001
23668,Mizoram,Kolasib,2024-07-02,0.7933333333333333,0.9087474492184001
23608,Mizoram,Kolasib,2024-07-02,0.8833333333333333,0.9600579474492593
23648,Mizoram,Kolasib,2024-07-02,0.7433333333333333,0.9302665917734985
23669,Mizoram,Kolasib,2024-07-07,0.69,0.4436700533411662
23670,Mizoram,Kolasib,2024-07-07,0.6833333333333333,0.4436700533411662
23673,Mizoram,Kolasib,2024-07-07,0.6766666666666666,0.4705537655768735
23693,Mizoram,Kolasib,2024-07-07,0.66,0.40638727203941877
23695,Mizoram,Kolasib,2024-07-07,0.6433333333333333,0.40638727203941877
23708,Mizoram,Kolasib,2024-07-07,0.61,0.4436700533411662
23705,Mizoram,Kolasib,2024-07-07,0.6766666666666666,0.4436700533411662
23627,Mizoram,Kolasib,2024-07-09,0.7933333333333333,0.49710186497845
23662,Mizoram,Kolasib,2024-07-09,0.68,0.33455006259534315
23664,Mizoram,Kolasib,2024-07-09,0.7533333333333333,0.5065375102582037
23665,Mizoram,Kolasib,2024-07-09,0.8033333333333333,0.5065375102582037
23666,Mizoram,Kolasib,2024-07-09,0.7666666666666667,0.5065375102582037
23691,Mizoram,Kolasib,2024-07-09,0.7066666666666667,0.49701610856983475
23626,Mizoram,Kolasib,2024-07-09,0.6666666666666666,0.49710186497845
23632,Mizoram,Kolasib,2024-07-09,0.6433333333333333,0.3580146288169289
23679,Mizoram,Aizawl,2024-07-17,0.6633333333333333,0.1982862135594472
23685,Mizoram,Kolasib,2024-07-17,0.89,0.36948127810613113
23699,Mizoram,Kolasib,2024-07-17,0.6866666666666666,0.1720622065254963
23700,Mizoram,Kolasib,2024-07-17,0.7066666666666667,0.1720622065254963
23701,Mizoram,Kolasib,2024-07-17,0.6133333333333333,0.1720622065254963
23684,Mizoram,Kolasib,2024-07-17,0.8533333333333334,0.23024035047968266
23545,Mizoram,Aizawl,2024-08-13,0.74,0.26787088680929655
23546,Mizoram,Aizawl,2024-08-13,0.63,0.26787088680929655
23547,Mizoram,Aizawl,2024-08-13,0.6933333333333334,0.2806547328853262
23549,Mizoram,Aizawl,2024-08-13,0.79,0.27784463777513974
23550,Mizoram,Aizawl,2024-08-13,0.8566666666666667,0.27784463777513974
23552,Mizoram,Aizawl,2024-08-13,0.7433333333333333,0.27784463777513974
23554,Mizoram,Aizawl,2024-08-13,0.76,0.27784463777513974
23558,Mizoram,Aizawl,2024-08-13,0.6933333333333334,0.2963234571149206
23560,Mizoram,Aizawl,2024-08-13,0.6933333333333334,0.2724522061029651
23548,Mizoram,Aizawl,2024-08-13,0.7033333333333334,0.2806547328853262
23556,Mizoram,Aizawl,2024-08-13,0.7066666666666667,0.28687891187882913
23606,Mizoram,Kolasib,2024-08-13,0.7,0.30718014072671157
23572,Mizoram,Kolasib,2024-08-13,0.8766666666666667,0.25694389394064104
23613,Mizoram,Kolasib,2024-09-12,0.7866666666666666,0.2677145916033943
23615,Mizoram,Kolasib,2024-09-12,0.83,0.2677145916033943
23619,Mizoram,Kolasib,2024-09-12,0.7833333333333333,0.2677145916033943
23609,Mizoram,Kolasib,2024-09-12,0.82,0.2677145916033943
23610,Mizoram,Kolasib,2024-09-12,0.7333333333333333,0.16010328394435852
23611,Mizoram,Kolasib,2024-09-12,0.7033333333333334,0.16010328394435852
23614,Mizoram,Kolasib,2024-09-12,0.83,0.2677145916033943
23617,Mizoram,Kolasib,2024-09-12,0.8733333333333333,0.2677145916033943
23618,Mizoram,Kolasib,2024-09-12,0.6366666666666667,0.2677145916033943
23620,Mizoram,Kolasib,2024-09-12,0.7366666666666667,0.2677145916033943
23680,Mizoram,Aizawl,2024-09-24,0.74,0.2281011798154521
23630,Mizoram,Kolasib,2024-09-24,0.79,0.16224788119875083
23638,Mizoram,Kolasib,2024-09-24,0.7533333333333333,0.18023195645093917
23640,Mizoram,Kolasib,2024-09-24,0.6733333333333333,0.17225915626723154
23641,Mizoram,Kolasib,2024-09-24,0.8433333333333334,0.21993727901219357
23642,Mizoram,Kolasib,2024-09-24,0.6733333333333333,0.2387396839188085
23652,Mizoram,Kolasib,2024-09-24,0.7566666666666667,0.1909703308630879
23654,Mizoram,Kolasib,2024-09-24,0.78,0.17318041946977752
23677,Mizoram,Kolasib,2024-09-24,0.6433333333333333,0.19183264913539372
23703,Mizoram,Kolasib,2024-09-24,0.73,0.1885196683336137
23711,Mizoram,Kolasib,2024-09-24,0.6866666666666666,0.16532983145554447
23675,Mizoram,Kolasib,2024-09-24,0.7,0.21345411689965582
23676,Mizoram,Kolasib,2024-09-24,0.6566666666666666,0.19183264913539372
23678,Mizoram,Kolasib,2024-09-24,0.6566666666666666,0.19183264913539372
23647,Mizoram,Kolasib,2024-09-24,0.97,0.21993727901219357
23674,Mizoram,Kolasib,2024-09-24,0.6866666666666666,0.21345411689965582
23295,Mizoram,Aizawl,2024-09-25,0.9733333333333334,0.49586848919770576
23499,Mizoram,Aizawl,2024-09-25,0.9866666666666667,0.34641831250723193
23500,Mizoram,Aizawl,2024-09-25,0.99,0.34641831250723193
23525,Mizoram,Aizawl,2024-09-25,0.9733333333333334,0.3188578760763949
23522,Mizoram,Aizawl,2024-09-25,0.98,0.3188578760763949
23531,Mizoram,Aizawl,2024-09-25,0.9966666666666667,0.3188578760763949
23527,Mizoram,Aizawl,2024-09-28,0.9966666666666667,0.2379486005124716
23533,Mizoram,Aizawl,2024-09-28,0.6966666666666667,0.25295245336887046
23537,Mizoram,Aizawl,2024-09-28,0.6233333333333333,0.26988961969501424
23538,Mizoram,Aizawl,2024-09-28,0.81,0.26988961969501424
23551,Mizoram,Aizawl,2024-09-28,0.8666666666666667,0.25634190942766427
23562,Mizoram,Aizawl,2024-09-28,0.6966666666666667,0.26754234345662153
23563,Mizoram,Aizawl,2024-09-28,0.71,0.2768416275654267
23584,Mizoram,Aizawl,2024-09-28,0.9933333333333333,0.37889421102971366
23600,Mizoram,Aizawl,2024-09-28,0.68,0.2670062581856294
23604,Mizoram,Aizawl,2024-09-28,0.7533333333333333,0.36196504899791565
23624,Mizoram,Aizawl,2024-09-28,0.6366666666666667,0.34438421760088656
23625,Mizoram,Aizawl,2024-09-28,0.68,0.34438421760088656
23529,Mizoram,Aizawl,2024-09-28,1.0,0.2379486005124716
23559,Mizoram,Aizawl,2024-09-28,0.6333333333333333,0.2768416275654267
23526,Mizoram,Aizawl,2024-09-28,0.9933333333333333,0.2379486005124716
23565,Mizoram,Kolasib,2024-09-28,0.6266666666666667,0.25639231874543494
23576,Mizoram,Kolasib,2024-09-28,0.62,0.2538161392356721
23671,Mizoram,Kolasib,2024-09-28,0.75,0.24181760693551693
23672,Mizoram,Kolasib,2024-09-28,0.7466666666666667,0.25638196724036383
23687,Mizoram,Kolasib,2024-09-28,0.6833333333333333,0.24742804967074336
23688,Mizoram,Kolasib,2024-09-28,0.9666666666666667,0.23546405479242669
23689,Mizoram,Kolasib,2024-09-28,0.7866666666666666,0.2271465502100583
23955,Mizoram,Aizawl,2025-05-29,0.9933333333333333,0.4808720591172477
23714,Mizoram,Aizawl,2025-05-29,0.9866666666666667,0.5909787760111603
24072,Mizoram,Lunglei,2025-05-29,0.9933333333333333,0.8151531161606411
23804,Mizoram,Serchhip,2025-05-29,0.9966666666666667,0.7401666668072345
23842,Mizoram,Serchhip,2025-05-29,0.9633333333333334,0.5945022254627199
23722,Mizoram,Aizawl,2025-05-30,0.99,0.9175684358745119
23720,Mizoram,Aizawl,2025-05-30,0.9566666666666667,0.9175684358745119
23734,Mizoram,Aizawl,2025-05-30,1.0,0.9777332559938722
24105,Mizoram,Lunglei,2025-05-30,0.8466666666666667,0.986762918013223
24074,Mizoram,Lunglei,2025-05-30,0.99,0.986762918013223
23750,Mizoram,Lunglei,2025-05-30,0.99,0.986762918013223
23752,Mizoram,Lunglei,2025-05-30,0.9966666666666667,0.986762918013223
23843,Mizoram,Serchhip,2025-05-30,0.95,0.9864043321024395
23770,Mizoram,Siaha,2025-05-30,0.9266666666666666,0.9932278149175799
23951,Mizoram,Aizawl,2025-05-31,0.9333333333333333,0.9697153638885915
23716,Mizoram,Aizawl,2025-05-31,1.0,0.9833543703986647
23942,Mizoram,Champhai,2025-05-31,0.9833333333333333,0.9255451330388864
23796,Mizoram,Hnahthial,2025-05-31,0.99,0.9890938035871792
23797,Mizoram,Hnahthial,2025-05-31,0.9833333333333333,0.9890938035871792
23798,Mizoram,Hnahthial,2025-05-31,0.9633333333333334,0.9890938035871792
23792,Mizoram,Hnahthial,2025-05-31,0.99,0.9919613684733617
23793,Mizoram,Hnahthial,2025-05-31,0.9966666666666667,0.9832615470870544
23794,Mizoram,Hnahthial,2025-05-31,1.0,0.9832615470870544
23795,Mizoram,Hnahthial,2025-05-31,0.9433333333333334,0.9832615470870544
23939,Mizoram,Khawzawl,2025-05-31,0.9966666666666667,0.9588237217299302
23937,Mizoram,Khawzawl,2025-05-31,0.99,0.9703392709143056
23767,Mizoram,Lawngtlai,2025-05-31,0.9733333333333334,0.9912304886268848
23775,Mizoram,Lawngtlai,2025-05-31,0.9933333333333333,0.9912304886268848
23768,Mizoram,Lawngtlai,2025-05-31,0.9933333333333333,0.9931605468616727
23744,Mizoram,Lunglei,2025-05-31,0.9833333333333333,0.9788250179755859
23753,Mizoram,Lunglei,2025-05-31,0.9366666666666666,0.9883925992768945
23754,Mizoram,Lunglei,2025-05-31,0.9966666666666667,0.9883925992768945
23761,Mizoram,Lunglei,2025-05-31,0.9233333333333333,0.9883925992768945
23762,Mizoram,Lunglei,2025-05-31,0.99,0.9883925992768945
23756,Mizoram,Lunglei,2025-05-31,0.9966666666666667,0.9883925992768945
23782,Mizoram,Lunglei,2025-05-31,0.8266666666666667,0.9837937651965599
23783,Mizoram,Lunglei,2025-05-31,0.86,0.9837937651965599
23791,Mizoram,Lunglei,2025-05-31,0.9966666666666667,0.9795702975708813
23776,Mizoram,Lunglei,2025-05-31,0.9666666666666667,0.9887209063990477
23777,Mizoram,Lunglei,2025-05-31,0.92,0.9887209063990477
23778,Mizoram,Lunglei,2025-05-31,1.0,0.9887209063990477
23779,Mizoram,Lunglei,2025-05-31,0.99,0.9837937651965599
23780,Mizoram,Lunglei,2025-05-31,0.9933333333333333,0.9837937651965599
23781,Mizoram,Lunglei,2025-05-31,0.9833333333333333,0.9837937651965599
23949,Mizoram,Saitual,2025-05-31,0.9866666666666667,0.9623453001312205
23808,Mizoram,Serchhip,2025-05-31,0.9,0.9893842675086593
23743,Mizoram,Serchhip,2025-05-31,0.9033333333333333,0.9788250179755859
23869,Mizoram,Serchhip,2025-05-31,0.9566666666666667,0.9835066385526317
23870,Mizoram,Serchhip,2025-05-31,0.99,0.9835066385526317
23871,Mizoram,Serchhip,2025-05-31,0.95,0.9835066385526317
23741,Mizoram,Serchhip,2025-05-31,0.96,0.9788250179755859
23742,Mizoram,Serchhip,2025-05-31,0.9866666666666667,0.9788250179755859
23737,Mizoram,Serchhip,2025-05-31,0.9966666666666667,0.9835066385526317
23809,Mizoram,Serchhip,2025-05-31,0.99,0.9893842675086593
23810,Mizoram,Serchhip,2025-05-31,0.99,0.9893842675086593
23811,Mizoram,Serchhip,2025-05-31,1.0,0.9893842675086593
23812,Mizoram,Serchhip,2025-05-31,0.8133333333333334,0.9893842675086593
23814,Mizoram,Serchhip,2025-05-31,1.0,0.9893842675086593
23815,Mizoram,Serchhip,2025-05-31,0.93,0.9893842675086593
23816,Mizoram,Serchhip,2025-05-31,0.8766666666666667,0.9893842675086593
23819,Mizoram,Serchhip,2025-05-31,0.9966666666666667,0.9893842675086593
23820,Mizoram,Serchhip,2025-05-31,0.99,0.9893842675086593
23821,Mizoram,Serchhip,2025-05-31,0.83,0.9893842675086593
23822,Mizoram,Serchhip,2025-05-31,1.0,0.9893842675086593
23823,Mizoram,Serchhip,2025-05-31,0.98,0.9893842675086593
23825,Mizoram,Serchhip,2025-05-31,0.9166666666666666,0.9893842675086593
23826,Mizoram,Serchhip,2025-05-31,0.9966666666666667,0.9893842675086593
23827,Mizoram,Serchhip,2025-05-31,0.99,0.9893842675086593
23828,Mizoram,Serchhip,2025-05-31,0.9933333333333333,0.9893842675086593
23831,Mizoram,Serchhip,2025-05-31,0.94,0.9920278353561882
23832,Mizoram,Serchhip,2025-05-31,0.9966666666666667,0.9893842675086593
23833,Mizoram,Serchhip,2025-05-31,0.95,0.9893842675086593
23835,Mizoram,Serchhip,2025-05-31,0.9966666666666667,0.9893842675086593
23840,Mizoram,Serchhip,2025-05-31,0.9966666666666667,0.9893842675086593
23841,Mizoram,Serchhip,2025-05-31,0.9566666666666667,0.9920278353561882
23849,Mizoram,Serchhip,2025-05-31,0.7566666666666667,0.9893842675086593
23850,Mizoram,Serchhip,2025-05-31,0.7733333333333333,0.9893842675086593
23852,Mizoram,Serchhip,2025-05-31,0.9533333333333334,0.9893842675086593
23853,Mizoram,Serchhip,2025-05-31,0.9866666666666667,0.9920278353561882
23854,Mizoram,Serchhip,2025-05-31,0.96,0.9920278353561882
23855,Mizoram,Serchhip,2025-05-31,0.98,0.9920278353561882
23861,Mizoram,Serchhip,2025-05-31,0.99,0.9920278353561882
23862,Mizoram,Serchhip,2025-05-31,0.9933333333333333,0.9920278353561882
23865,Mizoram,Serchhip,2025-05-31,0.86,0.9920278353561882
23805,Mizoram,Serchhip,2025-05-31,0.9666666666666667,0.9814953065156206
23806,Mizoram,Serchhip,2025-05-31,0.9966666666666667,0.9786358735337516
23807,Mizoram,Serchhip,2025-05-31,0.9733333333333334,0.9786358735337516
23860,Mizoram,Serchhip,2025-05-31,0.99,0.9786358735337516
23934,Mizoram,Serchhip,2025-05-31,0.9933333333333333,0.964123993052267
23935,Mizoram,Serchhip,2025-05-31,0.99,0.964123993052267
23739,Mizoram,Serchhip,2025-05-31,0.9866666666666667,0.9788250179755859
23813,Mizoram,Serchhip,2025-05-31,0.98,0.9893842675086593
23817,Mizoram,Serchhip,2025-05-31,0.7366666666666667,0.9814953065156206
23818,Mizoram,Serchhip,2025-05-31,0.9166666666666666,0.9893842675086593
23824,Mizoram,Serchhip,2025-05-31,1.0,0.9893842675086593
23845,Mizoram,Serchhip,2025-05-31,0.9233333333333333,0.9920278353561882
23856,Mizoram,Serchhip,2025-05-31,0.8866666666666667,0.9920278353561882
23803,Mizoram,Serchhip,2025-05-31,0.9933333333333333,0.9814953065156206
23769,Mizoram,Siaha,2025-05-31,0.9966666666666667,0.9876500201401642
23772,Mizoram,Siaha,2025-05-31,0.9966666666666667,0.9876500201401642
23774,Mizoram,Siaha,2025-05-31,1.0,0.9876500201401642
23771,Mizoram,Siaha,2025-05-31,0.9933333333333333,0.9876500201401642
23956,Mizoram,Aizawl,2025-06-01,0.9966666666666667,0.9276562657535452
23721,Mizoram,Aizawl,2025-06-01,0.86,0.9910434236692014
23952,Mizoram,Aizawl,2025-06-01,0.9766666666666667,0.9727512634755782
23724,Mizoram,Aizawl,2025-06-01,0.9933333333333333,0.9910434236692014
23727,Mizoram,Aizawl,2025-06-01,0.98,0.9912902490419772
23940,Mizoram,Champhai,2025-06-01,0.9633333333333334,0.9809191054582306
23941,Mizoram,Champhai,2025-06-01,0.9066666666666666,0.9809191054582306
23799,Mizoram,Hnahthial,2025-06-01,0.7666666666666667,0.9946636174501138
23938,Mizoram,Khawzawl,2025-06-01,0.8933333333333333,0.9849125010905323
23943,Mizoram,Khawzawl,2025-06-01,0.9866666666666667,0.9502253198143839
24107,Mizoram,Lunglei,2025-06-01,0.9766666666666667,0.9959533059222213
24034,Mizoram,Lunglei,2025-06-01,0.9066666666666666,0.9959533059222213
23920,Mizoram,Lunglei,2025-06-01,0.9733333333333334,0.9950527389932741
23921,Mizoram,Lunglei,2025-06-01,0.8033333333333333,0.995920960429782
23922,Mizoram,Lunglei,2025-06-01,0.9866666666666667,0.995920960429782
23923,Mizoram,Lunglei,2025-06-01,0.9733333333333334,0.995920960429782
23924,Mizoram,Lunglei,2025-06-01,0.8966666666666666,0.995920960429782
23925,Mizoram,Lunglei,2025-06-01,0.9133333333333333,0.995920960429782
23875,Mizoram,Lunglei,2025-06-01,1.0,0.9963222268871109
23876,Mizoram,Lunglei,2025-06-01,0.9433333333333334,0.9955600661888583
23877,Mizoram,Lunglei,2025-06-01,0.95,0.9955600661888583
23878,Mizoram,Lunglei,2025-06-01,0.8966666666666666,0.9955600661888583
23879,Mizoram,Lunglei,2025-06-01,0.8433333333333334,0.9955600661888583
23880,Mizoram,Lunglei,2025-06-01,0.9633333333333334,0.9955600661888583
23881,Mizoram,Lunglei,2025-06-01,0.97,0.9955600661888583
23927,Mizoram,Lunglei,2025-06-01,0.9833333333333333,0.9963222268871109
23760,Mizoram,Lunglei,2025-06-01,0.96,0.9959533059222213
23882,Mizoram,Lunglei,2025-06-01,0.6633333333333333,0.9963222268871109
23888,Mizoram,Lunglei,2025-06-01,0.9933333333333333,0.9965247843199774
23889,Mizoram,Lunglei,2025-06-01,0.9933333333333333,0.9965247843199774
23890,Mizoram,Lunglei,2025-06-01,0.9666666666666667,0.9965247843199774
23896,Mizoram,Lunglei,2025-06-01,0.95,0.9969175122779781
23917,Mizoram,Lunglei,2025-06-01,0.92,0.9973387657911802
23918,Mizoram,Lunglei,2025-06-01,0.97,0.9973387657911802
23919,Mizoram,Lunglei,2025-06-01,0.9966666666666667,0.9973387657911802
23926,Mizoram,Lunglei,2025-06-01,0.9633333333333334,0.9973387657911802
23784,Mizoram,Lunglei,2025-06-01,0.84,0.992148539748809
23785,Mizoram,Lunglei,2025-06-01,0.99,0.9976386314097457
23786,Mizoram,Lunglei,2025-06-01,0.9833333333333333,0.9976386314097457
23787,Mizoram,Lunglei,2025-06-01,1.0,0.9976386314097457
23788,Mizoram,Lunglei,2025-06-01,0.99,0.9976386314097457
23790,Mizoram,Lunglei,2025-06-01,0.84,0.9901778583993472
24100,Mizoram,Lunglei,2025-06-01,0.9666666666666667,0.9959533059222213
23887,Mizoram,Lunglei,2025-06-01,0.9466666666666667,0.9965247843199774
23891,Mizoram,Lunglei,2025-06-01,0.99,0.9965247843199774
23892,Mizoram,Lunglei,2025-06-01,0.9066666666666666,0.9969175122779781
23893,Mizoram,Lunglei,2025-06-01,0.96,0.9969175122779781
23894,Mizoram,Lunglei,2025-06-01,0.94,0.9969175122779781
23895,Mizoram,Lunglei,2025-06-01,0.9666666666666667,0.9969175122779781
23866,Mizoram,Serchhip,2025-06-01,0.9966666666666667,0.994983598592448
23867,Mizoram,Serchhip,2025-06-01,1.0,0.994983598592448
23868,Mizoram,Serchhip,2025-06-01,0.9966666666666667,0.994740403965434
23872,Mizoram,Serchhip,2025-06-01,0.99,0.9955600661888583
23873,Mizoram,Serchhip,2025-06-01,0.99,0.9963222268871109
23874,Mizoram,Serchhip,2025-06-01,0.8933333333333333,0.9963222268871109
23740,Mizoram,Serchhip,2025-06-01,0.9933333333333333,0.994983598592448
23836,Mizoram,Serchhip,2025-06-01,0.9966666666666667,0.9960184395579306
23837,Mizoram,Serchhip,2025-06-01,0.9966666666666667,0.9960184395579306
23838,Mizoram,Serchhip,2025-06-01,1.0,0.9960184395579306
23839,Mizoram,Serchhip,2025-06-01,0.9933333333333333,0.9960184395579306
23846,Mizoram,Serchhip,2025-06-01,0.9766666666666667,0.9960184395579306
23847,Mizoram,Serchhip,2025-06-01,0.8233333333333334,0.9960184395579306
23857,Mizoram,Serchhip,2025-06-01,0.99,0.9967052369769664
23858,Mizoram,Serchhip,2025-06-01,0.7833333333333333,0.9967052369769664
23859,Mizoram,Serchhip,2025-06-01,0.7033333333333334,0.989889142413681
23863,Mizoram,Serchhip,2025-06-01,0.98,0.9967052369769664
23800,Mizoram,Serchhip,2025-06-01,0.98,0.9946636174501138
23930,Mizoram,Serchhip,2025-06-01,0.94,0.9930029598343042
23931,Mizoram,Serchhip,2025-06-01,0.99,0.9930029598343042
23932,Mizoram,Serchhip,2025-06-01,0.9366666666666666,0.9930029598343042
23933,Mizoram,Serchhip,2025-06-01,0.8633333333333333,0.994424598688835
23801,Mizoram,Serchhip,2025-06-01,0.9866666666666667,0.9946636174501138
23802,Mizoram,Serchhip,2025-06-01,0.9866666666666667,0.9946636174501138
23928,Mizoram,Serchhip,2025-06-01,1.0,0.9930029598343042
23929,Mizoram,Serchhip,2025-06-01,0.99,0.9930029598343042
23864,Mizoram,Serchhip,2025-06-01,0.9633333333333334,0.9967052369769664
23773,Mizoram,Siaha,2025-06-01,0.9566666666666667,0.9727504912751768
24048,Mizoram,Lunglei,2025-06-02,0.8733333333333333,0.9901556952910644
23789,Mizoram,Lunglei,2025-06-02,0.97,0.984266319403288
24002,Mizoram,Lunglei,2025-06-02,0.9733333333333334,0.988040880479828
24004,Mizoram,Lunglei,2025-06-02,0.9866666666666667,0.988040880479828
24014,Mizoram,Lunglei,2025-06-02,0.9666666666666667,0.988040880479828
24015,Mizoram,Lunglei,2025-06-02,0.8366666666666667,0.988040880479828
24016,Mizoram,Lunglei,2025-06-02,0.8,0.988040880479828
23999,Mizoram,Serchhip,2025-06-02,0.9933333333333333,0.988040880479828
24000,Mizoram,Serchhip,2025-06-05,0.6933333333333334,0.6219351606352682
23953,Mizoram,Aizawl,2025-06-14,0.9966666666666667,0.3292564935597582
23954,Mizoram,Aizawl,2025-06-14,1.0,0.3292564935597582
23945,Mizoram,Khawzawl,2025-06-14,0.9966666666666667,0.37751672232952166
23946,Mizoram,Khawzawl,2025-06-14,0.9733333333333334,0.37751672232952166
23947,Mizoram,Khawzawl,2025-06-14,0.99,0.37751672232952166
25781,Nagaland,Chumoukedima,2024-09-03,0.9933333333333333,0.82710803203216
25782,Nagaland,Chumoukedima,2024-09-03,0.9933333333333333,0.82710803203216
25794,Nagaland,Chumoukedima,2024-09-03,0.98,0.6676263435686475
24795,Nagaland,Dimapur,2013-07-16,0.9933333333333333,0.5710665321426937
24751,Nagaland,Dimapur,2013-07-16,0.9366666666666666,0.45861369549399766
25961,Nagaland,Dimapur,2019-05-09,0.9133333333333333,0.17102982147483559
25975,Nagaland,Kohima,2012-07-29,0.9133333333333333,0.6845416385829123
25976,Nagaland,Kohima,2012-07-31,0.8966666666666666,0.34408032832160707
25977,Nagaland,Kohima,2012-08-06,1.0,0.595766710212029
25978,Nagaland,Kohima,2012-08-07,0.8233333333333334,0.7855019481223274
25979,Nagaland,Kohima,2012-08-08,0.78,0.637542180488807
25793,Nagaland,Kohima,2024-07-06,0.8433333333333334,0.7339373730588219
24466,Nagaland,Kohima,2008-08-02,0.8933333333333333,0.5041994208756144
24491,Nagaland,Kohima,2007-08-12,0.9933333333333333,0.19292081000687286
24516,Nagaland,Kohima,2008-08-16,0.9933333333333333,0.5027450807125262
25802,Nagaland,Kohima,2022-10-15,0.9966666666666667,0.1907328210467396
25803,Nagaland,Kohima,2022-09-30,0.99,0.23629953756679628
25853,Nagaland,Kohima,2023-09-08,0.9966666666666667,0.5673768332855834
24660,Nagaland,Kohima,2013-07-03,0.9966666666666667,0.6381856695919652
25800,Nagaland,Kohima,2022-09-25,0.9966666666666667,0.3753805687302705
25807,Nagaland,Kohima,2022-11-12,1.0,0.09722097950824754
25868,Nagaland,Kohima,2023-10-02,0.8666666666666667,0.23324160063815477
25907,Nagaland,Kohima,2018-08-23,0.9066666666666666,0.45452326683890204
25908,Nagaland,Kohima,2018-08-23,0.9633333333333334,0.45452326683890204
25922,Nagaland,Kohima,2024-08-23,1.0,0.5757012787733088
24708,Nagaland,Kohima,2013-09-08,0.9733333333333334,0.24105621092566207
25936,Nagaland,Kohima,2025-07-25,0.95,0.2409902588224466
25798,Nagaland,Kohima,2017-10-29,0.9966666666666667,0.7262998829176063
25799,Nagaland,Kohima,2022-09-12,0.9766666666666667,0.7053340292714637
25801,Nagaland,Kohima,2022-09-28,0.9933333333333333,0.5424711436273607
25934,Nagaland,Kohima,2015-07-15,0.9866666666666667,0.37215186674653106
25940,Nagaland,Kohima,2015-07-18,0.9833333333333333,0.9594698859205131
25923,Nagaland,Mokokchung,2025-07-08,0.9666666666666667,0.6840871807298711
25789,Nagaland,Mokokchung,2025-07-05,0.9733333333333334,0.9209664675824577
25787,Nagaland,Mokokchung,2025-07-08,0.9466666666666667,0.6840871807298711
25980,Nagaland,Phek,2012-08-07,0.7833333333333333,0.7195417064638825
25784,Nagaland,Tseminyu,2025-01-19,0.9966666666666667,0.09708444698755302
25932,Nagaland,Tseminyu,2025-01-19,0.9966666666666667,0.09708444698755302
24968,Nagaland,Tuensang,2009-06-21,0.8233333333333334,0.6133771477570704
24950,Nagaland,Tuensang,2009-06-21,0.8966666666666666,0.6133771477570704
25487,Nagaland,Tuensang,2009-06-20,0.7266666666666667,0.9297696163422764
25971,Nagaland,Tuensang,2012-07-03,0.9533333333333334,0.6570611585939338
25972,Nagaland,Tuensang,2012-06-30,1.0,0.6184051575881514
25973,Nagaland,Tuensang,2012-05-25,0.8066666666666666,0.10508606314639223
25506,Nagaland,Tuensang,2009-08-20,0.89,0.7844366625284204
25499,Nagaland,Tuensang,2009-06-20,0.6866666666666666,0.9297696163422764
25505,Nagaland,Tuensang,2009-07-27,0.89,0.505733603889669
25490,Nagaland,Tuensang,2009-06-04,0.75,0.24253902751913237
24146,Nagaland,Tuensang,2018-05-11,0.6533333333333333,0.838885646405891
25796,Nagaland,Wokha,2024-07-15,0.9933333333333333,0.7072304246421044
25797,Nagaland,Wokha,2024-07-23,0.9733333333333334,0.3821174319645627
25211,Nagaland,Wokha,2021-09-18,0.95,0.33606407843610736
25963,Nagaland,Wokha,2021-09-18,0.95,0.33606407843610736
25970,Nagaland,Tuensang,2012-06-22,0.9866666666666667,0.9667668519131315
25911,Nagaland,Kohima,2024-06-01,1.0,0.5803476745721359
25912,Nagaland,Kohima,2024-06-01,0.98,0.5803476745721359
25914,Nagaland,Kohima,2024-06-01,0.98,0.5803476745721359
