SlNo,State,District,Latitude,Longitude,event_date
23640,Mizoram,Kolasib,24.64528611,93.28593611,2024-09-24
23641,Mizoram,Kolasib,24.02205833,93.29369167,2024-09-24
23642,Mizoram,Kolasib,23.01689167,93.283175,2024-09-24
23643,Mizoram,Kolasib,24.02782222,93.28944444,2024-07-02
23644,Mizoram,Kolasib,24.04014167,93.29149627685548,2024-07-02
23645,Mizoram,Kolasib,24.03980278,93.29373889,2024-07-02
23646,Mizoram,Kolasib,24.05823611,93.28901944,2024-07-02
23652,Mizoram,Kolasib,24.297775268554688,93.34159722,2024-09-24
23654,Mizoram,Kolasib,24.35137778,93.34095556,2024-09-24
23657,Mizoram,Kolasib,23.631219,93.118033,2024-08-15
23660,Mizoram,Kolasib,23.62418333,93.14208611,2024-08-15
23662,Mizoram,Kolasib,23.56672222,93.13764444,2024-07-09
23663,Mizoram,Kolasib,24.04014167,93.29149627685548,2024-07-02
23664,Mizoram,Kolasib,24.56771111,93.14291667,2024-07-09
23665,Mizoram,Kolasib,24.57467222,93.14389722,2024-07-09
23666,Mizoram,Kolasib,24.57470833,93.13897222,2024-07-09
23667,Mizoram,Kolasib,24.57151389,93.141725,2024-07-02
23668,Mizoram,Kolasib,24.56917222,93.14073611,2024-07-02
23669,Mizoram,Kolasib,24.56060028076172,93.13071389,2024-07-07
23670,Mizoram,Kolasib,24.55987778,93.12541667,2024-07-07
23671,Mizoram,Kolasib,24.08927222,93.12408611,2024-09-28
23672,Mizoram,Kolasib,24.10641389,93.12339944,2024-09-28
23673,Mizoram,Kolasib,24.10710778,93.11535444,2024-07-07
23677,Mizoram,Kolasib,24.10743611,93.09532222,2024-09-24
23685,Mizoram,Kolasib,23.504575,93.23805236816406,2024-07-17
23686,Mizoram,Kolasib,24.15364444,93.02183611,2024-06-07
23691,Mizoram,Kolasib,24.40520278,93.06672222,2024-07-09
23693,Mizoram,Kolasib,24.44347778,93.15817778,2024-07-07
23695,Mizoram,Kolasib,24.44857778,93.15738611,2024-07-07
23699,Mizoram,Kolasib,24.65409167,93.204625,2024-07-17
23700,Mizoram,Kolasib,24.65018056,93.20256667,2024-07-17
23702,Mizoram,Kolasib,24.62604722,93.22583889,2024-06-12
23703,Mizoram,Kolasib,24.586050033569336,93.21056389,2024-09-24
23704,Mizoram,Kolasib,24.57747459411621,93.19104766845705,2024-10-22
23706,Mizoram,Kolasib,24.57159996032715,93.17273056,2024-06-12
23708,Mizoram,Kolasib,24.57296389,93.17700556,2024-07-07
23709,Mizoram,Kolasib,24.576799392700195,93.106075,2024-06-12
23711,Mizoram,Kolasib,24.458325,93.09439167,2024-09-24
24048,Mizoram,Lunglei,23.164812088012695,92.743396,2025-06-02
24105,Mizoram,Lunglei,23.105649948120117,92.745979,2025-05-30
24107,Mizoram,Lunglei,23.104623,92.747711,2025-06-01
24072,Mizoram,Lunglei,23.1414737701416,92.750577,2025-05-29
24074,Mizoram,Lunglei,23.1398868560791,92.751646,2025-05-30
23750,Mizoram,Lunglei,23.183856,92.735346,2025-05-30
23789,Mizoram,Lunglei,22.895235061645508,92.747812,2025-06-02
23999,Mizoram,Serchhip,23.239287,92.74817657470705,2025-06-02
23830,Mizoram,Serchhip,23.304746,92.862109,2025-06-08
23843,Mizoram,Serchhip,23.293453216552734,92.858089,2025-05-30
23804,Mizoram,Serchhip,23.19340133666992,92.900218,2025-05-29
23808,Mizoram,Serchhip,23.322010040283203,92.85822296142578,2025-05-31
23770,Mizoram,Siaha,22.44437599182129,92.947323,2025-05-30
22177,Mizoram,Aizawl,23.751693725585938,92.731528,2007-09-08
20231,Meghalaya,East Khasi Hills,25.57822036743164,91.86544799804688,2014-09-23
20469,Meghalaya,Ri-Bhoi,26.002939224243164,91.8669204711914,2014-09-23
20460,Meghalaya,Ri-Bhoi,25.97256088256836,91.86241912841795,2014-10-05
20452,Meghalaya,Ri-Bhoi,25.95846939086914,91.85405731201172,2014-09-23
19559,Manipur,Bishnupur,24.524125,93.816333,2024-08-01
19560,Manipur,Bishnupur,24.51705551147461,93.817056,2024-08-02
19217,Manipur,Kangpokpi,25.146528244018555,93.941722,2017-06-04
18988,Manipur,Tamenglong,24.983806,93.497528,2018-06-22
22755,Mizoram,Aizawl,23.64638889,92.72638889,2023-10-02
25794,Nagaland,Chumoukedima,25.78529930114746,93.80139923095705,2024-09-03
25793,Nagaland,Kohima,25.612499237060547,94.127197265625,2024-07-06
25796,Nagaland,Wokha,26.111335,94.257114,2024-07-15
24466,Nagaland,Kohima,25.660829544067383,94.102783203125,2008-08-02
24491,Nagaland,Kohima,25.666669845581055,94.1097183227539,2007-08-12
24516,Nagaland,Kohima,25.669170379638672,94.1072235107422,2008-08-16
25506,Nagaland,Tuensang,26.387779235839844,94.8258285522461,2009-08-20
25499,Nagaland,Tuensang,26.37639045715332,94.84056091308594,2009-06-20
25802,Nagaland,Kohima,25.770055,93.937873,2022-10-15
25803,Nagaland,Kohima,25.771451,93.907041,2022-09-30
25853,Nagaland,Kohima,25.76618333,93.94043611,2023-09-08
24660,Nagaland,Kohima,25.716110229492188,94.08882904052734,2013-07-03
25800,Nagaland,Kohima,25.7491204,94.0804548,2022-09-25
25807,Nagaland,Kohima,25.770064,93.937891,2022-11-12
25868,Nagaland,Kohima,25.66754722,94.08075278,2023-10-02
25907,Nagaland,Kohima,25.85442778,94.15844444,2018-08-23
25908,Nagaland,Kohima,25.857991,94.159346,2018-08-23
25911,Nagaland,Kohima,25.520360946655273,94.1311201,2024-06-01
25912,Nagaland,Kohima,25.52164077758789,94.13426208496094,2024-06-01
25914,Nagaland,Kohima,25.525094,94.135798,2024-06-01
25915,Nagaland,Kohima,25.538421630859375,94.136039,2024-06-01
25916,Nagaland,Kohima,25.565099716186523,94.1390034,2024-06-01
25918,Nagaland,Kohima,25.62154006958008,94.11219787597656,2024-06-01
25919,Nagaland,Kohima,25.6291966,94.10176849365234,2024-06-01
25920,Nagaland,Kohima,25.638700485229492,94.10978698730467,2024-06-01
25921,Nagaland,Kohima,25.648759,94.10616302490234,2024-06-01
25922,Nagaland,Kohima,25.660900115966797,94.05359649658205,2024-08-23
26810,Sikkim,Mangan,27.443199157714844,88.60870361328125,2024-07-21
26745,Sikkim,East Sikkim,27.2533846,88.5489504,2021-08-22
26797,Sikkim,East Sikkim,27.24297222,88.47055556,2022-06-15
26736,Sikkim,East Sikkim,27.27458333,88.55002778,2021-10-19
26767,Sikkim,East Sikkim,27.32320833,88.60986944,2021-10-19
26752,Sikkim,East Sikkim,27.32663889,88.61016667,2021-06-01
26754,Sikkim,East Sikkim,27.33972222,88.62055556,2021-06-08
26755,Sikkim,East Sikkim,27.37055556,88.61611111,2021-06-05
26816,Sikkim,East Sikkim,27.26063889,88.71438889,2012-06-07
26817,Sikkim,East Sikkim,27.26616667,88.72697222,2012-06-07
26818,Sikkim,East Sikkim,27.26544444,88.72252778,2012-06-07
26821,Sikkim,North Sikkim,27.59027778,88.65394444,2012-06-26
26822,Sikkim,North Sikkim,27.57502778,88.65402778,2012-06-22
26823,Sikkim,North Sikkim,27.56111111,88.65452778,2012-06-22
26825,Sikkim,North Sikkim,27.56941667,88.65272222,2012-06-22
26784,Sikkim,Soreng,27.14871944,88.28128889,2022-11-20
26827,Sikkim,North Sikkim,27.51444444,88.56777778,2009-05-09
26714,Sikkim,East Sikkim,27.332080841064453,88.50901794433594,2015-07-11
26792,Sikkim,Pakyong,27.21391667,88.60833333,2022-08-25
26798,Sikkim,Geyzing,27.19950556,88.32696111,2022-08-20
26806,Sikkim,Mangan,27.40251944,88.51868056,2023-10-04
26802,Sikkim,Pakyong,27.17748333,88.52165833,2023-10-04
26781,Sikkim,Namchi,27.288469314575195,88.3013916015625,2022-07-10
26903,Tripura,South Tripura,23.22966667,91.49532222,2021-08-25
26850,Tripura,West Tripura,23.854169845581055,91.34361267089844,2009-07-10
26814,Sikkim,West district,27.29166667,88.22000122070312,2011-06-24
26815,Sikkim,West district,27.28777778,88.23277778,2011-06-24
26757,Sikkim,South Sikkim,27.3250091,88.4704442,2021-08-23
26740,Sikkim,East Sikkim,27.3699335,88.4859279,2021-08-23
1940,Arunachal Pradesh,Papum Pare,27.12113571166992,93.762164,2024-06-18
488,Assam,Kamrup (Metro),26.1505375,91.72798139,2023-06-17
801,Assam,Kamrup,26.16618537902832,91.7146987915039,2025-06-04
802,Assam,Kamrup,26.166160583496097,91.713803,2025-06-04
803,Assam,Kamrup,26.1629695892334,91.70590209960938,2025-06-05
519,Assam,Kamrup (Metro),26.19622039794922,91.76335906982422,2011-03-23
813,Assam,Dima Hasao,25.316197,93.006158,2022-06-16
642,Assam,Dima Hasao,25.158138275146484,93.024778,2022-05-15
649,Assam,Dima Hasao,25.16808319091797,93.024922,2022-05-14
15,Assam,Hailakandi,24.51594352722168,92.540889,2016-05-18
777,Assam,Kamrup (Metro),26.193220138549805,91.77033233642578,2022-06-16
778,Assam,Kamrup (Metro),26.187889099121097,91.79492950439452,2022-06-17
729,Assam,Kamrup (Metro),26.19244444,91.76422222,2016-07-20
774,Assam,Kamrup (Metro),26.09150556,91.87898611,2020-07-12
38,Assam,Karimganj,24.78002778,92.45372222,2020-06-02
39,Assam,Karimganj,24.78380556,92.45563889,2020-06-02
506,Assam,Kamrup (Metro),26.188419342041016,91.85124969482422,2017-06-16
19558,Manipur,Tamenglong,24.979000091552734,93.49600219726562,2024-07-29
20643,Meghalaya,Eastern-West Khasi Hill,25.688833236694336,91.653639,2025-06-25
20496,Meghalaya,Ri-Bhoi,25.8090877532959,91.875238,2025-07-06
20497,Meghalaya,Ri-Bhoi,25.781246185302734,91.874475,2024-07-06
20592,Meghalaya,West Jaintia Hills,25.41955556,92.16194444,2023-08-10
23954,Mizoram,Aizawl,24.288014,92.946017,2025-06-14
23012,Mizoram,Aizawl,23.58591667,92.71777778,2023-07-25
23013,Mizoram,Aizawl,23.55944444,92.70833333,2023-07-06
23018,Mizoram,Aizawl,23.53333333,92.69722222,2023-08-02
23196,Mizoram,Aizawl,23.60972222,92.79972222,2024-07-02
23503,Mizoram,Aizawl,23.76527778,92.8499984741211,2024-07-02
23504,Mizoram,Aizawl,23.76861111,92.85138889,2024-07-02
23520,Mizoram,Aizawl,23.83888889,92.83194444,2024-07-02
23522,Mizoram,Aizawl,23.85194444,92.83305556,2024-09-25
23524,Mizoram,Aizawl,23.87694444,92.83999633789062,2024-07-02
23529,Mizoram,Aizawl,23.89305556,92.84722222,2024-09-28
23530,Mizoram,Aizawl,23.88361111,92.85305556,2024-08-17
23531,Mizoram,Aizawl,23.88527778,92.85749816894533,2024-09-25
23532,Mizoram,Aizawl,23.76972222,92.76000213623048,2024-07-02
23534,Mizoram,Aizawl,24.05808333,93.49808333,2024-10-07
23539,Mizoram,Aizawl,24.12715278,93.53351389,2024-10-07
23548,Mizoram,Aizawl,24.30711944,93.59375833,2024-08-13
23556,Mizoram,Aizawl,24.49112222,93.62215556,2024-08-13
23559,Mizoram,Aizawl,24.49282455444336,93.58643611,2024-09-28
23027,Mizoram,Kolasib,23.04750061035156,92.67166667,2023-09-12
23564,Mizoram,Kolasib,24.450124740600582,93.35963889,2024-08-08
23567,Mizoram,Kolasib,24.60002222,93.37166389,2024-10-21
23568,Mizoram,Kolasib,24.60067222,93.37223056,2024-10-21
23572,Mizoram,Kolasib,24.76606111,93.30076667,2024-08-13
23577,Mizoram,Kolasib,24.60719444,93.46784722,2024-08-19
23608,Mizoram,Kolasib,23.50882222,93.09170278,2024-07-02
23609,Mizoram,Kolasib,23.54130278,93.10256944,2024-09-12
23610,Mizoram,Kolasib,23.54600556,93.09247222,2024-09-12
23611,Mizoram,Kolasib,23.54286944,93.08539722,2024-09-12
23612,Mizoram,Kolasib,23.56332778,93.10553333,2024-10-22
23614,Mizoram,Kolasib,23.56413333,93.11378889,2024-09-12
23617,Mizoram,Kolasib,23.56238611,93.12376667,2024-09-12
23618,Mizoram,Kolasib,23.56404167,93.10752222,2024-09-12
23620,Mizoram,Kolasib,23.55881111,93.10900556,2024-09-12
23648,Mizoram,Kolasib,24.12428889,93.318525,2024-07-02
23675,Mizoram,Kolasib,24.11104722,93.10374167,2024-09-24
23676,Mizoram,Kolasib,24.10506389,93.09593611,2024-09-24
23678,Mizoram,Kolasib,24.10687222,93.08849722,2024-09-24
23687,Mizoram,Kolasib,24.15817222,93.02488611,2024-09-28
23688,Mizoram,Kolasib,24.23419444,93.02469167,2024-09-28
23689,Mizoram,Kolasib,24.32836667,93.00923056,2024-09-28
23701,Mizoram,Kolasib,24.627300262451172,93.20404444,2024-07-17
23705,Mizoram,Kolasib,24.56062778,93.18938889,2024-07-07
24002,Mizoram,Lunglei,23.230113983154297,92.740067,2025-06-02
24003,Mizoram,Lunglei,23.229731,92.73967742919922,2025-05-24
24004,Mizoram,Lunglei,23.226842880249023,92.740266,2025-06-02
24005,Mizoram,Lunglei,23.225357055664062,92.74038696289062,2025-06-06
23752,Mizoram,Lunglei,23.181806,92.736868,2025-05-30
24000,Mizoram,Serchhip,23.23735618591309,92.744978,2025-06-05
23743,Mizoram,Serchhip,23.235715866088867,92.744499,2025-05-31
23842,Mizoram,Serchhip,23.298137,92.857412,2025-05-29
20538,Meghalaya,Ri-Bhoi,25.67469444,91.88652778,2011-06-26
20474,Meghalaya,Ri-Bhoi,26.025470733642575,91.87158203125,2014-09-20
19575,Manipur,TAMENGLONG,24.98500061035156,93.52113889,2011-05-31
23979,Mizoram,Aizawl,23.60830556,92.85058333,2016-09-17
25797,Nagaland,Wokha,26.08945083618164,94.264217,2024-07-23
24795,Nagaland,Dimapur,25.784170150756836,93.80027770996094,2013-07-16
24751,Nagaland,Dimapur,25.769390106201172,93.8027801513672,2013-07-16
25923,Nagaland,Mokokchung,26.45277976989746,94.37525939941406,2025-07-08
25924,Nagaland,Mokokchung,26.423137,94.382261,2025-07-07
1219,Arunachal Pradesh,Tawang,27.58741667,91.88694444,2016-04-22
1220,Arunachal Pradesh,Tawang,27.59152778,91.88044444,2016-04-23
22919,Mizoram,Aizawl,23.70827778,92.71711111,2022-07-23
25211,Nagaland,Wokha,26.10694722,94.25328889,2021-09-18
25963,Nagaland,Wokha,26.10694722,94.25328889,2021-09-18
25784,Nagaland,Tseminyu,25.8816564,94.1902346,2025-01-19
20490,Meghalaya,West Jaintia Hills,25.2842285,92.11314877,2020-05-26
25788,Nagaland,Mokokchung,26.4219453,94.3854377,2025-07-07
25789,Nagaland,Mokokchung,26.4242282,94.3924136,2025-07-05
25790,Nagaland,Mokokchung,26.42608070373535,94.398916,2025-07-07
20619,Meghalaya,Ri-Bhoi,25.67546111,91.89726944,2024-06-30
1771,Arunachal Pradesh,Lower Dibang Valley,28.38919722,95.92776111,2024-04-24
1941,Arunachal Pradesh,Lower Dibang Valley,28.38919722,95.92776111,2024-04-24
650,Assam,Dima Hasao (N.C. Hills),25.27480556,93.14555556,2016-05-22
775,Assam,Kamrup (Metro),26.21305556,91.69249725341795,2020-06-26
18802,Manipur,Tamenglong,24.848329544067383,93.45916748046876,2007-09-12
20500,Meghalaya,East Khasi Hills,25.422278,91.867694,2025-05-30
19924,Meghalaya,East Khasi Hills,25.32083320617676,91.92749786376952,2007-07-19
19917,Meghalaya,East Khasi Hills,25.315176010131836,91.923021,2007-07-19
20038,Meghalaya,East Khasi Hills,25.40791702270508,91.998889,2007-08-18
20641,Meghalaya,Eastern-West Khasi Hill,25.68698889,91.64812222,2025-05-28
19658,Meghalaya,East Jaintia Hills,25.091779708862305,92.3546905517578,2018-05-07
20097,Meghalaya,East Khasi Hills,25.50368056,91.72342222,2007-07-19
19895,Meghalaya,East Khasi Hills,25.29599952697754,91.93199920654295,2022-04-04
20550,Meghalaya,East Khasi Hills,25.18766667,91.39816667,2019-06-27
20148,Meghalaya,East Khasi Hills,25.54327964782715,92.1047821044922,2009-07-01
20144,Meghalaya,East Khasi Hills,25.542640686035156,92.10214233398438,2009-07-01
20096,Meghalaya,West Khasi Hills,25.50334930419922,91.2833480834961,2007-07-25
22907,Mizoram,Hnahthial,22.91452778,92.89333333,2022-11-14
23011,Mizoram,Aizawl,23.58388889,92.71722222,2023-08-08
23015,Mizoram,Aizawl,23.54027778,92.70138889,2023-08-06
23017,Mizoram,Aizawl,23.53499984741211,92.69694444,2023-07-28
23023,Mizoram,Aizawl,23.78138889,92.67638889,2023-10-25
23105,Mizoram,Aizawl,23.76388889,92.73388889,2024-09-26
23137,Mizoram,Aizawl,23.70277778,92.72083333,2024-07-02
23476,Mizoram,Aizawl,23.73794444,92.78613889,2024-07-02
23526,Mizoram,Aizawl,23.88583333,92.85055556,2024-09-28
23553,Mizoram,Aizawl,24.32773611,93.57937222,2024-07-02
23602,Mizoram,Aizawl,23.27663889,93.1437530517578,2024-07-02
23723,Mizoram,Aizawl,23.755925,92.726753,2025-05-24
23714,Mizoram,Aizawl,23.6868033,92.7251987,2025-05-29
23715,Mizoram,Aizawl,23.7002691,92.7181685,2025-05-13
23025,Mizoram,Kolasib,23.93027778,92.65249633789062,2023-09-17
23032,Mizoram,Kolasib,23.00638889,92.67691667,2023-07-23
23037,Mizoram,Kolasib,23.91777778,92.73805556,2023-09-27
23038,Mizoram,Kolasib,23.89638889,92.73638889,2023-09-27
23626,Mizoram,Kolasib,23.36556111,93.05125278,2024-07-09
23629,Mizoram,Kolasib,23.03821667,93.12529444,2024-09-17
23632,Mizoram,Kolasib,24.55205833,93.25569167,2024-07-09
23647,Mizoram,Kolasib,24.09210556,93.29866667,2024-09-24
23674,Mizoram,Kolasib,24.10015917,93.10461389,2024-09-24
23684,Mizoram,Kolasib,23.49216111,93.23695373535156,2024-07-17
24014,Mizoram,Lunglei,23.201335,92.734857,2025-06-02
24015,Mizoram,Lunglei,23.201614379882812,92.734453,2025-06-02
24016,Mizoram,Lunglei,23.201759,92.734328,2025-06-02
23948,Mizoram,Saitual,23.667552947998047,92.89259338378906,2025-06-15
22157,Mizoram,Aizawl,23.74416732788086,92.730472,2007-09-08
19914,Meghalaya,South West Khasi Hills,25.3145809173584,91.45242309570312,2013-08-06
19576,Manipur,TAMENGLONG,24.79083333,93.72333333,2011-07-06
18904,Manipur,Noney,24.925199508666992,94.33709716796876,2018-06-06
18701,Manipur,Tengnoupal,24.813306,93.243417,2018-08-02
23971,Mizoram,Aizawl,23.74150833,92.70785833,2023-06-04
25931,Nagaland,Kohima,25.620830535888672,94.11572265625,2025-05-31
25505,Nagaland,Tuensang,26.387779235839844,94.8258285522461,2009-07-27
25490,Nagaland,Tuensang,26.360830307006836,94.83999633789062,2009-06-04
24146,Nagaland,Tuensang,23.725778,91.645694,2018-05-11
25917,Nagaland,Kohima,25.6032619,94.1122188,2024-06-01
25925,Nagaland,Mokokchung,26.421859741210938,94.38520050048828,2025-07-07
25926,Nagaland,Mokokchung,26.42534637451172,94.387013,2025-07-07
25932,Nagaland,Tseminyu,25.881650924682617,94.1902313232422,2025-01-19
26763,Sikkim,East Sikkim,27.32888889,88.60777778,2021-05-18
26795,Sikkim,East Sikkim,27.25066667,88.53144444,2022-05-12
26760,Sikkim,North Sikkim,27.61936111,88.66131389,2021-06-18
26819,Sikkim,East Sikkim,27.37441667,88.54505556,2012-07-13
26820,Sikkim,East Sikkim,27.36977778,88.54466667,2012-07-13
1251,Arunachal Pradesh,Tawang,27.591388702392575,91.90249633789062,2016-04-23
20141,Meghalaya,East Khasi Hills,25.54231071472168,92.0999984741211,2009-07-01
19681,Meghalaya,Jaintia Hills,25.134194,92.383528,2007-07-31
20114,Meghalaya,West Khasi Hills,25.52079963684082,91.25984954833984,2007-07-25
19915,Meghalaya,West Khasi Hills,25.31488037109375,91.44912719726562,2007-07-19
20037,Meghalaya,West Khasi Hills,25.40546989440918,91.53711700439452,2007-08-18
24708,Nagaland,Kohima,25.74696922302246,93.9816665649414,2013-09-08
19020,Manipur,Kangpokpi,24.99797248840332,94.020444,2007-08-28
19017,Manipur,Ukhrul,24.99427795410156,94.205917,2007-08-28
26728,Sikkim,East Sikkim,27.25352778,88.60377778,2021-10-19
26746,Sikkim,East Sikkim,27.28666667,88.55347222,2021-08-27
590,Assam,Udalguri,26.89073944091797,92.12068176269533,2021-04-28
589,Assam,Udalguri,26.88969039916992,92.1226577758789,2021-04-28
25961,Nagaland,Dimapur,26.072559356689453,93.9280014038086,2019-05-09
20487,Meghalaya,West Jaintia Hills,25.46307925,92.25426106,2020-05-26
25787,Nagaland,Mokokchung,26.4527822,94.375268,2025-07-08
25785,Nagaland,Mokokchung,26.4231373,94.3822611,2025-07-07
843,Assam,Kamrup (Metro),26.23801612854004,91.945953,2025-11-02
848,Assam,Kamrup (Metro),26.11956024169922,92.052125,2025-06-05
849,Assam,Dima Hasao,25.698139190673828,93.129423,2025-06-05
852,Assam,West Khasi Hills,25.740148,91.224044,2014-07-18
856,Assam,Kamrup (Metro),26.156633377075195,91.9385757446289,2024-08-08
2078,Arunachal Pradesh,Papum Pare,27.099285125732425,93.614766,2026-03-16
20558,Meghalaya,West Jaintia Hills,25.44741667,92.20138889,2020-05-26
20560,Meghalaya,West Jaintia Hills,25.45351667,92.18784722,2020-05-26
19123,Manipur,Tamenglong,25.091777801513672,92.354694,2018-07-11
25936,Nagaland,Kohima,25.686250686645508,94.04297222,2025-07-25
25798,Nagaland,Kohima,25.71711111,94.08561111,2017-10-29
26866,Tripura,Gomati,23.98033332824707,91.475278,2018-05-18
26844,Tripura,Gomati,23.794253,91.553533,2018-05-20
18986,Manipur,Ukhrul,24.98352813720703,94.158333,2018-06-12
25799,Nagaland,Kohima,25.712031,94.089791,2022-09-12
25801,Nagaland,Kohima,25.7179491,94.0917724,2022-09-28
20656,Meghalaya,East Khasi Hills,25.566518,91.914509,2025-08-19
22917,Mizoram,Aizawl,23.65530556,92.70249938964844,2022-04-05
20542,Meghalaya,East Khasi Hills,25.56663056,91.91370556,2019-07-10
20293,Meghalaya,East Khasi Hills,25.625099182128903,91.91179656982422,2024-05-27
26904,Tripura,South Tripura,23.25229444,91.48825073242188,2021-08-25
23970,Mizoram,Aizawl,23.71688889,92.72083333,2022-07-26
709,Assam,Dima Hasao (N.C. Hills),25.20738889,93.12277778,2014-08-20
25934,Nagaland,Kohima,25.73424911499023,94.00119444,2015-07-15
723,Assam,Dima Hasao (N.C. Hills),25.177499771118164,93.02622222,2016-05-22
25940,Nagaland,Kohima,25.62509167,94.11405278,2015-07-18
23956,Mizoram,Aizawl,24.36571502685547,92.930137,2025-06-01
23721,Mizoram,Aizawl,23.750240325927734,92.736662,2025-06-01
23940,Mizoram,Champhai,23.198136,93.166988,2025-06-01
23941,Mizoram,Champhai,23.177311,93.198157,2025-06-01
23938,Mizoram,Khawzawl,23.206600189208984,93.148665,2025-06-01
23943,Mizoram,Khawzawl,23.14788055419922,93.323791,2025-06-01
24034,Mizoram,Lunglei,23.184091,92.738895,2025-06-01
23920,Mizoram,Lunglei,23.206239,92.491221,2025-06-01
23921,Mizoram,Lunglei,23.199961,92.488796,2025-06-01
23922,Mizoram,Lunglei,23.178239822387695,92.491031,2025-06-01
23923,Mizoram,Lunglei,23.180969,92.488193,2025-06-01
23924,Mizoram,Lunglei,23.180354,92.486971,2025-06-01
23925,Mizoram,Lunglei,23.182466,92.487731,2025-06-01
23875,Mizoram,Lunglei,23.297521,92.689449,2025-06-01
23876,Mizoram,Lunglei,23.303739547729492,92.672816,2025-06-01
23877,Mizoram,Lunglei,23.304122924804688,92.671521,2025-06-01
23878,Mizoram,Lunglei,23.30610466003418,92.671296,2025-06-01
23879,Mizoram,Lunglei,23.306338,92.666573,2025-06-01
23880,Mizoram,Lunglei,23.3204402923584,92.643229,2025-06-01
23881,Mizoram,Lunglei,23.301901,92.649401,2025-06-01
23927,Mizoram,Lunglei,23.251004,92.6366729736328,2025-06-01
23760,Mizoram,Lunglei,23.114694,92.743931,2025-06-01
23882,Mizoram,Lunglei,23.246611,92.655112,2025-06-01
23888,Mizoram,Lunglei,23.173900604248047,92.611378,2025-06-01
23889,Mizoram,Lunglei,23.17325782775879,92.611929,2025-06-01
23890,Mizoram,Lunglei,23.17251968383789,92.611434,2025-06-01
23896,Mizoram,Lunglei,23.200105,92.584517,2025-06-01
23917,Mizoram,Lunglei,23.204981,92.534603,2025-06-01
23918,Mizoram,Lunglei,23.206253051757812,92.533605,2025-06-01
23919,Mizoram,Lunglei,23.209857,92.500587,2025-06-01
23926,Mizoram,Lunglei,23.2047061920166,92.533825,2025-06-01
23784,Mizoram,Lunglei,22.866131,92.772713,2025-06-01
23785,Mizoram,Lunglei,22.903567,92.758702,2025-06-01
23786,Mizoram,Lunglei,22.903453826904297,92.760096,2025-06-01
23787,Mizoram,Lunglei,22.90461540222168,92.75704956054688,2025-06-01
23788,Mizoram,Lunglei,22.922528,92.752404,2025-06-01
23790,Mizoram,Lunglei,22.880420684814453,92.821692,2025-06-01
23866,Mizoram,Serchhip,23.29386329650879,92.741368,2025-06-01
23867,Mizoram,Serchhip,23.295774459838867,92.740012,2025-06-01
23868,Mizoram,Serchhip,23.302650451660156,92.742945,2025-06-01
23872,Mizoram,Serchhip,23.300291061401367,92.69577026367188,2025-06-01
23873,Mizoram,Serchhip,23.299806,92.694901,2025-06-01
23874,Mizoram,Serchhip,23.299312,92.692614,2025-06-01
23740,Mizoram,Serchhip,23.239137,92.744468,2025-06-01
23836,Mizoram,Serchhip,23.307092666625977,92.856289,2025-06-01
23837,Mizoram,Serchhip,23.307523727416992,92.857678,2025-06-01
23838,Mizoram,Serchhip,23.305938720703125,92.857538,2025-06-01
23839,Mizoram,Serchhip,23.303906,92.853173,2025-06-01
23846,Mizoram,Serchhip,23.346456,92.851511,2025-06-01
23847,Mizoram,Serchhip,23.346599578857425,92.854847,2025-06-01
23857,Mizoram,Serchhip,23.27122688293457,92.874544,2025-06-01
23858,Mizoram,Serchhip,23.27054786682129,92.877577,2025-06-01
23859,Mizoram,Serchhip,23.67700958251953,92.8789520263672,2025-06-01
23863,Mizoram,Serchhip,23.28144264221191,92.840145,2025-06-01
23800,Mizoram,Serchhip,23.180345,92.900082,2025-06-01
23930,Mizoram,Serchhip,23.223807,92.944448,2025-06-01
23931,Mizoram,Serchhip,23.21795082092285,92.998007,2025-06-01
23932,Mizoram,Serchhip,23.217324,92.99812316894533,2025-06-01
23933,Mizoram,Serchhip,23.199169158935547,93.000199,2025-06-01
23773,Mizoram,Siaha,22.469737,93.100868,2025-06-01
23952,Mizoram,Aizawl,23.807952,92.834037,2025-06-01
23724,Mizoram,Aizawl,23.74580192565918,92.717053,2025-06-01
23727,Mizoram,Aizawl,23.469247,92.744068,2025-06-01
24100,Mizoram,Lunglei,23.112390518188477,92.745417,2025-06-01
23887,Mizoram,Lunglei,23.174558,92.612556,2025-06-01
23891,Mizoram,Lunglei,23.17265892028809,92.611828,2025-06-01
23892,Mizoram,Lunglei,23.198272,92.589291,2025-06-01
23893,Mizoram,Lunglei,23.19896125793457,92.590043,2025-06-01
23894,Mizoram,Lunglei,23.199094772338867,92.586671,2025-06-01
23895,Mizoram,Lunglei,23.19941520690918,92.585883,2025-06-01
23801,Mizoram,Serchhip,23.187383,92.89826202392578,2025-06-01
23802,Mizoram,Serchhip,23.187762,92.898034,2025-06-01
23928,Mizoram,Serchhip,23.23489761352539,92.911307,2025-06-01
23929,Mizoram,Serchhip,23.225619,92.924909,2025-06-01
23799,Mizoram,Hnahthial,23.170678,92.899334,2025-06-01
23864,Mizoram,Serchhip,23.280946731567383,92.83670043945312,2025-06-01
20594,Meghalaya,South West Khasi Hills,25.39295833,91.55163333,2024-05-28
20644,Meghalaya,Eastern-West Khasi Hill,25.68798889,91.65838889,2024-05-28
20645,Meghalaya,Eastern-West Khasi Hill,25.68804931640625,91.6665267944336,2024-05-28
